599.778 -1.45179
600.743 -1.62936
601.707 -1.56629
602.671 -1.48447
603.636 -1.49245
604.6 -1.54929
605.564 -1.75139
606.528 -1.82011
607.493 -1.8215
608.457 -2.04381
609.421 -2.21252
610.385 -2.16995
611.35 -2.06685
612.314 -2.05938
613.278 -2.17154
614.243 -2.16992
615.207 -2.27004
616.171 -2.41425
617.135 -2.48027
618.1 -2.42606
619.064 -2.35586
620.028 -2.3076
620.992 -2.2817
621.957 -2.3578
622.921 -2.42704
623.885 -2.35015
624.85 -2.31161
625.814 -2.35747
626.778 -2.4444
627.742 -2.53052
628.707 -2.63555
629.671 -2.70218
630.635 -2.74121
631.6 -2.71749
632.564 -2.66256
633.528 -2.56616
634.492 -2.46798
635.457 -2.45855
636.421 -2.47556
637.385 -2.42629
638.349 -2.34751
639.314 -2.23238
640.278 -2.07639
641.242 -1.91935
642.207 -1.81846
643.171 -1.64958
644.135 -1.3495
645.099 -0.994273
646.064 -0.58951
647.028 -0.0519042
647.992 0.610869
648.956 1.33023
649.921 1.87842
650.885 2.08565
651.849 2.17715
652.813 2.70342
653.778 3.88638
654.742 5.4972
655.706 6.81517
656.671 7.51712
657.635 7.94989
658.599 8.42903
659.563 8.91551
660.528 9.2595
661.492 9.39312
662.456 9.38346
663.42 9.26816
664.385 8.96694
665.349 8.39732
666.313 7.67721
667.278 6.65248
668.242 5.37984
669.206 4.79584
670.17 4.3196
671.135 3.7981
672.099 3.16082
673.063 2.32811
674.028 1.52867
674.992 1.03323
675.956 0.818467
676.92 0.699339
677.885 0.518473
678.849 0.321169
679.813 0.127687
680.778 -0.0024645
681.742 -0.0839915
682.706 -0.142135
683.67 -0.170314
684.635 -0.17955
685.599 -0.172696
686.563 -0.163475
687.527 -0.168111
688.492 -0.178006
689.456 -0.184624
690.42 -0.165929
691.385 -0.168681
692.349 -0.16394
693.313 -0.169709
694.277 -0.161786
695.242 -0.143577
696.206 -0.152839
697.17 -0.162889
698.134 -0.154716
699.099 -0.170266
700.063 -0.179356
701.027 -0.171368
701.991 -0.152909
702.956 -0.165852
703.92 -0.188206
704.884 -0.187778
705.849 -0.170659
706.813 -0.16618
707.777 -0.175432
708.741 -0.185477
709.706 -0.187475
710.67 -0.197563
711.634 -0.204677
712.598 -0.197611
713.563 -0.17359
714.527 -0.171118
715.491 -0.183234
716.456 -0.204126
717.42 -0.215916
718.384 -0.213054
719.348 -0.243898
720.313 -0.26733
721.277 -0.237924
722.241 -0.243586
723.206 -0.269745
724.17 -0.263452
725.134 -0.251344
726.098 -0.263538
727.063 -0.279043
728.027 -0.28403
728.991 -0.282503
729.955 -0.290701
730.92 -0.299123
731.884 -0.302987
732.848 -0.308374
733.812 -0.320881
734.777 -0.330302
735.741 -0.332098
736.705 -0.321596
737.67 -0.315675
738.634 -0.315217
739.598 -0.308068
740.562 -0.333192
741.527 -0.369972
742.491 -0.381526
743.455 -0.405234
744.42 -0.449547
745.384 -0.50923
746.348 -0.540939
747.312 -0.561987
748.277 -0.603208
749.241 -0.651863
750.205 -0.674606
751.169 -0.693755
752.134 -0.715244
753.098 -0.739749
754.062 -0.758571
755.027 -0.761595
755.991 -0.777484
756.955 -0.804704
757.919 -0.819513
758.884 -0.835823
759.848 -0.848321
760.812 -0.870224
761.777 -0.897895
762.741 -0.920429
763.705 -0.921334
764.669 -0.933326
765.634 -0.970459
766.598 -0.994566
767.562 -1.00372
768.526 -1.01308
769.491 -1.02493
770.455 -1.04544
771.419 -1.04828
772.384 -1.04909
773.348 -1.07437
774.312 -1.08653
775.276 -1.06618
776.241 -1.05048
777.205 -1.06467
778.169 -1.08462
779.133 -1.0873
780.098 -1.08274
781.062 -1.08152
782.026 -1.08313
