599.778 3.47891
600.743 3.49333
601.707 3.4671
602.671 3.41397
603.636 3.40452
604.6 3.40414
605.564 3.37845
606.528 3.34274
607.493 3.30697
608.457 3.30235
609.421 3.33821
610.385 3.31392
611.35 3.26642
612.314 3.22902
613.278 3.27393
614.243 3.2891
615.207 3.30649
616.171 3.3123
617.135 3.31068
618.1 3.31615
619.064 3.36485
620.028 3.41919
620.992 3.42001
621.957 3.41679
622.921 3.49405
623.885 3.53042
624.85 3.4486
625.814 3.42562
626.778 3.52812
627.742 3.47904
628.707 3.3951
629.671 3.48822
630.635 3.55747
631.6 3.51464
632.564 3.54336
633.528 3.63303
634.492 3.66832
635.457 3.62844
636.421 3.60438
637.385 3.60579
638.349 3.61501
639.314 3.62223
640.278 3.63323
641.242 3.64696
642.207 3.67317
643.171 3.71063
644.135 3.7484
645.099 3.79963
646.064 3.88445
647.028 3.98425
647.992 4.13099
648.956 4.35028
649.921 4.70008
650.885 5.07115
651.849 5.02486
652.813 4.54005
653.778 4.4063
654.742 4.92718
655.706 5.38175
656.671 5.89387
657.635 7.0684
658.599 8.06595
659.563 8.16382
660.528 7.96081
661.492 7.85596
662.456 7.22048
663.42 6.16259
664.385 5.51322
665.349 5.27146
666.313 4.71149
667.278 4.036
668.242 3.82389
669.206 3.68371
670.17 3.1892
671.135 2.74949
672.099 2.78359
673.063 2.83923
674.028 2.59494
674.992 2.42672
675.956 2.47382
676.92 2.52183
677.885 2.46295
678.849 2.29635
679.813 2.2416
680.778 2.39262
681.742 2.37053
682.706 2.14311
683.67 2.13521
684.635 2.33308
685.599 2.29019
686.563 2.07377
687.527 2.10018
688.492 2.30389
689.456 2.2555
690.42 2.04841
691.385 2.07716
692.349 2.26271
693.313 2.21677
694.277 2.02806
695.242 2.05341
696.206 2.21846
697.17 2.18635
698.134 2.0286
699.099 2.05666
700.063 2.21759
701.027 2.18538
701.991 2.03768
702.956 2.06043
703.92 2.19545
704.884 2.15768
705.849 2.01984
706.813 2.04823
707.777 2.17678
708.741 2.14811
709.706 2.03207
710.67 2.05954
711.634 2.16591
712.598 2.14009
713.563 2.05748
714.527 2.08228
715.491 2.16108
716.456 2.13833
717.42 2.07325
718.384 2.09364
719.348 2.15709
720.313 2.14801
721.277 2.10451
722.241 2.13265
723.206 2.17417
724.17 2.14493
725.134 2.12111
726.098 2.15828
727.063 2.18857
728.027 2.1627
728.991 2.16002
729.955 2.20347
730.92 2.2138
731.884 2.17165
732.848 2.17718
733.812 2.24296
734.777 2.25034
735.741 2.19913
736.705 2.21419
737.67 2.29738
738.634 2.31
739.598 2.22407
740.562 2.21339
741.527 2.28929
742.491 2.28193
743.455 2.18022
744.42 2.17876
745.384 2.28827
746.348 2.29747
747.312 2.18602
748.277 2.1703
749.241 2.28716
750.205 2.313
751.169 2.19829
752.134 2.16965
753.098 2.29463
754.062 2.34285
755.027 2.22196
755.991 2.17038
756.955 2.29844
757.919 2.37282
758.884 2.25209
759.848 2.17254
760.812 2.29919
761.777 2.39944
762.741 2.28804
763.705 2.17888
764.669 2.29494
765.634 2.42614
766.598 2.32626
767.562 2.19534
768.526 2.29608
769.491 2.44346
770.455 2.35996
771.419 2.20466
772.384 2.28265
773.348 2.45506
774.312 2.40299
775.276 2.23298
776.241 2.27642
777.205 2.45425
778.169 2.43814
779.133 2.26834
780.098 2.28101
781.062 2.46371
782.026 2.47334
782.99 2.30727
783.955 2.29224
784.919 2.47033
785.883 2.51255
786.848 2.35619
787.812 2.30899
788.776 2.47536
789.74 2.55331
790.705 2.41974
791.669 2.35388
792.633 2.50869
793.597 2.61662
794.562 2.51448
795.526 2.42753
796.49 2.55756
797.455 2.67742
798.419 2.59122
799.383 2.48653
800.347 2.58125
801.312 2.70353
802.276 2.63798
803.24 2.5225
804.205 2.56874
805.169 2.672
806.133 2.62947
807.097 2.5122
808.062 2.52719
809.026 2.62204
809.99 2.60926
810.955 2.50865
811.919 2.49701
812.883 2.58202
813.847 2.58841
814.812 2.49536
815.776 2.46813
816.74 2.54543
817.704 2.57347
818.669 2.49705
819.633 2.4507
820.597 2.50502
821.562 2.5464
822.526 2.4965
823.49 2.45303
824.454 2.48372
825.419 2.52927
826.383 2.51181
827.347 2.46593
828.311 2.47263
829.276 2.51046
830.24 2.5128
831.204 2.47666
832.168 2.46599
833.133 2.5039
834.097 2.52179
835.061 2.49679
836.026 2.48392
836.99 2.51047
837.954 2.5251
838.918 2.50436
839.883 2.48555
840.847 2.50564
841.811 2.53266
842.775 2.52546
843.74 2.50861
844.704 2.52272
845.668 2.54776
846.633 2.54404
847.597 2.52254
848.561 2.52707
849.525 2.54844
850.49 2.55594
851.454 2.54533
852.418 2.5485
853.383 2.56549
854.347 2.57426
855.311 2.57391
856.275 2.57679
857.24 2.58457
858.204 2.58871
859.168 2.58191
860.132 2.5794
861.097 2.58245
862.061 2.58424
863.025 2.58458
863.99 2.59308
864.954 2.59722
865.918 2.60277
866.882 2.60633
867.847 2.60779
868.811 2.60446
869.775 2.59826
870.739 2.59851
871.704 2.60304
872.668 2.60376
873.632 2.59724
874.597 2.59863
875.561 2.61594
876.525 2.62131
877.489 2.61444
878.454 2.6125
879.418 2.62662
880.382 2.64033
881.346 2.63552
882.311 2.62436
883.275 2.62895
884.239 2.63803
885.204 2.63649
886.168 2.63525
887.132 2.64474
888.096 2.64992
889.061 2.64656
890.025 2.63993
890.989 2.64661
891.953 2.65595
892.918 2.65483
893.882 2.64865
894.846 2.65072
895.811 2.6638
896.775 2.66868
897.739 2.65756
898.703 2.65202
899.668 2.65813
900.632 2.66207
901.596 2.65561
902.561 2.65432
903.525 2.66252
904.489 2.66633
905.453 2.66073
906.418 2.66406
907.382 2.67685
908.346 2.68034
909.31 2.67574
910.275 2.67604
911.239 2.68222
912.203 2.68834
913.168 2.68906
914.132 2.69089
915.096 2.69644
916.06 2.70472
917.025 2.70681
917.989 2.70757
918.953 2.71529
919.917 2.72464
920.882 2.72805
921.846 2.73507
922.81 2.74318
923.774 2.74935
924.739 2.75464
925.703 2.75613
926.667 2.76201
927.632 2.77257
928.596 2.77924
929.56 2.78082
930.524 2.78777
931.489 2.80122
932.453 2.80855
933.417 2.81153
934.381 2.81896
935.346 2.83265
936.31 2.84139
937.274 2.84455
938.239 2.85462
939.203 2.87223
940.167 2.88528
941.131 2.88727
942.096 2.88906
943.06 2.90446
944.024 2.92029
944.989 2.9291
945.953 2.93631
946.917 2.94647
947.881 2.95939
948.846 2.96994
949.81 2.97926
950.774 2.99334
951.739 3.00806
952.703 3.0152
953.667 3.02037
954.631 3.03161
955.596 3.04856
956.56 3.06003
957.524 3.06199
958.488 3.07139
959.453 3.08974
960.417 3.10338
961.381 3.10677
962.346 3.11474
963.31 3.13276
964.274 3.14879
965.238 3.15443
966.203 3.15553
967.167 3.16896
968.131 3.18424
969.095 3.18968
970.06 3.19699
971.024 3.20705
971.988 3.21837
972.952 3.2233
973.917 3.22471
974.881 3.23415
975.845 3.2484
976.81 3.25425
977.774 3.25252
978.738 3.25594
979.702 3.26888
980.667 3.27954
981.631 3.28203
982.595 3.28163
983.559 3.2894
984.524 3.30546
985.488 3.31351
986.452 3.3157
987.417 3.32455
988.381 3.33255
989.345 3.33334
990.309 3.33542
991.274 3.34423
992.238 3.35363
993.202 3.35926
994.167 3.3642
995.131 3.36873
996.095 3.37401
997.059 3.38502
998.024 3.39334
998.988 3.39966
999.952 3.40589
1000.92 3.41036
1001.88 3.41902
1002.85 3.42919
1003.81 3.43695
1004.77 3.44451
1005.74 3.45199
1006.7 3.45939
1007.67 3.47106
1008.63 3.48193
1009.6 3.48691
1010.56 3.4949
1011.52 3.50531
1012.49 3.52145
1013.45 3.53303
1014.42 3.54088
1015.38 3.55078
1016.35 3.5639
