599.778 4.62598 0
600.743 4.70073 0
601.707 4.62282 0
602.671 4.5575 0
603.636 4.73012 0
604.6 4.83055 0
605.564 4.74474 0
606.528 4.48403 0
607.493 4.31868 0
608.457 4.17144 0
609.421 4.20188 0
610.385 4.27906 0
611.35 4.33294 0
612.314 4.5279 0
613.278 4.5652 0
614.243 4.27564 0
615.207 4.30452 0
616.171 4.4533 0
617.135 4.36397 0
618.1 4.27207 0
619.064 4.16424 0
620.028 4.03183 0
620.992 4.00819 0
621.957 4.07906 0
622.921 4.1257 0
623.885 4.13332 0
624.85 4.09193 0
625.814 4.13787 0
626.778 4.18001 0
627.742 4.0751 0
628.707 3.96288 0
629.671 4.01091 0
630.635 4.03683 0
631.6 3.92776 0
632.564 3.91619 0
633.528 3.94757 0
634.492 3.92284 0
635.457 3.85533 0
636.421 3.78417 0
637.385 3.81749 0
638.349 3.85263 0
639.314 3.84313 0
640.278 3.7896 0
641.242 3.68665 0
642.207 3.6184 0
643.171 3.66676 0
644.135 3.75285 0
645.099 3.76117 0
646.064 3.77049 0
647.028 3.83707 0
647.992 3.92178 0
648.956 4.10061 0
649.921 4.41442 0
650.885 4.73448 0
651.849 4.71109 0
652.813 4.31879 0
653.778 4.19681 0
654.742 4.56642 0
655.706 4.92363 0
656.671 5.32056 0
657.635 6.14915 0
658.599 6.89355 0
659.563 6.99189 0
660.528 6.83719 0
661.492 6.78657 0
662.456 6.36891 0
663.42 5.60248 0
664.385 5.04086 0
665.349 4.75617 0
666.313 4.30172 0
667.278 3.68335 0
668.242 3.4181 0
669.206 3.3966 0
670.17 3.11206 0
671.135 2.83944 0
672.099 2.83564 0
673.063 2.80749 0
674.028 2.66441 0
674.992 2.56446 0
675.956 2.53065 0
676.92 2.52586 0
677.885 2.49636 0
678.849 2.41331 0
679.813 2.34087 0
680.778 2.42118 0
681.742 2.45905 0
682.706 2.34623 0
683.67 2.28188 0
684.635 2.35073 0
685.599 2.38051 0
686.563 2.28652 0
687.527 2.25559 0
688.492 2.35053 0
689.456 2.34411 0
690.42 2.23428 0
691.385 2.25896 0
692.349 2.38343 0
693.313 2.41129 0
694.277 2.3573 0
695.242 2.34045 0
696.206 2.40063 0
697.17 2.3817 0
698.134 2.28441 0
699.099 2.27821 0
700.063 2.37626 0
701.027 2.40696 0
701.991 2.32592 0
702.956 2.29009 0
703.92 2.37539 0
704.884 2.39902 0
705.849 2.33417 0
706.813 2.32159 0
707.777 2.35211 0
708.741 2.33832 0
709.706 2.3066 0
710.67 2.32575 0
711.634 2.41143 0
712.598 2.4058 0
713.563 2.34366 0
714.527 2.35106 0
715.491 2.39439 0
716.456 2.40044 0
717.42 2.34944 0
718.384 2.34284 0
719.348 2.35515 0
720.313 2.34522 0
721.277 2.36139 0
722.241 2.37023 0
723.206 2.38996 0
724.17 2.35766 0
725.134 2.34046 0
726.098 2.38102 0
727.063 2.39361 0
728.027 2.36833 0
728.991 2.37219 0
729.955 2.40081 0
730.92 2.40964 0
731.884 2.39957 0
732.848 2.41489 0
733.812 2.47707 0
734.777 2.51564 0
735.741 2.49819 0
736.705 2.49864 0
737.67 2.51599 0
738.634 2.52698 0
739.598 2.49801 0
740.562 2.4769 0
741.527 2.50299 0
742.491 2.51667 0
743.455 2.47264 0
744.42 2.42984 0
745.384 2.46442 0
746.348 2.48624 0
747.312 2.41801 0
748.277 2.39445 0
749.241 2.46576 0
750.205 2.50562 0
751.169 2.45867 0
752.134 2.44708 0
753.098 2.52808 0
754.062 2.56334 0
755.027 2.47472 0
755.991 2.45824 0
756.955 2.54555 0
757.919 2.5761 0
758.884 2.52813 0
759.848 2.49029 0
760.812 2.53197 0
761.777 2.60217 0
762.741 2.55682 0
763.705 2.49618 0
764.669 2.53847 0
765.634 2.58682 0
766.598 2.53801 0
767.562 2.48382 0
768.526 2.53174 0
769.491 2.60171 0
770.455 2.57825 0
771.419 2.51953 0
772.384 2.54262 0
773.348 2.59642 0
774.312 2.58269 0
775.276 2.5294 0
776.241 2.52193 0
777.205 2.59612 0
778.169 2.59738 0
779.133 2.55108 0
780.098 2.57598 0
781.062 2.649 0
782.026 2.63485 0
782.99 2.56613 0
783.955 2.56864 0
784.919 2.63968 0
785.883 2.64999 0
786.848 2.5903 0
787.812 2.58331 0
788.776 2.65404 0
789.74 2.6929 0
790.705 2.64877 0
791.669 2.62567 0
792.633 2.69526 0
793.597 2.74667 0
794.562 2.71967 0
795.526 2.69339 0
796.49 2.76385 0
797.455 2.84613 0
798.419 2.8208 0
799.383 2.78128 0
800.347 2.82594 0
801.312 2.84265 0
802.276 2.8027 0
803.24 2.7557 0
804.205 2.77444 0
805.169 2.8237 0
806.133 2.8239 0
807.097 2.77677 0
808.062 2.74803 0
809.026 2.77505 0
809.99 2.75319 0
810.955 2.72138 0
811.919 2.74378 0
812.883 2.75923 0
813.847 2.74734 0
814.812 2.73659 0
815.776 2.72457 0
816.74 2.73295 0
817.704 2.76276 0
818.669 2.74855 0
819.633 2.69108 0
820.597 2.66503 0
821.562 2.68909 0
822.526 2.67809 0
823.49 2.65943 0
824.454 2.66274 0
825.419 2.67981 0
826.383 2.68843 0
827.347 2.67426 0
828.311 2.6555 0
829.276 2.68477 0
830.24 2.71892 0
831.204 2.7073 0
832.168 2.69485 0
833.133 2.70249 0
834.097 2.68743 0
835.061 2.68256 0
836.026 2.70235 0
836.99 2.72503 0
837.954 2.72317 0
838.918 2.71234 0
839.883 2.72111 0
840.847 2.7046 0
841.811 2.70326 0
842.775 2.74432 0
843.74 2.75148 0
844.704 2.74029 0
845.668 2.74564 0
846.633 2.77661 0
847.597 2.79548 0
848.561 2.79279 0
849.525 2.77285 0
850.49 2.7527 0
851.454 2.72939 0
852.418 2.7309 0
853.383 2.78406 0
854.347 2.78656 0
855.311 2.76976 0
856.275 2.78038 0
857.24 2.78471 0
858.204 2.81158 0
859.168 2.82709 0
860.132 2.79706 0
861.097 2.76132 0
862.061 2.76153 0
863.025 2.7724 0
863.99 2.79577 0
864.954 2.82206 0
865.918 2.84288 0
866.882 2.83487 0
867.847 2.81367 0
868.811 2.82609 0
869.775 2.86496 0
870.739 2.85631 0
871.704 2.83354 0
872.668 2.83174 0
873.632 2.84146 0
874.597 2.85523 0
875.561 2.86127 0
876.525 2.85737 0
877.489 2.85289 0
878.454 2.82896 0
879.418 2.80563 0
880.382 2.79596 0
881.346 2.81708 0
882.311 2.85751 0
883.275 2.89029 0
884.239 2.90484 0
885.204 2.88304 0
886.168 2.87389 0
887.132 2.90414 0
888.096 2.9069 0
889.061 2.8891 0
890.025 2.87414 0
890.989 2.86291 0
891.953 2.83848 0
892.918 2.84865 0
893.882 2.87787 0
894.846 2.88106 0
895.811 2.86159 0
896.775 2.86251 0
897.739 2.90004 0
898.703 2.91034 0
899.668 2.87637 0
900.632 2.86651 0
901.596 2.88514 0
902.561 2.90261 0
903.525 2.90908 0
904.489 2.90216 0
