5.997780e+002,2.767580e-001
6.007423e+002,2.710708e-001
6.017065e+002,2.775830e-001
6.026708e+002,2.768571e-001
6.036351e+002,2.616699e-001
6.045994e+002,2.461300e-001
6.055637e+002,2.515036e-001
6.065280e+002,2.529956e-001
6.074922e+002,2.483717e-001
6.084565e+002,2.410539e-001
6.094208e+002,2.273407e-001
6.103850e+002,2.233337e-001
6.113493e+002,2.251088e-001
6.123136e+002,2.223575e-001
6.132778e+002,2.108980e-001
6.142421e+002,2.061510e-001
6.152064e+002,2.052318e-001
6.161707e+002,1.990255e-001
6.171349e+002,1.905995e-001
6.180992e+002,1.844195e-001
6.190635e+002,1.858807e-001
6.200278e+002,1.865739e-001
6.209921e+002,1.786784e-001
6.219563e+002,1.649823e-001
6.229206e+002,1.591920e-001
6.238849e+002,1.620398e-001
6.248491e+002,1.559920e-001
6.258134e+002,1.492561e-001
6.267777e+002,1.578847e-001
6.277419e+002,1.517373e-001
6.287062e+002,1.345072e-001
6.296705e+002,1.360910e-001
6.306348e+002,1.364713e-001
6.315991e+002,1.251653e-001
6.325634e+002,1.178686e-001
6.335276e+002,1.199436e-001
6.344919e+002,1.211698e-001
6.354562e+002,1.151261e-001
6.364204e+002,1.094831e-001
6.373847e+002,1.087346e-001
6.383490e+002,1.072387e-001
6.393132e+002,1.030970e-001
6.402775e+002,1.011707e-001
6.412418e+002,1.011685e-001
6.422061e+002,1.004364e-001
6.431703e+002,9.870263e-002
6.441346e+002,9.838421e-002
6.450989e+002,9.795602e-002
6.460632e+002,9.920381e-002
6.470275e+002,1.048692e-001
6.479917e+002,1.099996e-001
6.489560e+002,1.112972e-001
6.499203e+002,1.129813e-001
6.508845e+002,1.224336e-001
6.518488e+002,1.323588e-001
6.528131e+002,1.138754e-001
6.537773e+002,1.005176e-001
6.547416e+002,1.395262e-001
6.557059e+002,1.519672e-001
6.566702e+002,1.267889e-001
6.576345e+002,1.593460e-001
6.585988e+002,2.081493e-001
6.595630e+002,1.844736e-001
6.605273e+002,1.532142e-001
6.614916e+002,1.849961e-001
6.624558e+002,1.945789e-001
6.634201e+002,1.405842e-001
6.643844e+002,1.131046e-001
6.653486e+002,1.433962e-001
6.663129e+002,1.405116e-001
6.672772e+002,1.031611e-001
6.682415e+002,1.026756e-001
6.692057e+002,1.209814e-001
6.701700e+002,9.606878e-002
6.711343e+002,5.454556e-002
6.720986e+002,6.288642e-002
6.730629e+002,8.596480e-002
6.740271e+002,6.919393e-002
6.749914e+002,4.766251e-002
6.759557e+002,5.332277e-002
6.769199e+002,6.575422e-002
