6.749918e+002,3.897849e-002
6.759561e+002,3.481802e-002
6.769203e+002,3.139662e-002
6.778846e+002,2.945811e-002
6.788489e+002,2.888817e-002
6.798132e+002,2.776567e-002
6.807775e+002,2.497834e-002
6.817418e+002,2.311396e-002
6.827060e+002,2.392102e-002
6.836703e+002,2.375328e-002
6.846346e+002,2.137175e-002
6.855988e+002,2.018789e-002
6.865631e+002,2.137539e-002
6.875274e+002,2.103466e-002
6.884916e+002,1.892267e-002
6.894559e+002,1.809948e-002
6.904202e+002,1.944716e-002
6.913845e+002,1.960849e-002
6.923488e+002,1.770379e-002
6.933130e+002,1.700819e-002
6.942773e+002,1.801508e-002
6.952416e+002,1.809594e-002
6.962059e+002,1.626812e-002
6.971701e+002,1.549525e-002
6.981344e+002,1.687253e-002
6.990987e+002,1.700752e-002
7.000629e+002,1.497810e-002
7.010272e+002,1.375972e-002
7.019915e+002,1.521809e-002
7.029557e+002,1.587685e-002
7.039200e+002,1.430365e-002
7.048843e+002,1.374812e-002
7.058486e+002,1.493541e-002
7.068129e+002,1.541284e-002
7.077772e+002,1.445273e-002
7.087414e+002,1.419407e-002
7.097057e+002,1.509017e-002
7.106700e+002,1.538230e-002
7.116342e+002,1.450155e-002
7.125985e+002,1.383025e-002
7.135628e+002,1.459517e-002
7.145270e+002,1.478197e-002
7.154913e+002,1.405367e-002
7.164556e+002,1.375017e-002
7.174199e+002,1.430824e-002
7.183842e+002,1.443384e-002
7.193484e+002,1.377684e-002
7.203127e+002,1.352874e-002
7.212770e+002,1.395972e-002
7.222413e+002,1.419628e-002
7.232055e+002,1.388438e-002
7.241698e+002,1.383522e-002
7.251341e+002,1.452381e-002
7.260983e+002,1.473535e-002
7.270626e+002,1.485753e-002
7.280269e+002,1.523267e-002
7.289911e+002,1.562201e-002
7.299554e+002,1.537948e-002
7.309197e+002,1.539627e-002
7.318840e+002,1.607370e-002
7.328483e+002,1.649817e-002
7.338126e+002,1.640294e-002
7.347768e+002,1.687165e-002
7.357411e+002,1.796162e-002
7.367054e+002,1.839287e-002
7.376696e+002,1.822878e-002
7.386339e+002,1.841077e-002
7.395982e+002,1.887119e-002
7.405624e+002,1.864816e-002
7.415267e+002,1.718145e-002
7.424910e+002,1.638903e-002
7.434553e+002,1.685127e-002
7.444196e+002,1.693948e-002
7.453839e+002,1.596219e-002
7.463481e+002,1.547210e-002
7.473124e+002,1.656533e-002
7.482767e+002,1.723470e-002
7.492409e+002,1.593766e-002
7.502052e+002,1.512348e-002
7.511695e+002,1.613114e-002
7.521337e+002,1.694494e-002
7.530980e+002,1.568889e-002
7.540623e+002,1.474640e-002
7.550266e+002,1.628751e-002
7.559908e+002,1.774483e-002
7.569551e+002,1.684089e-002
7.579194e+002,1.586658e-002
7.588837e+002,1.709131e-002
7.598480e+002,1.888097e-002
7.608122e+002,1.815797e-002
