A;Exp;Cdef;Adef;Xdef;Bdef;Dcomp;B;Fit;Diff
1043;0.335542738461539;0.151039089449733;0.0222179773052944;0.086278611160944;0.078501264433519;0;;0.348036086807444;-0.0124933483459059
1044;0.341642907692308;0.149664479317317;0.0210005640944982;0.085390199824068;0.0787327522217319;0;;0.343545499469401;-0.00190259177709318
1045;0.347994123076923;0.151277596281577;0.0212776497157285;0.087979509339084;0.0776509769082641;0;;0.350642029647046;-0.00264790657012309
1046;0.354471492307692;0.1508185870651;0.02331138064082;0.088743833453988;0.0783064645336205;0;;0.353948772677978;5.22719629714286E-4
1047;0.361136830769231;0.149917572388359;0.0196934071914888;0.08831369502882;0.076416239601646;0;;0.348207710356637;0.0129291204125944
1048;0.367863984615385;0.151191328480791;0.0207118894632093;0.08811538959114;0.0768185185425929;0;;0.350205186072601;0.0176587985427838
1049;0.374275753846154;0.152583525696051;0.0240217923650169;0.087740529296832;0.0758315000919875;0;;0.354488555891234;0.0197871979549198
1050;0.380181646153846;0.152192197121191;0.0226915746066404;0.08810963939952;0.0757324682285892;0;;0.353372207987536;0.0268094381663105
1051;0.385709076923077;0.152080382810195;0.0225560812983387;0.08747367458364;0.0760669342239559;0;;0.351839421405648;0.0338696555174295
1052;0.391487553846154;0.151571905159484;0.0241404519312886;0.085899998420784;0.0757916231175851;0;;0.349926399125469;0.0415611547206846
1053;0.397643861538462;0.152397071392398;0.0228920904886539;0.08634339169308;0.0750130283971078;0;;0.350265154316077;0.0473787072223845
1054;0.403798907692308;0.15143391921374;0.0217734619686967;0.085354950641616;0.0746266540398783;0;;0.346094628662539;0.0577042790297692
1055;0.409890876923077;0.151480345006422;0.0261381662834578;0.083564467099812;0.0743022939870265;0;;0.34736126211785;0.062529614805227
1056;0.416233892307692;0.151709849921998;0.0254269730317522;0.081290760318036;0.0736215578730409;0;;0.342261040892998;0.0739728514146946
1057;0.422828584615385;0.15254960239411;0.023921714999353;0.07824459105198;0.07283865715487;0;;0.335352670997358;0.0874759136180265
1058;0.429674953846154;0.150315735535222;0.0263403739729612;0.072939464499564;0.0720538186797984;0;;0.325169075904608;0.104505877941546
1059;0.436836076923077;0.150013174644621;0.0267486654451556;0.067707435412836;0.0724807087846349;0;;0.314851577459965;0.121984499463112
1060;0.444438107692308;0.148427397197725;0.0251526266193764;0.063231056142912;0.0728405598589101;0;;0.302557398764863;0.141880708927445
1061;0.452669646153846;0.148080577244031;0.0279668234890058;0.060796599559848;0.0748559630465618;0;;0.300437282201634;0.152232363952212
1062;0.461026707692308;0.147651323832583;0.0299855669825245;0.058835945066904;0.0764365518653222;0;;0.298307337647168;0.16271937004514
1063;0.469004676923077;0.147750593854934;0.0279323493707051;0.05561606356308;0.0775138898052922;0;;0.28970830528887;0.179296371634207
1064;0.4764774;0.146329182978049;0.028608222600365;0.053611729343856;0.0788595982403748;0;;0.285021686526163;0.191455713473837
1065;0.483823338461539;0.147845196649547;0.0310791937035901;0.051465488331636;0.0801872935607785;0;;0.284963286386768;0.19886005207477
1066;0.491547107692308;0.148265531125861;0.0301194219156123;0.051071963593212;0.0812818528842853;0;;0.283540822419459;0.208006285272849
1067;0.499459476923077;0.151154862882797;0.030716901627281;0.0490173543468;0.0831750348582039;0;;0.282978163366406;0.216481313556671
1068;0.507433661538462;0.15109322572638;0.0349681743699202;0.047292317646048;0.085095170598969;0;;0.284142852825388;0.223290808713073
1069;0.515091830769231;0.152439955427379;0.0331152968929892;0.04596740027604;0.0862207737208372;0;;0.280801582561747;0.234290248207484
1070;0.522623215384615;0.153296085916491;0.0322388170108227;0.046519530392268;0.0877288965440339;0;;0.281797845412932;0.240825369971684
1071;0.530280123076923;0.156002047809229;0.0346971092143086;0.044601922147932;0.0894531506710021;0;;0.283372712240832;0.246907410836091
1072;0.538314861538462;0.158714177351529;0.0353211009913725;0.04437411771942;0.0908906603754683;0;;0.286315623880879;0.251999237657583
1073;0.546979738461538;0.160417603605101;0.0345543729356609;0.042838972210044;0.0931698651640841;0;;0.284105358254416;0.262874380207123
1074;0.555958738461539;0.16215153618195;0.0386522564200696;0.042826204399068;0.0951350428168781;0;;0.290321427042163;0.265637311419376
1075;0.565126969230769;0.166575635961171;0.0381329423345156;0.040699553483088;0.0981400134643995;0;;0.289920979495314;0.275205989735456
1076;0.574483169230769;0.170880753088833;0.0359988462819839;0.041579712840312;0.0988172244483438;0;;0.293638909679639;0.28084425955113
1077;0.584343984615385;0.173799674073855;0.0395276940509705;0.040885237551312;0.100553906552576;0;;0.299050612632546;0.285293371982838
1078;0.594834307692308;0.180825839678952;0.0410238254643496;0.041079888092088;0.10180221771737;0;;0.308111823873913;0.286722483818395
1079;0.605702461538462;0.1858313894881;0.0411680675031643;0.03982798717254;0.105161408095709;0;;0.310772238086661;0.294930223451801
1080;0.617326907692308;0.190338255878959;0.0426880309992214;0.0398172012822;0.106401550640349;0;;0.316929492542503;0.300397415149805
1081;0.629833169230769;0.196474866809153;0.0452068471650265;0.0390166208451;0.108731320773786;0;;0.324235640380882;0.305597528849887
1082;0.642842153846154;0.204318404567391;0.0438218439420345;0.038526851196792;0.11164406806913;0;;0.329576135297213;0.313266018548941
1083;0.655791846153846;0.213262915102439;0.0459427602477087;0.039117267976032;0.114418532553384;0;;0.342034487326983;0.313757358826863
1084;0.668924461538462;0.22169707199849;0.0488200818796038;0.0397150760367;0.117954741905932;0;;0.354829314139454;0.314095147399008
1085;0.682568;0.232188018317831;0.0493328334516294;0.0390257498205;0.12314801252787;0;;0.364505634755623;0.318062365244377
1086;0.696772923076923;0.246743658990824;0.0513377759676102;0.039390912615636;0.128696622978854;0;;0.381997037786467;0.314775885290456
1087;0.711040923076923;0.264632262081879;0.0566401594335758;0.040743688122864;0.137662349819198;0;;0.40842381370454;0.302617109372383
1088;0.724678153846154;0.281092118763871;0.0605373036504311;0.041101931083788;0.147091887421069;0;;0.429887014946921;0.294791138899233
1089;0.737306153846154;0.285805860193259;0.0641241170701063;0.043120787577876;0.154421076007402;0;;0.442583964126128;0.294722189720026
1090;0.749114153846154;0.289040636875777;0.0688165814042631;0.045602075214252;0.159914913032127;0;;0.45594302684897;0.293171126997184
1091;0.760348153846154;0.289942651628842;0.069611742512261;0.0464566176981;0.163904477544161;0;;0.459428803788529;0.300919350057624
1092;0.771525384615385;0.293744667668552;0.0707528145194793;0.046662899002308;0.167492693754213;0;;0.464898561644595;0.306626822970789
1093;0.782885538461539;0.294243268105708;0.072460940097804;0.047991519925596;0.168882882386475;0;;0.469933342064484;0.312952196397054
1094;0.794315076923077;0.297349935441362;0.072342391902421;0.050130873462456;0.170022631365472;0;;0.477188313458937;0.31712676346414
1095;0.805738307692308;0.297716467409586;0.0718580939830774;0.050046307736184;0.17120277905608;0;;0.476852986263339;0.328885321428968
1096;0.81754;0.299828726339731;0.074153269679028;0.050866429613148;0.171977619644149;0;;0.483130182212957;0.334409817787043
1097;0.829783230769231;0.301398250548664;0.0772607305618321;0.050474058219792;0.171766371841193;0;;0.487333170606264;0.342450060162967
1098;0.842026461538462;0.299772465131397;0.0746934107645495;0.05095562478102;0.172465645559149;0;;0.483846466534442;0.35817999500402
1099;0.853891230769231;0.301380914253244;0.0747587211000376;0.052841167528788;0.170809275931948;0;;0.489297842520861;0.36459338824837
1100;0.864999076923077;0.303698797358169;0.075914259735077;0.052053046194492;0.170655086074748;0;;0.491310575455738;0.373688501467339
1101;0.875343692307693;0.304587851687574;0.074865089955275;0.05292004801734;0.169115308780213;0;;0.492779546673056;0.382564145634637
1102;0.885000769230769;0.305833227617764;0.0750333127858736;0.050975799698556;0.167461769019701;0;;0.490321471079337;0.394679298151433
1103;0.894020769230769;0.308934769178084;0.0771115482906437;0.05101850488014;0.166859576227208;0;;0.495794482058072;0.398226287172697
1104;0.902416307692308;0.315630742404564;0.0747040476500733;0.050803305759756;0.165991370027213;0;;0.499411806339156;0.403004501353152
1105;0.910048615384615;0.321517761452863;0.0739949923331752;0.050753372035788;0.165626867061727;0;;0.504418997090932;0.405629618293684
1106;0.916671692307693;0.330075943794672;0.0771044746297991;0.050808341458476;0.164267490763069;0;;0.516507548804403;0.40016414350329
1107;0.922159384615385;0.339552227550568;0.0762763928020824;0.050371283199096;0.164266681940036;0;;0.524198826031051;0.397960558584334
1108;0.926953230769231;0.350549567772163;0.0764924812956567;0.049075978666392;0.164270823971456;0;;0.532843254530169;0.394109976239062
1109;0.931551538461539;0.363858748842833;0.0802283173334543;0.04810795605054;0.164413008079031;0;;0.548325810010713;0.383225728450826
1110;0.936534615384616;0.373667140919512;0.0817526899579355;0.0495217922391;0.165088451211056;0;;0.562638684351442;0.373895931033174
1111;0.941391538461539;0.388283418672598;0.079841719365368;0.052229909759292;0.165452266879749;0;;0.580569129493087;0.360822408968451
1112;0.945611384615385;0.40068666643669;0.0827913290730037;0.049574828633724;0.165600326976575;0;;0.590906785684442;0.354704598930943
1113;0.949143692307692;0.416012587162375;0.0842327876801808;0.049765125846024;0.165387924746761;0;;0.608198905302622;0.34094478700507
1114;0.952417384615385;0.431238112395673;0.0843543673525311;0.050416392383568;0.166220278533236;0;;0.624860701250593;0.327556683364792
1115;0.955501846153846;0.443922750411914;0.087468263927678;0.05050552259754;0.166791485321134;0;;0.641148885927439;0.314352960226407
1116;0.958586307692308;0.460131848558745;0.0905474314546285;0.049967281278504;0.167063726839805;0;;0.659668585715845;0.298917721976463
1117;0.961670769230769;0.477251547239895;0.0890961870157715;0.049990753728396;0.167552756541269;0;;0.675238860414035;0.286431908816734
1118;0.964566;0.492999718998734;0.0911665518818916;0.050447125970892;0.168164689393938;0;;0.694177178010599;0.270388821989401
1119;0.967019692307692;0.50884957829694;0.0949314795408728;0.05155021632456;0.168047639780771;0;;0.71637463844102;0.250645053866672
1120;0.969404;0.524333114001767;0.0960450551700429;0.051464676053592;0.16876042985283;0;;0.732912026795998;0.236491973204002
1121;0.972488461538462;0.53788209272191;0.097444711068179;0.052075105483716;0.169796890218557;0;;0.749221485864339;0.223266975674123
1122;0.976638923076923;0.55340313589896;0.101517363574295;0.049757491282716;0.170949735062177;0;;0.764587218396116;0.212051704680807
1123;0.981489538461539;0.566083607032962;0.10229619693748;0.0506537320446;0.172417772766505;0;;0.77991688775339;0.201572650708148
1124;0.986649230769231;0.579869716942163;0.101999267985173;0.052079247652968;0.173603741114988;0;;0.796227407031789;0.190421823737442
1125;0.992250461538462;0.587635031152138;0.107651712042551;0.051802597891656;0.175582211768533;0;;0.809657110182256;0.182593351356206
1126;0.998356307692308;0.596952741035797;0.109190657515643;0.050520044636208;0.175871329791149;0;;0.81810255357542;0.180253754116887
1127;1.00484061538462;0.603933730482612;0.110975634157337;0.052920941310612;0.177760762702289;0;;0.831848810676907;0.172991804707709
1128;1.01176646153846;0.609559447474429;0.113938221470449;0.051592548080268;0.179492147913704;0;;0.838076587252459;0.173689874286003
1129;1.01919692307692;0.613148087057489;0.115563485176221;0.052506575818128;0.180837655446647;0;;0.845281072387588;0.173915850689336
1130;1.02687969230769;0.614675061;0.116084054598382;0.052035583988016;0.182133801743987;0;;0.846438689034253;0.18044100327344
1131;1.03424076923077;0.615598163410383;0.120601276517134;0.052325488832652;0.184495772420187;0;;0.852910545244535;0.181330223986234
1132;1.04110353846154;0.614313738402917;0.12377080381688;0.052108519187052;0.186635648171214;0;;0.854678660975589;0.18642487748595
1133;1.04777076923077;0.610226248209952;0.124850714537039;0.051468363309348;0.188978272999798;0;;0.850498760819392;0.197272008411378
1134;1.05418569230769;0.605838280874843;0.127550410545262;0.050679316086732;0.192229407865507;0;;0.847502364648095;0.206683327659598
1135;1.06015907692308;0.601245689441277;0.129416387298755;0.054200586757104;0.193442903862795;0;;0.852004888984115;0.208154187938962
1136;1.06613876923077;0.59504194001287;0.131232849070098;0.053058819544632;0.1966968119602;0;;0.845515713079243;0.220623056151527
1137;1.07230138461538;0.585847588037853;0.13342633606319;0.052424105622768;0.199726924054764;0;;0.837464768952899;0.234836615662486
1138;1.07820538461539;0.576684909039379;0.138271811767071;0.051022029869244;0.202577781468901;0;;0.830827961721645;0.24737742289374
1139;1.08323261538462;0.566458682369859;0.140706224249464;0.05085937963494;0.206081099795269;0;;0.82295428831415;0.260278327070466
1140;1.08737676923077;0.557958636609995;0.142046632122284;0.05144325024204;0.209863683972863;0;;0.817096432428587;0.270280336802182
1141;1.09114246153846;0.545178146164741;0.144650915466925;0.050496539827464;0.214012520282659;0;;0.805287232833287;0.285855228705175
1142;1.09446030769231;0.536328030049461;0.145658601200056;0.050527857999888;0.218297234082041;0;;0.797608207369298;0.29685210032301
1143;1.09715369230769;0.524566077693911;0.148276659127978;0.051984074600532;0.223034108926101;0;;0.791638551935751;0.305515140371942
1144;1.09895769230769;0.51309209937509;0.153562821713683;0.051174072777384;0.22847521080496;0;;0.784359348814909;0.314598343492783
1145;1.09994169230769;0.499628554341676;0.154826963059359;0.049010759282088;0.235043452337696;0;;0.767959732271147;0.331981960036545
1146;1.10023184615385;0.488124153910061;0.155131816726355;0.050772799865376;0.243048924165938;0;;0.760314752039803;0.339917094114043
1147;1.10026969230769;0.478731845216973;0.159267280482466;0.050354064510696;0.252364033007787;0;;0.754633982769078;0.345635709538615
1148;1.10037061538462;0.474419726940366;0.16024146031589;0.051060316768452;0.260223710863192;0;;0.752805966824749;0.347564648559866
1149;1.10085;0.468618141578795;0.162148760819226;0.051966937399752;0.267858798087682;0;;0.750915653279448;0.349934346720553
1150;1.10151861538462;0.463783834094891;0.16540109720301;0.05084680692186;0.274578768969583;0;;0.747418654861922;0.354099960522693
1151;1.10243953846154;0.459913054970782;0.168562700431829;0.050591534079528;0.282610738153251;1.843318E-4;;0.74651509360485;0.355924444856689
1152;1.10341723076923;0.455966426173496;0.166979292867374;0.050366880978048;0.289662154111254;3.686636E-4;;0.740377410283704;0.363039820485527
1153;1.10427507692308;0.452635338514371;0.170490424296131;0.051638030926812;0.296470473555763;5.529954E-4;;0.743450867093739;0.360824209829338
1154;1.10487430769231;0.446623294558664;0.174623015584578;0.051961836747132;0.301729372403044;7.373272E-4;;0.742632285195964;0.362242022496344
1155;1.10497523076923;0.443560594315449;0.177205865505105;0.05074924616406;0.306616928486767;9.21659E-4;;0.739985538699185;0.364989692070046
1156;1.10500676923077;0.437643569289371;0.179321809390288;0.050558380427988;0.314743523302339;0.0011059908;;0.736014320474664;0.368992448756105
1157;1.10547984615385;0.434830502725954;0.183738831628527;0.051650002757268;0.321378506206013;0.0012903226;;0.74024322303187;0.365236623121976
1158;1.10664676923077;0.431472743086582;0.18516119688778;0.050685358925196;0.327354984331077;0.00147465436;;0.736520777513532;0.370125991717237
1159;1.10781369230769;0.426400470914238;0.186795182929808;0.051004129046796;0.334477069463418;0.00165898616;;0.733883430230619;0.373930262077074
1160;1.108476;0.42144072238791;0.192507087454082;0.051378599617704;0.342102941261871;0.00184331796;;0.735955717822808;0.372520282177192
1161;1.10875984615385;0.419686201884568;0.196489698849773;0.051394827227688;0.347331980865726;0.00242703532;;0.738614525074694;0.370145321079152
1162;1.10922661538462;0.412553015204599;0.199559771302059;0.050552824861872;0.353302285776456;0.00301075268;;0.733174413360608;0.376052202024008
1163;1.11001507692308;0.40859446785788;0.203849842314791;0.04981621291506;0.358256831932612;0.00359447004;;0.73246172023427;0.377553356688807
1164;1.11067107692308;0.404664467865019;0.207358421225779;0.050269661287272;0.365149515791029;0.0041781874;;0.73329805378792;0.377373023135157
1165;1.11089184615385;0.398541443097699;0.211588819330035;0.049290349211208;0.371937498058259;0.00476190476;;0.729869842783154;0.381022003370692
1166;1.11079092307692;0.395073577944;0.219127183898912;0.050183454943584;0.37865855644792;0.00534562212;;0.736480390119971;0.374310532956952
1167;1.11031153846154;0.387611741105142;0.22555495088331;0.051227596444356;0.383518427724351;0.00592933948;;0.738177379965494;0.372134158496044
1168;1.10939692307692;0.3837910137419;0.22956984567398;0.050094649499112;0.386230244490344;0.00651305684;;0.736507142981502;0.372889780095422
1169;1.10822369230769;0.381647789940882;0.234393303417521;0.050755272705;0.389865431388841;0.0070967742;;0.740990969110156;0.367232723197537
1170;1.10686123076923;0.378981294489786;0.238300446551399;0.051421792071636;0.392059742059782;0.00768049156;;0.743955369839596;0.362905860929635
1171;1.10512030769231;0.373931902367237;0.241030404540781;0.050633297075268;0.390998193695383;0.00852534564;;0.740331941512632;0.364788366179676
1172;1.10249;0.372491403985683;0.245306488528652;0.051493947587676;0.39031670032373;0.00937019968;;0.745316436542552;0.357173563457448
1173;1.09929830769231;0.367934236275882;0.251639427385694;0.052008407984844;0.389270992955421;0.01021505376;;0.748754422369834;0.350543885322474
1174;1.09566507692308;0.365222398089561;0.254236051889502;0.052168881436812;0.38773525644458;0.01105990784;;0.749219818041638;0.34644525888144
1175;1.09171015384615;0.361768327473581;0.258065971221602;0.051853018887972;0.385437745951291;0.01190476192;;0.749346933593287;0.342363220252867
1176;1.08757230769231;0.358426029370693;0.263186623791306;0.052462457475876;0.382226015136058;0.01274961596;;0.752856230492882;0.334716077199426
1177;1.08368046153846;0.355304692200034;0.265289111755577;0.052920096673716;0.379156224361994;0.01359447004;;0.752962908478601;0.330717553059861
1178;1.07979492307692;0.351566231102931;0.267790642901936;0.0533124191745;0.373331569156956;0.01443932412;;0.75276077664406;0.327034146432863
1179;1.07546153846154;0.3499816203093;0.272697600486532;0.052959325758768;0.368045240866818;0.0152841782;;0.755867632362021;0.319593906099518
1180;1.07062353846154;0.347263530877608;0.275442503419171;0.052758924790176;0.364060331722313;0.01612903224;;0.755768134219048;0.31485540424249
1181;1.06597476923077;0.343430592379605;0.276661650925773;0.052708065177888;0.358837519505394;0.01675883256;;0.753174538753731;0.312800230477039
1182;1.06189369230769;0.339682295252176;0.278878165942351;0.05273795389212;0.352990715237811;0.01738863288;;0.751924185573003;0.30996950673469
1183;1.05800184615385;0.336705154089401;0.280125713669359;0.05274873978246;0.346314165435249;0.01801843316;;0.750340918690617;0.30766092746323
1184;1.05404692307692;0.334673995386805;0.281028626434151;0.052745182434504;0.340001543122904;0.01864823348;;0.749295849333379;0.304751073743545
1185;1.05002261538462;0.331624589335809;0.282126512930772;0.0530865803691;0.334932544162201;0.0192780338;;0.748136914297858;0.301885701086758
1186;1.04600461538462;0.329510288455112;0.283612167755456;0.05220346478274;0.330188362390004;0.01990783412;;0.745890602551593;0.300114012833022
1187;1.04192353846154;0.325933276065506;0.282671015506303;0.052647183060732;0.324801207877634;0.0205376344;;0.742165759243903;0.299757779217635
1188;1.03808846153846;0.322813773085228;0.284335476614833;0.05209477683138;0.318363786228138;0.02116743472;;0.739772351024305;0.298316110514157
1189;1.03520584615385;0.320738687858748;0.285946752651982;0.052909148280528;0.314152674455668;0.02179723504;;0.741098412336984;0.294107433816862
1190;1.03282153846154;0.317079701173658;0.287287586051724;0.053156624056704;0.308944385276246;0.02242703532;;0.739409293943962;0.293412244517577
1191;1.03037415384615;0.315071380108278;0.289078093899641;0.053520633506772;0.303570371386076;0.02331797236;;0.740098550411427;0.290275603434727
1192;1.02780061538462;0.312053647033825;0.292162579547472;0.052324286831208;0.2982138396032;0.02420890936;;0.73808105819846;0.289719557186156
1193;1.02529015384615;0.309002407407121;0.291788692667243;0.053221648343112;0.295782479182076;0.0250998464;;0.736413266027313;0.288876887818841
1194;1.02296892307692;0.305181512852263;0.293112826227527;0.051988298021208;0.29124349482836;0.0259907834;;0.731582217744959;0.291386705331964
1195;1.02052153846154;0.302693303287935;0.294193534569254;0.053327168669916;0.286468475374417;0.02688172044;;0.732960528653946;0.287561009807592
1196;1.017948;0.30100179619847;0.296335325513311;0.052956694062936;0.281322001335392;0.02777265744;;0.732884042388985;0.285063957611016
1197;1.01543753846154;0.297548391890257;0.297976278995394;0.052538170103676;0.276671487035293;0.02866359448;;0.730398638992542;0.285038899468997
1198;1.01305323076923;0.294105031987215;0.300530994569371;0.051445021003452;0.273468068817666;0.02955453148;;0.727579168020427;0.285474062748804
1199;1.01123030769231;0.291622490341624;0.300851536725153;0.052945843218696;0.269512483129266;0.03044546852;;0.728450867176684;0.282779440515624
1200;1.01023369230769;0.288385213160958;0.300855791994373;0.051495182184168;0.264741139735449;0.03133640552;;0.722316948723104;0.287916743584589
1201;1.01011384615385;0.286714209787504;0.302452867921319;0.052952535832356;0.260420386380829;0.031827957;;0.725317436165666;0.28479640998818
1202;1.01030938461538;0.284145150783052;0.305546341779262;0.053048472270264;0.255773557411035;0.03231950844;;0.726343071280768;0.283966313334617
1203;1.01051123076923;0.282462978763739;0.307361261095984;0.052352177563476;0.251970657348602;0.03281105992;;0.725264721096273;0.285246509672958
1204;1.01070676923077;0.279224868083691;0.308336345415528;0.052029963704196;0.247704515047279;0.03330261136;;0.722454775449163;0.288251993781606
1205;1.01121769230769;0.276334910587543;0.308726559396807;0.052061363128044;0.243840463965797;0.03379416284;;0.720056852180119;0.291160840127574
1206;1.01223323076923;0.273390818044098;0.309230748285642;0.052230786991236;0.239781446266059;0.03428571428;;0.718006215140777;0.294227015628454
1207;1.01369030769231;0.272076511223217;0.309947727673466;0.052620624237708;0.234750893775412;0.03477726576;;0.718260260139446;0.295430047552862
1208;1.01546276923077;0.267984895331242;0.313239153951694;0.052692763456224;0.232196327328986;0.0352688172;;0.717933491590553;0.297529277640216
1209;1.01767676923077;0.267669415200209;0.313779401901768;0.051875711654868;0.228525558590291;0.03576036868;;0.71657818060189;0.30109858862888
1210;1.02020615384615;0.263575548982836;0.312756345698458;0.052722359759808;0.225065178859465;0.03625192012;;0.713052248770756;0.307153905075398
1211;1.02310769230769;0.260346565612769;0.313928743826022;0.051753476209536;0.222689858547519;0.0365284178;;0.709175136240465;0.313932556067228
1212;1.02595246153846;0.25959470552763;0.313237452487768;0.0535288691889;0.218177605186685;0.03680491552;;0.711213641641975;0.314738819896487
1213;1.02872784615385;0.257464526360757;0.312961956959575;0.053830615719996;0.215933494684842;0.0370814132;;0.709383910456281;0.319343935697566
1214;1.03150953846154;0.25575480706391;0.314586157169923;0.053500572199512;0.212060251932154;0.03735791092;;0.70880072434985;0.322708814111689
1215;1.03460030769231;0.252979790116119;0.316452027058864;0.053151101085636;0.209703484143371;0.0376344086;;0.707379222052142;0.327221085640166
