# Absorption coefficients
# HITRAN. Molecule CO2. Isotopologue(s): 626.
# Wavenumber range: 2200-2500 cm-1, T: 296 K, P: 1 atm, step: 0.01002 cm-1, Profile: Voigt, Wing: 50 HW, Scut: 1e-28 cm/mol
# KNa, Ka and thier units definition in Eqs(2)-(3) of  http://hitran.iao.ru/home.sim-theory.sp-functions.
# WN,cm-1           KNa,cm-1       Ka,cm**2/molecule (FORMAT F12.6,3X,E17.10,3X,E17.10)

 2200.001220    7.7020838660E-06    3.1064657971E-25
 2200.011240    7.7056150590E-06    3.1078900260E-25
 2200.021260    7.7267636471E-06    3.1164198429E-25
 2200.031280    7.7654638065E-06    3.1320286994E-25
 2200.041300    7.8220014048E-06    3.1548318937E-25
 2200.051320    7.8969728825E-06    3.1850699871E-25
 2200.061340    7.9911992462E-06    3.2230741145E-25
 2200.071360    8.1057529067E-06    3.2692768090E-25
 2200.081380    8.2419132285E-06    3.3241940743E-25
 2200.091400    8.4007958189E-06    3.3882758658E-25
 2200.101420    8.5831129475E-06    3.4618094619E-25
 2200.111440    8.7885315107E-06    3.5446605126E-25
 2200.121460    9.0147451406E-06    3.6358987952E-25
 2200.131480    9.2564053952E-06    3.7333671334E-25
 2200.141500    9.5040443594E-06    3.8332468524E-25
 2200.151520    9.7441495960E-06    3.9300880084E-25
 2200.161540    9.9611821137E-06    4.0176232917E-25
 2200.171560    1.0141668624E-05    4.0904185484E-25
 2200.181580    1.0279981358E-05    4.1462039414E-25
 2200.191600    1.0380079405E-05    4.1865762831E-25
 2200.201620    1.0454634372E-05    4.2166463859E-25
 2200.211640    1.0520197383E-05    4.2430897815E-25
 2200.221660    1.0592400288E-05    4.2722112323E-25
 2200.231680    1.0682387186E-05    4.3085054644E-25
 2200.241700    1.0799546809E-05    4.3557592167E-25
 2200.251720    1.0947415089E-05    4.4153986289E-25
 2200.261740    1.1128096517E-05    4.4882725011E-25
 2200.271760    1.1342466115E-05    4.5747337542E-25
 2200.281780    1.1590893166E-05    4.6749313308E-25
 2200.291800    1.1873696571E-05    4.7889938521E-25
 2200.301820    1.2191409667E-05    4.9171364278E-25
 2200.311840    1.2544926534E-05    5.0597196660E-25
 2200.321860    1.2935578689E-05    5.2172806037E-25
 2200.331880    1.3365166289E-05    5.3905452953E-25
 2200.341900    1.3835960023E-05    5.5804295734E-25
 2200.351920    1.4350567855E-05    5.7879853020E-25
 2200.361940    1.4911902889E-05    6.0143874176E-25
 2200.371960    1.5522617588E-05    6.2607057332E-25
 2200.381980    1.6184979635E-05    6.5278548685E-25
 2200.392000    1.6900156185E-05    6.8163055696E-25
 2200.402020    1.7667901090E-05    7.1259585584E-25
 2200.412040    1.8486405143E-05    7.4560841310E-25
 2200.422060    1.9354722185E-05    7.8063006748E-25
 2200.432080    2.0272910151E-05    8.1766315566E-25
 2200.442100    2.1246030199E-05    8.5691180836E-25
 2200.452120    2.2285066034E-05    8.9881902905E-25
 2200.462140    2.3406287082E-05    9.4404100918E-25
 2200.472160    2.4629052930E-05    9.9335857505E-25
 2200.482180    2.5973821530E-05    1.0475968531E-24
 2200.492200    2.7461129534E-05    1.1075841439E-24
 2200.502220    2.9111780398E-05    1.1741595089E-24
 2200.512240    3.0947682958E-05    1.2482065929E-24
 2200.522260    3.2997315810E-05    1.3308740173E-24
 2200.532280    3.5279163572E-05    1.4229073183E-24
 2200.542300    3.7829112170E-05    1.5257538756E-24
 2200.552320    4.0683839942E-05    1.6408930294E-24
 2200.562340    4.3886204483E-05    1.7700533461E-24
 2200.572360    4.7486291447E-05    1.9152549203E-24
 2200.582380    5.1542573022E-05    2.0788560988E-24
 2200.592400    5.6122812244E-05    2.2635899544E-24
 2200.602420    6.1305417818E-05    2.4726189294E-24
 2200.612440    6.7179970068E-05    2.7095560487E-24
 2200.622460    7.3847366803E-05    2.9784708031E-24
 2200.632480    8.1418665203E-05    3.2838424392E-24
 2200.642500    9.0011704247E-05    3.6304237326E-24
 2200.652520    9.9744009918E-05    4.0229548349E-24
 2200.662540    1.1071979552E-04    4.4656389600E-24
 2200.672560    1.2300813273E-04    4.9612619615E-24
 2200.682580    1.3660897089E-04    5.5098217968E-24
 2200.692600    1.5140450493E-04    6.1065670573E-24
 2200.702620    1.6709719704E-04    6.7394972116E-24
 2200.712640    1.8314198131E-04    7.3866282273E-24
 2200.722660    1.9870354099E-04    8.0142694443E-24
 2200.732680    2.1266258541E-04    8.5772767396E-24
 2200.742700    2.2373214030E-04    9.0237428422E-24
 2200.752720    2.3068781050E-04    9.3042844716E-24
 2200.762740    2.3266828726E-04    9.3841626373E-24
 2200.772760    2.2942763781E-04    9.2534581832E-24
 2200.782780    2.2141306536E-04    8.9302080650E-24
 2200.792800    2.0962449975E-04    8.4547422496E-24
 2200.802820    1.9533545531E-04    7.8784251308E-24
 2200.812840    1.7979822603E-04    7.2517652269E-24
 2200.822860    1.6404818655E-04    6.6165220927E-24
 2200.832880    1.4882402790E-04    6.0024892029E-24
 2200.842900    1.3457988376E-04    5.4279830387E-24
 2200.852920    1.2154590782E-04    4.9022863423E-24
 2200.862940    1.0979870519E-04    4.4284888114E-24
 2200.872960    9.9321272933E-05    4.0059046702E-24
 2200.882980    9.0044187201E-05    3.6317338610E-24
 2200.893000    8.1870589314E-05    3.3020698024E-24
 2200.903020    7.4690701291E-05    3.0124848412E-24
 2200.913040    6.8391398965E-05    2.7584163636E-24
 2200.923060    6.2863193508E-05    2.5354483790E-24
 2200.933080    5.8005817772E-05    2.3395368328E-24
 2200.943100    5.3732235049E-05    2.1671712914E-24
 2200.953120    4.9970205347E-05    2.0154381137E-24
 2200.963140    4.6661049464E-05    1.8819706035E-24
 2200.973160    4.3756566593E-05    1.7648246875E-24
 2200.983180    4.1215901332E-05    1.6623525530E-24
 2200.993200    3.9003300518E-05    1.5731121751E-24
 2201.003220    3.7086988938E-05    1.4958219705E-24
