,wavenumber,experimental,CO2 v3b phase I,13CO2 v3b phase I,v3a,CO2 gas,linear baseline,residue,CO2 gas experimental
1015,1578.52,1.75942,0.0,0.0,0.0,8.36643e-201,-2.56639,4.32581,0.0875237
1016,1579.48,1.73042,0.0,0.0,0.0,2.83851e-200,-2.56218,4.2926,0.060387
1017,1580.44,1.74192,0.0,0.0,0.0,9.61459e-200,-2.55798,4.2999,0.0538187
1018,1581.41,1.74783,0.0,0.0,0.0,3.25132e-199,-2.55377,4.3016,0.0518719
1019,1582.37,1.75637,0.0,0.0,0.0,1.09907e-198,-2.54956,4.30593,0.0520606
1020,1583.34,1.76247,0.0,0.0,0.0,3.70454e-198,-2.54535,4.30783,0.0511566
1021,1584.3,1.76688,0.0,0.0,0.0,1.24661e-197,-2.54115,4.30803,0.049179
1022,1585.27,1.7714,0.0,0.0,0.0,4.1881e-197,-2.53694,4.30834,0.0481655
1023,1586.23,1.77262,0.0,0.0,0.0,1.40649e-196,-2.53273,4.30535,0.0482313
1024,1587.19,1.7714,0.0,0.0,0.0,4.70979e-196,-2.52852,4.29993,0.0481336
1025,1588.16,1.78362,0.0,0.0,0.0,1.57455e-195,-2.52432,4.30794,0.0489977
1026,1589.12,1.78501,0.0,0.0,0.0,5.26188e-195,-2.52011,4.30512,0.0552529
1027,1590.09,1.79886,0.0,0.0,0.0,1.75337e-194,-2.5159,4.31476,0.0600307
1028,1591.05,1.79966,0.0,0.0,0.0,5.83303e-194,-2.51169,4.31135,0.0585563
1029,1592.02,1.80811,0.0,0.0,0.0,1.93734e-193,-2.50749,4.31559,0.0568093
1030,1592.98,1.80005,0.0,0.0,0.0,6.43198e-193,-2.50328,4.30333,0.0553234
1031,1593.94,1.80723,0.0,0.0,0.0,2.12928e-192,-2.49907,4.3063,0.0726085
1032,1594.91,1.82746,0.0,0.0,0.0,7.03739e-192,-2.49486,4.32232,0.0804716
1033,1595.87,1.836,0.0,0.0,0.0,2.32209e-191,-2.49066,4.32666,0.068884
1034,1596.84,1.84293,0.0,0.0,0.0,7.65901e-191,-2.48645,4.32938,0.059824
1035,1597.8,1.85103,0.0,0.0,0.0,2.51894e-190,-2.48224,4.33327,0.0501283
1036,1598.77,1.85743,0.0,0.0,0.0,8.27091e-190,-2.47803,4.33546,0.0479905
1037,1599.73,1.86344,0.0,0.0,0.0,2.71464e-189,-2.47382,4.33726,0.0498039
1038,1600.69,1.8648,0.0,0.0,0.0,8.88435e-189,-2.46962,4.33442,0.0597634
1039,1601.66,1.87491,0.0,0.0,0.0,2.90287e-188,-2.46541,4.34032,0.0660738
1040,1602.62,1.87077,0.0,0.0,0.0,9.46935e-188,-2.4612,4.33198,0.0744299
1041,1603.59,1.89231,0.0,0.0,0.0,3.08769e-187,-2.45699,4.3493,0.0752861
1042,1604.55,1.8957,0.0,0.0,0.0,1.00393e-186,-2.45279,4.34849,0.0570156
1043,1605.52,1.89476,0.0,0.0,0.0,3.25884e-186,-2.44858,4.34334,0.0533
1044,1606.48,1.89094,0.0,0.0,0.0,1.05612e-185,-2.44437,4.33532,0.0727666
1045,1607.44,1.91219,0.0,0.0,0.0,3.4212e-185,-2.44016,4.35235,0.0827982
1046,1608.41,1.90889,0.0,0.0,0.0,1.10511e-184,-2.43595,4.34484,0.0809184
1047,1609.37,1.91669,0.0,0.0,0.0,3.56387e-184,-2.43175,4.34844,0.100201
1048,1610.34,1.94032,0.0,0.0,0.0,1.14883e-183,-2.42754,4.36786,0.0807511
1049,1611.3,1.93255,0.0,0.0,0.0,3.69274e-183,-2.42333,4.35588,0.0559592
1050,1612.27,1.94091,0.0,0.0,0.0,1.18504e-182,-2.41912,4.36004,0.054062
1051,1613.23,1.94655,0.0,0.0,0.0,3.7967e-182,-2.41492,4.36147,0.0571452
1052,1614.19,1.93066,0.0,0.0,0.0,1.21589e-181,-2.41071,4.34137,0.0668196
1053,1615.16,1.83713,0.0,0.0,0.0,3.88279e-181,-2.4065,4.24363,0.108857
1054,1616.12,1.70878,0.0,0.0,0.0,1.2379e-180,-2.40229,4.11107,0.236728
1055,1617.09,2.06348,0.0,0.0,0.0,3.9449e-180,-2.39808,4.46157,0.296583
1056,1618.05,2.12239,0.0,0.0,0.0,1.25359e-179,-2.39388,4.51626,0.150325
1057,1619.02,2.00248,0.0,0.0,0.0,3.97708e-179,-2.38967,4.39215,0.0796571
1058,1619.98,1.97794,0.0,0.0,0.0,1.25968e-178,-2.38546,4.36341,0.0674399
1059,1620.94,1.96778,0.0,0.0,0.0,3.98811e-178,-2.38125,4.34903,0.0722279
1060,1621.91,1.93291,0.0,0.0,0.0,1.25905e-177,-2.37705,4.30996,0.107179
1061,1622.87,1.86589,0.0,0.0,0.0,3.96834e-177,-2.37284,4.23873,0.207026
1062,1623.84,2.03129,0.0,0.0,0.0,1.24871e-176,-2.36863,4.39993,0.229251
1063,1624.8,2.0862,0.0,0.0,0.0,3.92756e-176,-2.36442,4.45062,0.117492
1064,1625.77,2.01646,0.0,0.0,0.0,1.23184e-175,-2.36022,4.37668,0.0706637
1065,1626.73,1.93496,0.0,0.0,0.0,3.85725e-175,-2.35601,4.29097,0.098683
1066,1627.69,1.9936,0.0,0.0,0.0,1.20584e-174,-2.3518,4.34541,0.16743
1067,1628.66,2.06925,0.0,0.0,0.0,3.76793e-174,-2.34759,4.41685,0.129141
1068,1629.62,2.02618,0.0,0.0,0.0,1.17407e-173,-2.34339,4.36956,0.0679305
1069,1630.59,2.01904,0.0,0.0,0.0,3.65234e-173,-2.33918,4.35822,0.0556565
1070,1631.55,2.01251,0.0,0.0,0.0,1.13567e-172,-2.33497,4.34747,0.0566925
1071,1632.52,2.01552,0.0,0.0,0.0,3.52134e-172,-2.33076,4.34628,0.0628935
1072,1633.48,1.93932,0.0,0.0,0.0,1.09007e-171,-2.32656,4.26587,0.0924035
1073,1634.44,1.69896,0.0,0.0,0.0,3.36892e-171,-2.32235,4.02131,0.214729
1074,1635.41,1.88177,0.0,0.0,0.0,1.04069e-170,-2.31814,4.19991,0.419999
1075,1636.37,2.23991,0.0,0.0,0.0,3.20581e-170,-2.31393,4.55385,0.316105
1076,1637.34,2.10941,0.0,0.0,0.0,9.85919e-170,-2.30972,4.41913,0.230153
1077,1638.3,2.09845,0.0,0.0,0.0,3.03067e-169,-2.30551,4.40397,0.14908
1078,1639.27,2.06074,0.0,0.0,0.0,9.29011e-169,-2.30131,4.36205,0.0848993
1079,1640.23,2.03728,0.0,0.0,0.0,2.8431e-168,-2.2971,4.33438,0.0778321
1080,1641.19,2.02416,0.0,0.0,0.0,8.68666e-168,-2.29289,4.31706,0.0724581
1081,1642.16,2.03161,0.0,0.0,0.0,2.6528e-167,-2.28868,4.3203,0.0739263
1082,1643.12,2.02311,0.0,0.0,0.0,8.07873e-167,-2.28448,4.30759,0.072907
1083,1644.09,1.99679,0.0,0.0,0.0,2.45624e-166,-2.28027,4.27706,0.0838685
1084,1645.05,1.79035,0.0,0.0,0.0,7.45571e-166,-2.27606,4.06642,0.160761
1085,1646.02,1.91612,0.0,0.0,0.0,2.26201e-165,-2.27185,4.18797,0.317209
1086,1646.98,2.0863,0.0,0.0,0.0,6.84369e-165,-2.26765,4.35395,0.36654
1087,1647.94,2.08594,0.0,0.0,0.0,2.06717e-164,-2.26344,4.34938,0.328973
1088,1648.91,2.12455,0.0,0.0,0.0,6.24089e-164,-2.25923,4.38378,0.193399
1089,1649.87,2.03783,0.0,0.0,0.0,1.87893e-163,-2.25502,4.29285,0.111024
1090,1650.84,1.91515,0.0,0.0,0.0,5.64758e-163,-2.25082,4.16597,0.131287
1091,1651.8,1.4963,0.0,0.0,0.0,1.69474e-162,-2.24661,3.74291,0.264134
1092,1652.77,1.69164,0.0,0.0,0.0,5.08311e-162,-2.2424,3.93404,0.62269
1093,1653.73,2.35279,0.0,0.0,0.0,1.52037e-161,-2.23819,4.59098,0.642513
1094,1654.69,2.27498,0.0,0.0,0.0,4.54003e-161,-2.23399,4.50896,0.343898
1095,1655.66,2.16903,0.0,0.0,0.0,1.3535e-160,-2.22978,4.39881,0.15694
1096,1656.62,2.02956,0.0,0.0,0.0,4.03308e-160,-2.22557,4.25513,0.0913331
1097,1657.59,2.03181,0.0,0.0,0.0,1.19843e-159,-2.22136,4.25318,0.0720678
1098,1658.55,2.0276,0.0,0.0,0.0,3.55533e-159,-2.21716,4.24475,0.0609515
1099,1659.52,2.03321,0.0,0.0,0.0,1.0542e-158,-2.21294,4.24616,0.0585792
1100,1660.48,2.00659,0.0,0.0,0.0,3.11723e-158,-2.20874,4.21532,0.0702101
1101,1661.44,1.91598,0.0,0.0,0.0,9.20244e-158,-2.20453,4.12051,0.112369
1102,1662.41,1.91094,0.0,0.0,0.0,2.71223e-157,-2.20033,4.11126,0.199127
1103,1663.37,2.13132,0.0,0.0,0.0,7.9896e-157,-2.19611,4.32743,0.18494
1104,1664.34,2.09304,0.0,0.0,0.0,2.34707e-156,-2.19191,4.28495,0.0903004
1105,1665.3,2.02611,0.0,0.0,0.0,6.88362e-156,-2.1877,4.21381,0.0610533
1106,1666.27,2.01684,0.0,0.0,0.0,2.01781e-155,-2.18349,4.20033,0.0593598
1107,1667.23,1.97559,0.0,0.0,0.0,5.89861e-155,-2.17928,4.15488,0.0872111
1108,1668.19,1.81959,0.0,0.0,0.0,1.7215e-154,-2.17508,3.99467,0.183636
1109,1669.16,1.91639,0.0,0.0,0.0,5.01598e-154,-2.17087,4.08727,0.30526
1110,1670.12,2.10642,0.0,0.0,0.0,1.46074e-153,-2.16666,4.27308,0.235825
1111,1671.09,2.0277,0.0,0.0,0.0,4.24228e-153,-2.16245,4.19015,0.201267
1112,1672.05,2.07642,0.0,0.0,0.0,1.23003e-152,-2.15825,4.23466,0.168844
1113,1673.02,2.05905,0.0,0.0,0.0,3.56057e-152,-2.15404,4.21309,0.100318
1114,1673.98,1.85549,0.0,0.0,0.0,1.03013e-151,-2.14983,4.00532,0.119177
1115,1674.94,1.88695,0.0,0.0,0.0,2.97217e-151,-2.14562,4.03257,0.252249
1116,1675.91,2.16149,0.0,0.0,0.0,8.56142e-151,-2.14142,4.30291,0.237578
1117,1676.87,2.09678,0.0,0.0,0.0,2.46211e-150,-2.13721,4.23399,0.108109
1118,1677.84,2.01593,0.0,0.0,0.0,7.07674e-150,-2.133,4.14893,0.0699587
1119,1678.8,1.96664,0.0,0.0,0.0,2.02849e-149,-2.12879,4.09543,0.0869535
1120,1679.77,1.96437,0.0,0.0,0.0,5.80499e-149,-2.12459,4.08896,0.153441
1121,1680.73,2.03799,0.0,0.0,0.0,1.66032e-148,-2.12038,4.15836,0.161547
1122,1681.69,1.94635,0.0,0.0,0.0,4.73587e-148,-2.11617,4.06252,0.127112
1123,1682.66,1.83746,0.0,0.0,0.0,1.34864e-147,-2.11196,3.94942,0.216512
1124,1683.62,1.71391,0.0,0.0,0.0,3.83427e-147,-2.10776,3.82167,0.470863
1125,1684.59,1.94555,0.0,0.0,0.0,1.0895e-146,-2.10354,4.0491,0.565834
1126,1685.55,2.34627,0.0,0.0,0.0,3.08739e-146,-2.09934,4.44561,0.284738
1127,1686.52,2.16739,0.0,0.0,0.0,8.73465e-146,-2.09513,4.26252,0.13606
1128,1687.48,1.99562,0.0,0.0,0.0,2.46711e-145,-2.09093,4.08654,0.11945
1129,1688.44,2.00083,0.0,0.0,0.0,6.96446e-145,-2.08671,4.08755,0.144979
1130,1689.41,2.00828,0.0,0.0,0.0,1.96069e-144,-2.08251,4.09079,0.142552
1131,1690.37,2.03475,0.0,0.0,0.0,5.51085e-144,-2.0783,4.11305,0.130299
1132,1691.34,2.04435,0.0,0.0,0.0,1.54804e-143,-2.07409,4.11844,0.0856998
1133,1692.3,2.00553,0.0,0.0,0.0,4.33682e-143,-2.06988,4.07542,0.0663893
1134,1693.27,2.00017,0.0,0.0,0.0,1.21297e-142,-2.06568,4.06585,0.0746288
1135,1694.23,1.87705,0.0,0.0,0.0,3.38701e-142,-2.06147,3.93852,0.118784
1136,1695.19,1.67011,0.0,0.0,0.0,9.45225e-142,-2.05726,3.72737,0.261567
1137,1696.16,2.08007,0.0,0.0,0.0,2.63076e-141,-2.05305,4.13312,0.379595
1138,1697.12,2.18118,0.0,0.0,0.0,7.30997e-141,-2.04885,4.23002,0.252146
1139,1698.09,1.99101,0.0,0.0,0.0,2.03001e-140,-2.04464,4.03564,0.187297
1140,1699.05,1.57897,0.0,0.0,0.0,5.62228e-140,-2.04043,3.6194,0.23986
1141,1700.02,1.62011,0.0,0.0,0.0,1.55459e-139,-2.03622,3.65633,0.516969
1142,1700.98,2.31299,0.0,0.0,0.0,4.29147e-139,-2.03202,4.345,0.428267
1143,1701.94,2.17197,0.0,0.0,0.0,1.18398e-138,-2.02781,4.19977,0.187054
1144,1702.91,1.99448,0.0,0.0,0.0,3.25772e-138,-2.0236,4.01808,0.115389
1145,1703.87,1.89671,0.0,0.0,0.0,8.94897e-138,-2.01939,3.9161,0.158731
1146,1704.84,1.95622,0.0,0.0,0.0,2.45427e-137,-2.01519,3.9714,0.199748
1147,1705.8,1.92634,0.0,0.0,0.0,6.72687e-137,-2.01098,3.93732,0.212917
1148,1706.77,1.99566,0.0,0.0,0.0,1.83882e-136,-2.00677,4.00243,0.206456
1149,1707.73,2.03476,0.0,0.0,0.0,5.0183e-136,-2.00256,4.03732,0.113145
1150,1708.69,1.94009,0.0,0.0,0.0,1.36729e-135,-1.99836,3.93845,0.0702991
1151,1709.66,1.9275,0.0,0.0,0.0,3.72312e-135,-1.99415,3.92165,0.0941641
1152,1710.62,1.95472,0.0,0.0,0.0,1.01109e-134,-1.98994,3.94466,0.101633
1153,1711.59,1.95407,0.0,0.0,0.0,2.74135e-134,-1.98573,3.9398,0.0706667
1154,1712.55,1.8915,0.0,0.0,0.0,7.42806e-134,-1.98152,3.87302,0.0774419
1155,1713.52,1.85101,0.0,0.0,0.0,2.00737e-133,-1.97731,3.82832,0.135614
1156,1714.48,1.81627,0.0,0.0,0.0,5.41586e-133,-1.97311,3.78938,0.226676
1157,1715.44,1.92427,0.0,0.0,0.0,1.45881e-132,-1.9689,3.89317,0.236418
1158,1716.41,1.79523,0.0,0.0,0.0,3.92701e-132,-1.96469,3.75992,0.219885
1159,1717.37,1.77842,0.0,0.0,0.0,1.05432e-131,-1.96048,3.73891,0.338127
1160,1718.34,2.0072,0.0,0.0,0.0,2.82597e-131,-1.95628,3.96348,0.386229
1161,1719.3,2.03152,0.0,0.0,0.0,7.57004e-131,-1.95207,3.98358,0.202811
1162,1720.27,1.94556,0.0,0.0,0.0,2.02243e-130,-1.94786,3.89343,0.0885878
1163,1721.23,1.86327,0.0,0.0,0.0,5.39435e-130,-1.94365,3.80692,0.0627724
1164,1722.19,1.83427,0.0,0.0,0.0,1.43646e-129,-1.93945,3.77372,0.0682143
1165,1723.16,1.82354,0.0,0.0,0.0,3.82276e-129,-1.93524,3.75877,0.0919975
1166,1724.12,1.84911,0.0,0.0,0.0,1.01464e-128,-1.93103,3.78014,0.0847537
1167,1725.09,1.83234,0.0,0.0,0.0,2.68864e-128,-1.92682,3.75916,0.0558689
1168,1726.05,1.81174,0.0,0.0,0.0,7.11285e-128,-1.92262,3.73436,0.0513933
1169,1727.02,1.79477,0.0,0.0,0.0,1.88054e-127,-1.91841,3.71318,0.052521
1170,1727.98,1.77481,0.0,0.0,0.0,4.95874e-127,-1.9142,3.68901,0.0549644
1171,1728.94,1.69824,0.0,0.0,0.0,1.30542e-126,-1.90999,3.60824,0.0930312
1172,1729.91,1.72542,0.0,0.0,0.0,3.43442e-126,-1.90578,3.6312,0.16738
1173,1730.87,1.77961,0.0,0.0,0.0,9.01178e-126,-1.90158,3.68118,0.137583
1174,1731.84,1.68479,0.0,0.0,0.0,2.36079e-125,-1.89737,3.58216,0.113261
1175,1732.8,1.47527,0.0,0.0,0.0,6.17438e-125,-1.89316,3.36843,0.201142
1176,1733.77,1.5168,0.0,0.0,0.0,1.6138e-124,-1.88895,3.40575,0.389977
1177,1734.73,1.85602,0.0,0.0,0.0,4.20692e-124,-1.88475,3.74077,0.352752
1178,1735.69,1.86757,0.0,0.0,0.0,1.09488e-123,-1.88054,3.74811,0.162333
1179,1736.66,1.70542,0.0,0.0,0.0,2.84486e-123,-1.87633,3.58176,0.0886601
1180,1737.62,1.63124,0.0,0.0,0.0,7.38707e-123,-1.87212,3.50336,0.0861002
1181,1738.59,1.54485,0.0,0.0,0.0,1.91312e-122,-1.86792,3.41276,0.117955
1182,1739.55,1.52667,0.0,0.0,0.0,4.94656e-122,-1.86371,3.39038,0.211603
1183,1740.52,1.69545,0.0,0.0,0.0,1.27814e-121,-1.8595,3.55494,0.178053
1184,1741.48,1.64148,0.0,0.0,0.0,3.29396e-121,-1.85529,3.49677,0.0909576
1185,1742.44,1.49865,0.0,0.0,0.0,8.47512e-121,-1.85108,3.34974,0.116108
1186,1743.41,1.53024,0.0,0.0,0.0,2.17702e-120,-1.84688,3.37712,0.172113
1187,1744.37,1.53893,0.0,0.0,0.0,5.58848e-120,-1.84267,3.38159,0.133975
1188,1745.34,1.50276,0.0,0.0,0.0,1.43083e-119,-1.83846,3.34122,0.103881
1189,1746.3,1.44917,0.0,0.0,0.0,3.65741e-119,-1.83425,3.28342,0.127926
1190,1747.27,1.43342,0.0,0.0,0.0,9.34265e-119,-1.83004,3.26346,0.171811
1191,1748.23,1.40714,0.0,0.0,0.0,2.38031e-118,-1.82584,3.23297,0.215114
1192,1749.19,1.44064,0.0,0.0,0.0,6.0546e-118,-1.82163,3.26227,0.207281
1193,1750.16,1.33573,0.0,0.0,0.0,1.53754e-117,-1.81742,3.15315,0.175624
1194,1751.12,1.35903,0.0,0.0,0.0,3.9019e-117,-1.81321,3.17224,0.226377
1195,1752.09,1.51762,0.0,0.0,0.0,9.87635e-117,-1.80901,3.32663,0.16595
1196,1753.05,1.4165,0.0,0.0,0.0,2.49578e-116,-1.8048,3.2213,0.0807299
1197,1754.01,1.34683,0.0,0.0,0.0,6.29657e-116,-1.80059,3.14743,0.0556458
1198,1754.98,1.3154,0.0,0.0,0.0,1.58748e-115,-1.79638,3.11178,0.0552177
1199,1755.94,1.22424,0.0,0.0,0.0,3.99195e-115,-1.79218,3.01641,0.0995622
1200,1756.91,1.28158,0.0,0.0,0.0,1.00219e-114,-1.78797,3.06955,0.150609
1201,1757.87,1.34009,0.0,0.0,0.0,2.51192e-114,-1.78376,3.12385,0.106815
1202,1758.84,1.28482,0.0,0.0,0.0,6.29165e-114,-1.77955,3.06437,0.068613
1203,1759.8,1.24069,0.0,0.0,0.0,1.5718e-113,-1.77535,3.01603,0.0616055
1204,1760.76,1.10235,0.0,0.0,0.0,3.92032e-113,-1.77114,2.87349,0.103882
1205,1761.73,1.1634,0.0,0.0,0.0,9.77112e-113,-1.76693,2.93033,0.187457
1206,1762.69,1.31443,0.0,0.0,0.0,2.4291e-112,-1.76272,3.07715,0.133983
1207,1763.66,1.24571,0.0,0.0,0.0,6.02887e-112,-1.75852,3.00422,0.064727
1208,1764.62,1.17605,0.0,0.0,0.0,1.49388e-111,-1.75431,2.93035,0.0506685
1209,1765.59,1.17356,0.0,0.0,0.0,3.69907e-111,-1.7501,2.92366,0.049207
1210,1766.55,1.10806,0.0,0.0,0.0,9.1359e-111,-1.74589,2.85395,0.0594413
1211,1767.51,1.03692,0.0,0.0,0.0,2.25268e-110,-1.74169,2.7786,0.115917
1212,1768.48,1.1528,0.0,0.0,0.0,5.55061e-110,-1.73747,2.89027,0.148995
1213,1769.44,1.14761,0.0,0.0,0.0,1.36416e-109,-1.73327,2.88088,0.0947239
1214,1770.41,1.0331,0.0,0.0,0.0,3.3472e-109,-1.72906,2.76216,0.123529
1215,1771.37,0.944543,0.0,0.0,0.0,8.19948e-109,-1.72485,2.6694,0.235716
1216,1772.34,1.00463,0.0,0.0,0.0,2.00716e-108,-1.72064,2.72528,0.301416
1217,1773.3,1.24266,0.0,0.0,0.0,4.90078e-108,-1.71644,2.9591,0.206548
1218,1774.26,1.10249,0.0,0.0,0.0,1.19464e-107,-1.71223,2.81472,0.107537
1219,1775.23,1.03625,0.0,0.0,0.0,2.90736e-107,-1.70802,2.74428,0.107837
1220,1776.19,1.05438,0.0,0.0,0.0,7.07048e-107,-1.70381,2.7582,0.0994411
1221,1777.16,1.0508,0.0,0.0,0.0,1.71509e-106,-1.69961,2.75041,0.0591233
1222,1778.12,1.00136,0.0,0.0,0.0,4.15353e-106,-1.6954,2.69676,0.0561732
1223,1779.09,0.993629,0.0,0.0,0.0,1.00515e-105,-1.69119,2.68482,0.0738311
1224,1780.05,0.951456,0.0,0.0,0.0,2.42627e-105,-1.68698,2.63844,0.114221
1225,1781.01,1.00612,0.0,0.0,0.0,5.84704e-105,-1.68278,2.6889,0.126863
1226,1781.98,1.00803,0.0,0.0,0.0,1.40677e-104,-1.67857,2.6866,0.0756935
1227,1782.94,0.95795,0.0,0.0,0.0,3.38214e-104,-1.67436,2.63231,0.0520185
1228,1783.91,0.9196,0.0,0.0,0.0,8.11064e-104,-1.67015,2.58975,0.0686283
1229,1784.87,0.940499,0.0,0.0,0.0,1.94182e-103,-1.66595,2.60645,0.100093
1230,1785.84,0.987908,0.0,0.0,0.0,4.64143e-103,-1.66174,2.64965,0.0759726
1231,1786.8,0.951706,0.0,0.0,0.0,1.1086e-102,-1.65753,2.60924,0.0479264
1232,1787.76,0.922594,0.0,0.0,0.0,2.64117e-102,-1.65332,2.57592,0.0467862
1233,1788.73,0.923768,0.0,0.0,0.0,6.28212e-102,-1.64912,2.57288,0.050911
1234,1789.69,0.859585,0.0,0.0,0.0,1.49312e-101,-1.64491,2.50449,0.0725006
1235,1790.66,0.853334,0.0,0.0,0.0,3.53984e-101,-1.6407,2.49403,0.132676
1236,1791.62,0.791773,0.0,0.0,0.0,8.3784e-101,-1.63649,2.42826,0.188773
1237,1792.59,0.860053,0.0,0.0,0.0,1.97983e-100,-1.63229,2.49234,0.226933
1238,1793.55,1.01966,0.0,0.0,0.0,4.67489e-100,-1.62807,2.64773,0.148598
1239,1794.51,0.880717,0.0,0.0,0.0,1.10107e-99,-1.62387,2.50459,0.0803347
1240,1795.48,0.859017,0.0,0.0,0.0,2.58911e-99,-1.61966,2.47868,0.0971153
1241,1796.44,0.873263,0.0,0.0,0.0,6.08358e-99,-1.61545,2.48871,0.0982133
1242,1797.41,0.882465,0.0,0.0,0.0,1.42584e-98,-1.61124,2.49371,0.0653136
1243,1798.37,0.807603,0.0,0.0,0.0,3.33637e-98,-1.60704,2.41464,0.0717282
1244,1799.34,0.824531,0.0,0.0,0.0,7.79409e-98,-1.60283,2.42736,0.129203
1245,1800.3,0.867948,0.0,0.0,0.0,1.8194e-97,-1.59862,2.46657,0.127517
1246,1801.26,0.825609,0.0,0.0,0.0,4.23641e-97,-1.59441,2.42002,0.105571
1247,1802.23,0.840431,0.0,0.0,0.0,9.8482e-97,-1.59021,2.43064,0.110077
1248,1803.19,0.851396,0.0,0.0,0.0,2.28563e-96,-1.586,2.4374,0.0786856
1249,1804.16,0.84076,0.0,0.0,0.0,5.30055e-96,-1.58179,2.42255,0.0508268
1250,1805.12,0.814642,0.0,0.0,0.0,1.22616e-95,-1.57758,2.39223,0.0489202
1251,1806.09,0.821478,0.0,0.0,0.0,2.83181e-95,-1.57338,2.39486,0.0482204
1252,1807.05,0.803147,0.0,0.0,0.0,6.52934e-95,-1.56917,2.37232,0.0586023
1253,1808.01,0.791432,0.0,0.0,0.0,1.50432e-94,-1.56496,2.35639,0.0662457
1254,1808.98,0.796635,0.0,0.0,0.0,3.45719e-94,-1.56075,2.35739,0.058923
1255,1809.94,0.736222,0.0,0.0,0.0,7.93224e-94,-1.55655,2.29277,0.0908044
1256,1810.91,0.787381,0.0,0.0,0.0,1.81858e-93,-1.55234,2.33972,0.118085
1257,1811.87,0.783679,0.0,0.0,0.0,4.15894e-93,-1.54813,2.33181,0.0867763
1258,1812.84,0.790337,0.0,0.0,0.0,9.49561e-93,-1.54392,2.33426,0.061554
1259,1813.8,0.779637,0.0,0.0,0.0,2.16448e-92,-1.53972,2.31935,0.0455977
1260,1814.76,0.737223,0.0,0.0,0.0,4.92995e-92,-1.53551,2.27273,0.0421625
1261,1815.73,0.772117,0.0,0.0,0.0,1.12008e-91,-1.5313,2.30342,0.0425173
1262,1816.69,0.696171,0.0,0.0,0.0,2.54067e-91,-1.52709,2.22326,0.0521702
1263,1817.66,0.734913,0.0,0.0,0.0,5.75353e-91,-1.52289,2.2578,0.0584658
1264,1818.62,0.707735,0.0,0.0,0.0,1.3019e-90,-1.51868,2.22641,0.0483072
1265,1819.59,0.716503,0.0,0.0,0.0,2.93862e-90,-1.51447,2.23097,0.0413282
1266,1820.55,0.705708,0.0,0.0,0.0,6.62212e-90,-1.51026,2.21597,0.0424364
1267,1821.51,0.686318,0.0,0.0,0.0,1.4911e-89,-1.50605,2.19237,0.0462448
1268,1822.48,0.695935,0.0,0.0,0.0,3.34918e-89,-1.50184,2.19778,0.0549689
1269,1823.44,0.657621,0.0,0.0,0.0,7.51035e-89,-1.49764,2.15526,0.060001
1270,1824.41,0.625371,0.0,0.0,0.0,1.6814e-88,-1.49343,2.1188,0.104701
1271,1825.37,0.695362,0.0,0.0,0.0,3.76127e-88,-1.48922,2.18458,0.153368
1272,1826.34,0.745718,0.0,0.0,0.0,8.39312e-88,-1.48501,2.23073,0.0923304
1273,1827.3,0.688685,0.0,0.0,0.0,1.86983e-87,-1.48081,2.16949,0.0542184
1274,1828.26,0.608581,0.0,0.0,0.0,4.16227e-87,-1.4766,2.08518,0.0861008
1275,1829.23,0.590364,0.0,0.0,0.0,9.24245e-87,-1.47239,2.06275,0.177523
1276,1830.19,0.694323,0.0,0.0,0.0,2.04896e-86,-1.46818,2.16251,0.202519
1277,1831.16,0.737554,0.0,0.0,0.0,4.53491e-86,-1.46398,2.20153,0.104315
1278,1832.12,0.647445,0.0,0.0,0.0,1.00288e-85,-1.45977,2.10721,0.0543277
1279,1833.09,0.650588,0.0,0.0,0.0,2.2124e-85,-1.45556,2.10615,0.0518221
1280,1834.05,0.653796,0.0,0.0,0.0,4.87268e-85,-1.45135,2.10515,0.0494332
1281,1835.01,0.623218,0.0,0.0,0.0,1.07142e-84,-1.44715,2.07037,0.0450418
1282,1835.98,0.626328,0.0,0.0,0.0,2.35394e-84,-1.44294,2.06926,0.0531503
1283,1836.94,0.602378,0.0,0.0,0.0,5.15902e-84,-1.43873,2.04111,0.0727388
1284,1837.91,0.627215,0.0,0.0,0.0,1.12883e-83,-1.43452,2.06174,0.0663281
1285,1838.87,0.60925,0.0,0.0,0.0,2.46591e-83,-1.43032,2.03957,0.0469243
1286,1839.84,0.607045,0.0,0.0,0.0,5.38228e-83,-1.42611,2.03315,0.0438792
1287,1840.8,0.602078,0.0,0.0,0.0,1.17191e-82,-1.4219,2.02398,0.0469173
1288,1841.76,0.586182,0.0,0.0,0.0,2.54748e-82,-1.41769,2.00387,0.0616854
1289,1842.73,0.549744,0.0,0.0,0.0,5.53307e-82,-1.41348,1.96323,0.0874833
1290,1843.69,0.4604,0.0,0.0,0.0,1.19884e-81,-1.40928,1.86968,0.171658
1291,1844.66,0.661204,0.0,0.0,0.0,2.59326e-81,-1.40507,2.06627,0.20404
1292,1845.62,0.681049,0.0,0.0,0.0,5.60041e-81,-1.40086,2.08191,0.107331
1293,1846.59,0.587361,0.0,0.0,0.0,1.20845e-80,-1.39665,1.98401,0.0701218
1294,1847.55,0.57356,0.0,0.0,0.0,2.60125e-80,-1.39245,1.96601,0.0868121
1295,1848.51,0.571768,0.0,0.0,0.0,5.59014e-80,-1.38824,1.96001,0.0773712
