,wavenumber,experimental,"CO2 ν2a, phase I"
870,1438.7,2.48183,0.0
871,1439.66,2.40556,0.0
872,1440.62,2.37669,0.0
873,1441.59,2.35672,0.0
874,1442.55,2.33799,0.0
875,1443.52,2.32855,0.0
876,1444.48,2.30333,0.0
877,1445.45,2.29085,0.0
878,1446.41,2.22116,0.0
879,1447.38,2.19476,0.0
880,1448.34,2.29577,0.0
881,1449.3,2.29019,0.0
882,1450.27,2.23567,0.0
883,1451.23,2.20179,0.0
884,1452.2,2.20366,0.0
885,1453.16,2.21177,0.0
886,1454.12,2.15149,0.0
887,1455.09,2.07743,0.0
888,1456.05,1.88151,0.0
889,1457.02,2.13829,0.0
890,1457.98,2.32396,0.0
891,1458.95,2.2563,0.0
892,1459.91,2.23144,0.0
893,1460.88,2.18384,0.0
894,1461.84,2.15101,0.0
895,1462.8,2.11355,0.0
896,1463.77,2.03741,0.0
897,1464.73,2.10758,0.0
898,1465.7,2.23343,0.0
899,1466.66,2.14653,0.0
900,1467.62,2.11896,0.0
901,1468.59,2.11075,0.0
902,1469.55,2.0973,0.0
903,1470.52,2.01908,0.0
904,1471.48,1.92221,0.0
905,1472.45,2.01802,0.0
906,1473.41,2.17641,0.0
907,1474.38,2.19573,0.0
908,1475.34,2.03632,0.0
909,1476.3,2.09072,0.0
910,1477.27,2.15289,0.0
911,1478.23,2.07892,0.0
912,1479.2,2.06272,0.0
913,1480.16,2.02866,0.0
914,1481.12,2.04654,0.0
915,1482.09,2.06264,0.0
916,1483.05,2.04752,0.0
917,1484.02,2.03373,0.0
918,1484.98,2.01496,0.0
919,1485.95,1.97593,0.0
920,1486.91,1.97289,0.0
921,1487.88,2.0287,0.0
922,1488.84,1.96242,0.0
923,1489.8,1.93506,0.0
924,1490.77,2.04313,0.0
925,1491.73,2.08315,0.0
926,1492.7,2.02105,0.0
927,1493.66,1.97936,0.0
928,1494.62,1.86512,0.0
929,1495.59,1.78744,0.0
930,1496.55,2.08375,0.0
931,1497.52,2.04223,0.0
932,1498.48,1.91179,0.0
933,1499.45,2.02909,0.0
934,1500.41,1.9808,0.0
935,1501.38,1.93019,0.0
936,1502.34,1.9362,0.0
937,1503.3,1.90476,0.0
938,1504.27,1.7771,0.0
939,1505.23,1.59316,0.0
940,1506.2,1.71394,0.0
941,1507.16,2.01632,0.0
942,1508.12,2.04334,0.0
943,1509.09,1.9467,0.0
944,1510.05,1.93934,0.0
945,1511.02,1.87155,0.0
946,1511.98,1.84436,0.0
947,1512.95,1.92075,0.0
948,1513.91,1.85041,0.0
949,1514.88,1.79424,0.0
950,1515.84,1.75704,0.0
951,1516.8,1.75525,0.0
952,1517.77,1.90777,0.0
953,1518.73,1.81382,0.0
954,1519.7,1.6459,0.0
955,1520.66,1.59499,0.0
956,1521.62,1.88774,0.0
957,1522.59,1.92174,0.0
958,1523.55,1.84041,0.0
959,1524.52,1.69847,0.0
960,1525.48,1.78493,0.0
961,1526.45,1.83012,0.0
962,1527.41,1.73977,0.0
963,1528.37,1.77458,0.0
964,1529.34,1.78347,0.0
965,1530.3,1.71971,0.0
966,1531.27,1.69236,0.0
967,1532.23,1.59286,0.0
968,1533.2,1.57239,0.0
969,1534.16,1.80993,0.0
970,1535.12,1.771,0.0
971,1536.09,1.69604,0.0
972,1537.05,1.57132,0.0
973,1538.02,1.40645,0.0
974,1538.98,1.43656,0.0
975,1539.95,1.74469,0.0
976,1540.91,1.74326,0.0
977,1541.87,1.68988,0.0
978,1542.84,1.82825,0.0
979,1543.8,1.65425,0.0
980,1544.77,1.61686,0.0
981,1545.73,1.81708,0.0
982,1546.7,1.78184,0.0
983,1547.66,1.68359,0.0
984,1548.62,1.61878,0.0
985,1549.59,1.6126,0.0
986,1550.55,1.75257,0.0
987,1551.52,1.73244,0.0
988,1552.48,1.61851,0.0
989,1553.44,1.47949,0.0
990,1554.41,1.67908,0.0
991,1555.37,1.7814,0.0
992,1556.34,1.57694,0.0
993,1557.3,1.27515,0.0
994,1558.27,1.4505,0.0
995,1559.23,1.6495,0.0
996,1560.19,1.95055,0.0
997,1561.16,1.9846,0.0
998,1562.12,1.72837,0.0
999,1563.09,1.68046,0.0
1000,1564.05,1.62064,0.0
1001,1565.02,1.68274,0.0
1002,1565.98,1.73027,0.0
1003,1566.94,1.6815,0.0
1004,1567.91,1.60522,0.0
1005,1568.87,1.51622,0.0
1006,1569.84,1.68279,0.0
1007,1570.8,1.82626,0.0
1008,1571.77,1.73376,0.0
1009,1572.73,1.69638,0.0
1010,1573.69,1.6785,0.0
1011,1574.66,1.58121,0.0
1012,1575.62,1.45512,0.0
1013,1576.59,1.8349,0.0
1014,1577.55,1.87014,0.0
1015,1578.52,1.75942,0.0
1016,1579.48,1.73042,0.0
1017,1580.44,1.74192,0.0
1018,1581.41,1.74783,0.0
1019,1582.37,1.75637,0.0
1020,1583.34,1.76247,0.0
1021,1584.3,1.76688,0.0
1022,1585.27,1.7714,0.0
1023,1586.23,1.77262,0.0
1024,1587.19,1.7714,0.0
1025,1588.16,1.78362,0.0
1026,1589.12,1.78501,0.0
1027,1590.09,1.79886,0.0
1028,1591.05,1.79966,0.0
1029,1592.02,1.80811,0.0
1030,1592.98,1.80005,0.0
1031,1593.94,1.80723,0.0
1032,1594.91,1.82746,0.0
1033,1595.87,1.836,0.0
1034,1596.84,1.84293,0.0
1035,1597.8,1.85103,0.0
1036,1598.77,1.85743,0.0
1037,1599.73,1.86344,0.0
1038,1600.69,1.8648,0.0
1039,1601.66,1.87491,0.0
1040,1602.62,1.87077,0.0
1041,1603.59,1.89231,0.0
1042,1604.55,1.8957,0.0
1043,1605.52,1.89476,0.0
1044,1606.48,1.89094,0.0
1045,1607.44,1.91219,0.0
1046,1608.41,1.90889,0.0
1047,1609.37,1.91669,0.0
1048,1610.34,1.94032,0.0
1049,1611.3,1.93255,0.0
1050,1612.27,1.94091,0.0
1051,1613.23,1.94655,0.0
1052,1614.19,1.93066,0.0
1053,1615.16,1.83713,0.0
1054,1616.12,1.70878,0.0
1055,1617.09,2.06348,0.0
1056,1618.05,2.12239,0.0
1057,1619.02,2.00248,0.0
1058,1619.98,1.97794,0.0
1059,1620.94,1.96778,0.0
1060,1621.91,1.93291,0.0
1061,1622.87,1.86589,0.0
1062,1623.84,2.03129,0.0
1063,1624.8,2.0862,0.0
1064,1625.77,2.01646,0.0
1065,1626.73,1.93496,0.0
1066,1627.69,1.9936,0.0
1067,1628.66,2.06925,0.0
1068,1629.62,2.02618,0.0
1069,1630.59,2.01904,0.0
1070,1631.55,2.01251,0.0
1071,1632.52,2.01552,0.0
1072,1633.48,1.93932,0.0
1073,1634.44,1.69896,0.0
1074,1635.41,1.88177,0.0
1075,1636.37,2.23991,0.0
1076,1637.34,2.10941,0.0
1077,1638.3,2.09845,0.0
1078,1639.27,2.06074,0.0
1079,1640.23,2.03728,0.0
1080,1641.19,2.02416,0.0
1081,1642.16,2.03161,0.0
1082,1643.12,2.02311,0.0
1083,1644.09,1.99679,0.0
1084,1645.05,1.79035,0.0
1085,1646.02,1.91612,0.0
1086,1646.98,2.0863,0.0
1087,1647.94,2.08594,0.0
1088,1648.91,2.12455,0.0
1089,1649.87,2.03783,0.0
1090,1650.84,1.91515,0.0
1091,1651.8,1.4963,0.0
1092,1652.77,1.69164,0.0
1093,1653.73,2.35279,0.0
1094,1654.69,2.27498,0.0
1095,1655.66,2.16903,0.0
1096,1656.62,2.02956,0.0
1097,1657.59,2.03181,0.0
1098,1658.55,2.0276,0.0
1099,1659.52,2.03321,0.0
1100,1660.48,2.00659,0.0
1101,1661.44,1.91598,0.0
1102,1662.41,1.91094,0.0
1103,1663.37,2.13132,0.0
1104,1664.34,2.09304,0.0
1105,1665.3,2.02611,0.0
1106,1666.27,2.01684,0.0
1107,1667.23,1.97559,0.0
1108,1668.19,1.81959,0.0
1109,1669.16,1.91639,0.0
1110,1670.12,2.10642,0.0
1111,1671.09,2.0277,0.0
1112,1672.05,2.07642,0.0
1113,1673.02,2.05905,0.0
1114,1673.98,1.85549,0.0
1115,1674.94,1.88695,0.0
1116,1675.91,2.16149,0.0
1117,1676.87,2.09678,0.0
1118,1677.84,2.01593,0.0
1119,1678.8,1.96664,0.0
1120,1679.77,1.96437,0.0
1121,1680.73,2.03799,0.0
1122,1681.69,1.94635,0.0
1123,1682.66,1.83746,0.0
1124,1683.62,1.71391,0.0
1125,1684.59,1.94555,0.0
1126,1685.55,2.34627,0.0
1127,1686.52,2.16739,0.0
1128,1687.48,1.99562,0.0
1129,1688.44,2.00083,0.0
1130,1689.41,2.00828,0.0
1131,1690.37,2.03475,0.0
1132,1691.34,2.04435,0.0
1133,1692.3,2.00553,0.0
1134,1693.27,2.00017,0.0
1135,1694.23,1.87705,0.0
1136,1695.19,1.67011,0.0
1137,1696.16,2.08007,0.0
1138,1697.12,2.18118,0.0
1139,1698.09,1.99101,0.0
1140,1699.05,1.57897,0.0
1141,1700.02,1.62011,0.0
1142,1700.98,2.31299,0.0
1143,1701.94,2.17197,0.0
1144,1702.91,1.99448,0.0
1145,1703.87,1.89671,0.0
1146,1704.84,1.95622,0.0
1147,1705.8,1.92634,0.0
1148,1706.77,1.99566,0.0
1149,1707.73,2.03476,0.0
1150,1708.69,1.94009,0.0
1151,1709.66,1.9275,0.0
1152,1710.62,1.95472,0.0
1153,1711.59,1.95407,0.0
1154,1712.55,1.8915,0.0
1155,1713.52,1.85101,0.0
1156,1714.48,1.81627,0.0
1157,1715.44,1.92427,0.0
1158,1716.41,1.79523,0.0
1159,1717.37,1.77842,0.0
1160,1718.34,2.0072,0.0
1161,1719.3,2.03152,0.0
1162,1720.27,1.94556,0.0
1163,1721.23,1.86327,0.0
1164,1722.19,1.83427,0.0
1165,1723.16,1.82354,0.0
1166,1724.12,1.84911,0.0
1167,1725.09,1.83234,0.0
1168,1726.05,1.81174,0.0
1169,1727.02,1.79477,0.0
1170,1727.98,1.77481,0.0
1171,1728.94,1.69824,0.0
1172,1729.91,1.72542,0.0
1173,1730.87,1.77961,0.0
1174,1731.84,1.68479,0.0
1175,1732.8,1.47527,0.0
1176,1733.77,1.5168,0.0
1177,1734.73,1.85602,0.0
1178,1735.69,1.86757,0.0
1179,1736.66,1.70542,0.0
1180,1737.62,1.63124,0.0
1181,1738.59,1.54485,0.0
1182,1739.55,1.52667,0.0
1183,1740.52,1.69545,0.0
1184,1741.48,1.64148,0.0
1185,1742.44,1.49865,0.0
1186,1743.41,1.53024,0.0
1187,1744.37,1.53893,0.0
1188,1745.34,1.50276,0.0
1189,1746.3,1.44917,0.0
1190,1747.27,1.43342,0.0
1191,1748.23,1.40714,0.0
1192,1749.19,1.44064,0.0
1193,1750.16,1.33573,0.0
1194,1751.12,1.35903,0.0
1195,1752.09,1.51762,0.0
1196,1753.05,1.4165,0.0
1197,1754.01,1.34683,0.0
1198,1754.98,1.3154,0.0
1199,1755.94,1.22424,0.0
1200,1756.91,1.28158,0.0
1201,1757.87,1.34009,0.0
1202,1758.84,1.28482,0.0
1203,1759.8,1.24069,0.0
1204,1760.76,1.10235,0.0
1205,1761.73,1.1634,0.0
1206,1762.69,1.31443,0.0
1207,1763.66,1.24571,0.0
1208,1764.62,1.17605,0.0
1209,1765.59,1.17356,0.0
1210,1766.55,1.10806,0.0
1211,1767.51,1.03692,0.0
1212,1768.48,1.1528,0.0
1213,1769.44,1.14761,0.0
1214,1770.41,1.0331,0.0
1215,1771.37,0.944543,0.0
1216,1772.34,1.00463,0.0
1217,1773.3,1.24266,0.0
1218,1774.26,1.10249,0.0
1219,1775.23,1.03625,0.0
1220,1776.19,1.05438,0.0
1221,1777.16,1.0508,0.0
1222,1778.12,1.00136,0.0
1223,1779.09,0.993629,0.0
1224,1780.05,0.951456,0.0
1225,1781.01,1.00612,0.0
1226,1781.98,1.00803,0.0
1227,1782.94,0.95795,0.0
1228,1783.91,0.9196,0.0
1229,1784.87,0.940499,0.0
1230,1785.84,0.987908,0.0
1231,1786.8,0.951706,0.0
1232,1787.76,0.922594,0.0
1233,1788.73,0.923768,0.0
1234,1789.69,0.859585,0.0
1235,1790.66,0.853334,0.0
1236,1791.62,0.791773,0.0
1237,1792.59,0.860053,0.0
1238,1793.55,1.01966,0.0
1239,1794.51,0.880717,0.0
1240,1795.48,0.859017,0.0
1241,1796.44,0.873263,0.0
1242,1797.41,0.882465,0.0
1243,1798.37,0.807603,0.0
1244,1799.34,0.824531,0.0
1245,1800.3,0.867948,0.0
1246,1801.26,0.825609,0.0
1247,1802.23,0.840431,0.0
1248,1803.19,0.851396,0.0
1249,1804.16,0.84076,0.0
1250,1805.12,0.814642,0.0
1251,1806.09,0.821478,0.0
1252,1807.05,0.803147,0.0
1253,1808.01,0.791432,0.0
1254,1808.98,0.796635,0.0
1255,1809.94,0.736222,0.0
1256,1810.91,0.787381,0.0
1257,1811.87,0.783679,0.0
1258,1812.84,0.790337,0.0
1259,1813.8,0.779637,0.0
1260,1814.76,0.737223,0.0
1261,1815.73,0.772117,0.0
1262,1816.69,0.696171,0.0
1263,1817.66,0.734913,0.0
1264,1818.62,0.707735,0.0
1265,1819.59,0.716503,0.0
1266,1820.55,0.705708,0.0
1267,1821.51,0.686318,0.0
1268,1822.48,0.695935,0.0
1269,1823.44,0.657621,0.0
1270,1824.41,0.625371,0.0
1271,1825.37,0.695362,0.0
1272,1826.34,0.745718,0.0
1273,1827.3,0.688685,0.0
1274,1828.26,0.608581,0.0
1275,1829.23,0.590364,0.0
1276,1830.19,0.694323,0.0
1277,1831.16,0.737554,0.0
1278,1832.12,0.647445,0.0
1279,1833.09,0.650588,0.0
1280,1834.05,0.653796,0.0
1281,1835.01,0.623218,0.0
1282,1835.98,0.626328,0.0
1283,1836.94,0.602378,0.0
1284,1837.91,0.627215,0.0
1285,1838.87,0.60925,0.0
1286,1839.84,0.607045,0.0
1287,1840.8,0.602078,0.0
1288,1841.76,0.586182,0.0
1289,1842.73,0.549744,0.0
1290,1843.69,0.4604,0.0
1291,1844.66,0.661204,0.0
1292,1845.62,0.681049,0.0
1293,1846.59,0.587361,0.0
1294,1847.55,0.57356,0.0
1295,1848.51,0.571768,0.0
1296,1849.48,0.576411,0.0
1297,1850.44,0.551591,0.0
1298,1851.41,0.563939,0.0
1299,1852.37,0.543081,0.0
1300,1853.34,0.541484,0.0
1301,1854.3,0.536762,0.0
1302,1855.26,0.520824,0.0
1303,1856.23,0.532934,0.0
1304,1857.19,0.508991,0.0
1305,1858.16,0.522826,0.0
1306,1859.12,0.521659,0.0
1307,1860.09,0.522069,0.0
1308,1861.05,0.51735,0.0
1309,1862.01,0.497228,0.0
1310,1862.98,0.501982,0.0
1311,1863.94,0.481475,0.0
1312,1864.91,0.490808,0.0
1313,1865.87,0.473177,0.0
1314,1866.83,0.453462,0.0
1315,1867.8,0.454029,0.0
1316,1868.76,0.431798,0.0
1317,1869.73,0.513421,0.0
1318,1870.69,0.507413,0.0
1319,1871.66,0.484512,0.0
1320,1872.62,0.469428,0.0
1321,1873.58,0.453751,0.0
1322,1874.55,0.466035,0.0
1323,1875.51,0.439718,0.0
1324,1876.48,0.455192,0.0
1325,1877.44,0.429999,0.0
1326,1878.41,0.439509,0.0
1327,1879.37,0.426739,0.0
1328,1880.33,0.414604,0.0
1329,1881.3,0.426527,0.0
1330,1882.26,0.41606,0.0
1331,1883.23,0.428356,0.0
1332,1884.19,0.39931,0.0
1333,1885.16,0.414888,0.0
1334,1886.12,0.401948,0.0
1335,1887.08,0.390132,0.0
1336,1888.05,0.392504,0.0
1337,1889.01,0.344878,0.0
1338,1889.98,0.409595,0.0
1339,1890.94,0.397496,0.0
1340,1891.91,0.391149,0.0
1341,1892.87,0.379145,0.0
1342,1893.83,0.354688,0.0
1343,1894.8,0.370681,0.0
1344,1895.76,0.370873,0.0
1345,1896.73,0.37847,0.0
1346,1897.69,0.352878,0.0
1347,1898.66,0.3662,0.0
1348,1899.62,0.34221,0.0
1349,1900.58,0.327071,0.0
1350,1901.55,0.341052,0.0
1351,1902.51,0.320006,0.0
1352,1903.48,0.336623,0.0
1353,1904.44,0.320157,0.0
1354,1905.4,0.318712,0.0
1355,1906.37,0.323849,0.0
1356,1907.33,0.308191,0.0
1357,1908.3,0.325446,0.0
1358,1909.26,0.282819,0.0
1359,1910.23,0.310635,0.0
1360,1911.19,0.305707,0.0
1361,1912.15,0.290311,0.0
1362,1913.12,0.287837,0.0
1363,1914.08,0.275874,0.0
1364,1915.05,0.296675,0.0
1365,1916.01,0.2664,0.0
1366,1916.98,0.244395,0.0
1367,1917.94,0.253427,0.0
1368,1918.9,0.310555,0.0
1369,1919.87,0.277141,0.0
1370,1920.83,0.249114,0.0
1371,1921.8,0.258845,0.0
1372,1922.76,0.235623,0.0
1373,1923.73,0.281929,0.0
1374,1924.69,0.237635,0.0
1375,1925.65,0.227684,0.0
1376,1926.62,0.24889,0.0
1377,1927.58,0.230844,0.0
1378,1928.55,0.262778,0.0
1379,1929.51,0.217235,0.0
1380,1930.48,0.246075,0.0
1381,1931.44,0.198134,0.0
1382,1932.4,0.181802,0.0
1383,1933.37,0.210736,0.0
1384,1934.33,0.194698,0.0
1385,1935.3,0.228179,0.0
1386,1936.26,0.190115,0.0
1387,1937.23,0.217173,0.0
1388,1938.19,0.17644,0.0
1389,1939.15,0.158751,0.0
1390,1940.12,0.184246,0.0
1391,1941.08,0.133855,0.0
1392,1942.05,0.171372,0.0
1393,1943.01,0.198181,0.0
1394,1943.98,0.217,0.0
1395,1944.94,0.143341,0.0
1396,1945.9,0.148849,0.0
1397,1946.87,0.179376,0.0
1398,1947.83,0.141024,0.0
1399,1948.8,0.170414,0.0
1400,1949.76,0.132497,0.0
1401,1950.73,0.162081,0.0
1402,1951.69,0.109002,0.0
1403,1952.65,0.110015,0.0
1404,1953.62,0.152307,0.0
1405,1954.58,0.109513,0.0
1406,1955.55,0.15267,0.0
1407,1956.51,0.090546,0.0
1408,1957.48,0.141998,0.0
1409,1958.44,0.0923459,0.0
1410,1959.4,0.11379,0.0
1411,1960.37,0.141214,0.0
1412,1961.33,0.080621,0.0
1413,1962.3,0.105141,0.0
1414,1963.26,0.0526883,0.0
1415,1964.23,0.0774803,0.0
1416,1965.19,0.0752378,0.0
1417,1966.15,0.063599,0.0
1418,1967.12,0.101899,0.0
1419,1968.08,0.0793843,0.0
1420,1969.05,0.107741,0.0
1421,1970.01,0.05418,0.0
1422,1970.98,0.082592,0.0
1423,1971.94,0.0579786,0.0
1424,1972.9,0.0453006,0.0
1425,1973.87,0.0768026,0.0
1426,1974.83,0.0448459,0.0
1427,1975.8,0.0614015,0.0
1428,1976.76,0.00861892,0.0
1429,1977.73,-0.0341118,0.0
1430,1978.69,-0.0155439,0.0
1431,1979.65,0.05718,0.0
1432,1980.62,0.00144895,0.0
1433,1981.58,0.0733153,0.0
1434,1982.55,0.0416373,0.0
1435,1983.51,0.0847275,0.0
1436,1984.48,0.0531949,0.0
1437,1985.44,0.0497503,0.0
1438,1986.4,0.0603693,0.0
1439,1987.37,0.0403105,0.0
1440,1988.33,0.0620341,0.0
1441,1989.3,0.0513284,0.0
1442,1990.26,0.0528707,0.0
1443,1991.23,0.0338345,0.0
1444,1992.19,0.0638907,0.0
1445,1993.15,0.067183,0.0
1446,1994.12,0.0571788,0.0
1447,1995.08,0.0627315,0.0
1448,1996.05,0.0688463,0.0
1449,1997.01,0.0561264,0.0
1450,1997.98,0.0651617,0.0
1451,1998.94,0.0491691,0.0
1452,1999.9,0.0421669,0.0
1453,2000.87,0.0683336,0.0
1454,2001.83,0.0307697,0.0
1455,2002.8,0.0731798,0.0
1456,2003.76,0.0159019,0.0
1457,2004.73,0.0663835,0.0
1458,2005.69,0.0331281,0.0
1459,2006.65,-0.0112398,0.0
1460,2007.62,0.000456834,0.0
1461,2008.58,0.0155292,0.0
1462,2009.55,0.0238369,0.0
1463,2010.51,0.0139127,0.0
1464,2011.48,0.0194802,0.0
1465,2012.44,0.0245125,0.0
1466,2013.4,0.0292304,0.0
1467,2014.37,0.0333069,0.0
1468,2015.33,-0.00149671,0.0
1469,2016.3,0.00219909,0.0
1470,2017.26,-0.00359331,0.0
1471,2018.22,0.00271682,0.0
1472,2019.19,0.0126727,0.0
1473,2020.15,0.00135319,0.0
1474,2021.12,0.00488331,0.0
1475,2022.08,-0.0174369,0.0
1476,2023.05,-0.0116965,0.0
1477,2024.01,-0.0122811,0.0
1478,2024.97,-0.00179565,0.0
1479,2025.94,0.000293254,0.0
1480,2026.9,-0.00806207,0.0
1481,2027.87,-0.011677,0.0
1482,2028.83,0.00392472,0.0
1483,2029.8,0.000849412,0.0
1484,2030.76,-0.0266108,0.0
1485,2031.72,-0.0364866,0.0
1486,2032.69,-0.038476,0.0
1487,2033.65,-0.032071,0.0
1488,2034.62,-0.0606659,0.0
1489,2035.58,-0.0169295,0.0
1490,2036.55,-0.0690138,0.0
1491,2037.51,-0.00527516,0.0
1492,2038.47,-0.000603881,0.0
1493,2039.44,-0.0450704,0.0
1494,2040.4,-0.0240888,0.0
1495,2041.37,-0.0650236,0.0
1496,2042.33,-0.00809585,0.0
1497,2043.3,-0.0294234,0.0
1498,2044.26,0.0037902,0.0
1499,2045.22,-0.0217834,0.0
1500,2046.19,-0.0691814,0.0
1501,2047.15,-0.0430377,0.0
1502,2048.12,-0.0866935,0.0
1503,2049.08,-0.0495349,0.0
1504,2050.05,-0.164012,0.0
1505,2051.01,0.0159072,0.0
1506,2051.97,0.0226626,0.0
1507,2052.94,-0.00762963,0.0
1508,2053.9,-0.0229965,0.0
1509,2054.87,-0.0605022,0.0
1510,2055.83,-0.00987328,0.0
1511,2056.8,-0.043028,0.0
1512,2057.76,-0.0298613,0.0
1513,2058.72,-0.0335466,0.0
1514,2059.69,-0.0527033,0.0
1515,2060.65,-0.0266677,0.0
1516,2061.62,-0.0448715,0.0
1517,2062.58,-0.0291301,0.0
1518,2063.55,-0.0461204,0.0
1519,2064.51,-0.0309859,0.0
1520,2065.47,-0.0181054,0.0
1521,2066.44,-0.0325999,0.0
1522,2067.4,-0.0165497,0.0
1523,2068.37,-0.0403359,0.0
1524,2069.33,-0.0188722,0.0
1525,2070.3,-0.0441604,0.0
1526,2071.26,-0.0448006,0.0
1527,2072.22,-0.0327817,0.0
1528,2073.19,-0.0538583,0.0
1529,2074.15,-0.0132681,0.0
1530,2075.12,-0.0338199,0.0
1531,2076.08,-0.0214168,0.0
1532,2077.05,-0.0450409,0.0
1533,2078.01,-0.0253551,0.0
1534,2078.97,-0.00712623,0.0
1535,2079.94,-0.0336895,0.0
1536,2080.9,-0.0211707,0.0
1537,2081.87,-0.0378679,0.0
1538,2082.83,-0.00964827,0.0
1539,2083.8,-0.0302111,0.0
1540,2084.76,-0.0194373,0.0
1541,2085.72,-0.0111999,0.0
1542,2086.69,-0.0243958,0.0
1543,2087.65,-0.00584543,0.0
1544,2088.62,-0.00352842,0.0
1545,2089.58,-0.00448531,0.0
1546,2090.55,-0.0014047,0.0
1547,2091.51,-0.000257531,0.0
1548,2092.47,-0.013022,0.0
1549,2093.44,0.00189772,0.0
1550,2094.4,-0.0403584,0.0
1551,2095.37,-0.0382049,0.0
1552,2096.33,-0.0239146,0.0
1553,2097.3,-0.024581,0.0
1554,2098.26,-0.00996712,0.0
1555,2099.22,-0.00231545,0.0
1556,2100.19,-0.00639183,0.0
1557,2101.15,0.00275077,0.0
1558,2102.12,-0.0104981,0.0
1559,2103.08,0.00160719,0.0
1560,2104.05,-0.00220943,0.0
1561,2105.01,0.00117411,0.0
1562,2105.97,0.00314251,0.0
1563,2106.94,-0.00720341,0.0
1564,2107.9,0.00760151,0.0
1565,2108.87,0.00298114,0.0
1566,2109.83,0.00172419,0.0
1567,2110.8,-0.0124409,0.0
1568,2111.76,0.000641412,0.0
1569,2112.72,0.0257605,0.0
1570,2113.69,0.0187878,0.0
1571,2114.65,0.0306389,0.0
1572,2115.62,0.0344918,0.0
1573,2116.58,0.0260659,0.0
1574,2117.55,0.0250711,0.0
1575,2118.51,0.0192639,0.0
1576,2119.47,0.0339573,0.0
1577,2120.44,0.0504016,0.0
1578,2121.4,0.0113418,0.0
1579,2122.37,0.0324146,0.0
1580,2123.33,0.0237988,0.0
1581,2124.3,0.0573535,0.0
1582,2125.26,0.0521433,0.0
1583,2126.22,0.034738,0.0
1584,2127.19,0.0719047,0.0
1585,2128.15,0.0256541,0.0
1586,2129.12,0.0790777,0.0
1587,2130.08,0.025882,0.0
1588,2131.05,0.0931842,0.0
1589,2132.01,0.0642061,0.0
1590,2132.97,0.0214171,0.0
1591,2133.94,0.0736796,0.0
1592,2134.9,-0.012991,0.0
1593,2135.87,0.0403332,0.0
1594,2136.83,0.00411958,0.0
1595,2137.8,0.0458138,0.0
1596,2138.76,0.0422122,0.0
1597,2139.72,0.0320292,0.0
1598,2140.69,0.0779273,0.0
1599,2141.65,0.0269679,0.0
1600,2142.62,0.0821228,0.0
1601,2143.58,0.0438061,0.0
1602,2144.55,0.0902319,0.0
1603,2145.51,0.070678,0.0
1604,2146.47,0.0377756,0.0
1605,2147.44,0.0834835,0.0
1606,2148.4,0.0576252,0.0
1607,2149.37,0.106501,0.0
1608,2150.33,0.0530043,0.0
1609,2151.3,0.110968,0.0
1610,2152.26,0.102778,0.0
1611,2153.22,0.0905106,0.0
1612,2154.19,0.19055,0.0
1613,2155.15,0.103255,0.0
1614,2156.12,0.205287,0.0
1615,2157.08,0.069433,0.0
1616,2158.05,0.124905,0.0
1617,2159.01,0.0311045,0.0
1618,2159.97,0.0813079,0.0
1619,2160.94,0.00841679,0.0
1620,2161.9,0.103514,0.0
1621,2162.87,0.0512249,0.0
1622,2163.83,0.11177,0.0
1623,2164.8,0.0470194,0.0
1624,2165.76,0.0739997,0.0
1625,2166.72,0.127636,0.0
1626,2167.69,0.0911356,0.0
1627,2168.65,0.134675,0.0
1628,2169.62,0.101351,0.0
1629,2170.58,0.125608,0.0
1630,2171.55,0.119215,0.0
1631,2172.51,0.137408,0.0
1632,2173.47,0.134654,0.0
1633,2174.44,0.129048,0.0
1634,2175.4,0.109076,0.0
1635,2176.37,0.0919762,0.0
1636,2177.33,0.113423,0.0
1637,2178.3,0.0978097,0.0
1638,2179.26,0.105645,0.0
1639,2180.22,0.125782,0.0
1640,2181.19,0.116842,0.0
1641,2182.15,0.125367,0.0
1642,2183.12,0.0976064,0.0
1643,2184.08,0.135398,0.0
1644,2185.05,0.10999,0.0
1645,2186.01,0.106768,0.0
1646,2186.97,0.13097,0.0
1647,2187.94,0.0991474,0.0
1648,2188.9,0.123562,0.0
1649,2189.87,0.107735,0.0
1650,2190.83,0.151422,0.0
1651,2191.8,0.134117,0.0
1652,2192.76,0.131591,0.0
1653,2193.72,0.139859,0.0
1654,2194.69,0.116807,0.0
1655,2195.65,0.151036,0.0
1656,2196.62,0.132396,0.0
1657,2197.58,0.146169,0.0
1658,2198.55,0.142766,0.0
1659,2199.51,0.150246,0.0
1660,2200.47,0.168309,0.0
1661,2201.44,0.145061,0.0
1662,2202.4,0.173034,0.0
1663,2203.37,0.167071,0.0
1664,2204.33,0.170595,0.0
1665,2205.3,0.156831,0.0
1666,2206.26,0.157739,0.0
1667,2207.22,0.181812,0.0
1668,2208.19,0.167647,0.0
1669,2209.15,0.195988,0.0
1670,2210.12,0.188205,0.0
1671,2211.08,0.206543,0.0
1672,2212.04,0.194037,0.0
1673,2213.01,0.1808,0.0
1674,2213.97,0.211662,0.0
1675,2214.94,0.208518,0.0
1676,2215.9,0.231188,0.0
1677,2216.87,0.220755,0.0
1678,2217.83,0.230837,0.0
1679,2218.79,0.247932,0.0
1680,2219.76,0.235765,0.0
1681,2220.72,0.25507,0.0
1682,2221.69,0.234092,0.0
