,wavenumber,experimental,CO2 v2a phase I,CO2 v2b phase I,CO2 gas,linear baseline,residue,CO2 gas experimental
1703,2241.94,0.253941,0.0,0.0,0.0,-37.5876,37.8415,0.0468295
1704,2242.9,0.293122,0.0,0.0,0.0,-37.6117,37.9048,0.0471101
1705,2243.86,0.272965,0.0,0.0,0.0,-37.6357,37.9087,0.0478588
1706,2244.83,0.270016,0.0,0.0,0.0,-37.6598,37.9299,0.0481275
1707,2245.79,0.274983,0.0,0.0,0.0,-37.6839,37.9589,0.0492336
1708,2246.76,0.266087,0.0,0.0,0.0,-37.708,37.9741,0.0493499
1709,2247.72,0.314361,0.0,0.0,0.0,-37.7321,38.0465,0.0507908
1710,2248.69,0.311686,0.0,0.0,0.0,-37.7562,38.0679,0.0508003
1711,2249.65,0.344556,0.0,0.0,0.0,-37.7803,38.1248,0.0524995
1712,2250.61,0.329552,0.0,0.0,0.0,-37.8043,38.1339,0.0526074
1713,2251.58,0.299082,0.0,0.0,0.0,-37.8284,38.1275,0.0544897
1714,2252.54,0.278893,0.0,0.0,0.0,-37.8525,38.1314,0.0547405
1715,2253.51,0.280064,0.0,0.0,0.0,-37.8766,38.1567,0.0567449
1716,2254.47,0.323174,0.0,0.0,0.0,-37.9007,38.2239,0.0571031
1717,2255.44,0.3143,0.0,0.0,0.0,-37.9248,38.2391,0.0592937
1718,2256.4,0.361786,0.0,0.0,0.0,-37.9489,38.3107,0.0598997
1719,2257.36,0.376834,0.0,0.0,0.0,-37.973,38.3498,0.0618845
1720,2258.33,0.342541,0.0,0.0,0.0,-37.9971,38.3396,0.0625064
1721,2259.29,0.34824,0.0,0.0,0.0,-38.0211,38.3694,0.0644119
1722,2260.26,0.343987,0.0,0.0,0.0,-38.0452,38.3892,0.0654113
1723,2261.22,0.393779,0.0,0.0,0.0,-38.0693,38.4631,0.0672289
1724,2262.19,0.374989,0.0,0.0,0.0,-38.0934,38.4684,0.0680768
1725,2263.15,0.381144,0.0,0.0,0.0,-38.1175,38.4986,0.0698151
1726,2264.11,0.371256,0.0,0.0,0.0,-38.1416,38.5128,0.0707405
1727,2265.08,0.366476,0.0,0.0,0.0,-38.1657,38.5321,0.0721826
1728,2266.04,0.380305,0.0,0.0,0.0,-38.1898,38.5701,0.0728908
1729,2267.01,0.372871,0.0,0.0,0.0,-38.2138,38.5867,0.0739702
1730,2267.97,0.399371,0.0,0.0,0.0,-38.2379,38.6373,0.0742166
1731,2268.94,0.371749,0.0,0.0,0.0,-38.262,38.6338,0.0748575
1732,2269.9,0.412906,0.0,0.0,0.0,-38.2861,38.699,0.0750746
1733,2270.86,0.436377,0.0,0.0,0.0,-38.3102,38.7466,0.0755578
1734,2271.83,0.409455,0.0,0.0,0.0,-38.3343,38.7437,0.0758009
1735,2272.79,0.407136,0.0,0.0,0.0,-38.3584,38.7655,0.0757019
1736,2273.76,0.37207,0.0,0.0,0.0,-38.3824,38.7545,0.0753917
1737,2274.72,0.427172,0.0,0.0,0.0,-38.4065,38.8337,0.0755085
1738,2275.69,0.415161,0.0,0.0,0.0,-38.4306,38.8458,0.0746318
1739,2276.65,0.452341,0.0,0.0,0.0,-38.4547,38.9071,0.0736733
1740,2277.61,0.455391,0.0,0.0,0.0,-38.4788,38.9342,0.0724086
1741,2278.58,0.437251,0.0,0.0,0.0,-38.5029,38.9401,0.0704215
1742,2279.54,0.477318,0.0,0.0,0.0,-38.527,39.0043,0.0686388
1743,2280.51,0.450908,0.0,0.0,0.0,-38.5511,39.002,0.0658894
1744,2281.47,0.494915,0.0,0.0,0.0,-38.5751,39.0701,0.0629358
1745,2282.44,0.448039,0.0,0.0,0.0,-38.5992,39.0473,0.0602882
1746,2283.4,0.484218,0.0,0.0,0.0,-38.6233,39.1075,0.058164
1747,2284.36,0.507062,0.0,0.0,0.0,-38.6474,39.1545,0.0626705
1748,2285.33,0.467691,0.0,0.0,0.0,-38.6715,39.1392,0.0679132
1749,2286.29,0.527446,0.0,0.0,0.0,-38.6956,39.223,0.0751119
1750,2287.26,0.489256,0.0,0.0,0.0,-38.7197,39.2089,0.0829976
1751,2288.22,0.54458,0.0,0.0,0.0,-38.7437,39.2883,0.0882918
1752,2289.19,0.523109,0.0,0.0,0.0,-38.7679,39.291,0.0983153
1753,2290.15,0.585516,0.0,0.0,0.0,-38.7919,39.3774,0.101821
1754,2291.11,0.566225,0.0,0.0,0.0,-38.816,39.3822,0.111102
1755,2292.08,0.540091,0.0,0.0,0.0,-38.8401,39.3802,0.117643
1756,2293.04,0.595128,0.0,0.0,0.0,-38.8642,39.4593,0.125398
1757,2294.01,0.583524,0.0,0.0,0.0,-38.8883,39.4718,0.137864
1758,2294.97,0.629532,0.0,0.0,0.0,-38.9124,39.5419,0.137864
1759,2295.94,0.65808,0.0,0.0,0.0,-38.9364,39.5945,0.154173
1760,2296.9,0.691298,0.0,0.0,0.0,-38.9605,39.6518,0.155554
1761,2297.86,0.695487,0.0,0.0,0.0,-38.9846,39.6801,0.168432
1762,2298.83,0.683979,0.0,0.0,0.0,-39.0087,39.6927,0.172795
1763,2299.79,0.725853,0.0,0.0,0.0,-39.0328,39.7586,0.182171
1764,2300.76,0.71709,0.0,0.0,0.0,-39.0569,39.774,0.201398
1765,2301.72,0.770493,0.0,0.0,0.0,-39.081,39.8515,0.197613
1766,2302.69,0.743076,0.0,0.0,0.0,-39.105,39.8481,0.218681
1767,2303.65,0.763766,0.0,0.0,0.0,-39.1292,39.8929,0.213001
1768,2304.61,0.760905,0.0,0.0,0.0,-39.1532,39.9141,0.237189
1769,2305.58,0.738823,0.0,0.0,0.0,-39.1773,39.9161,0.246003
1770,2306.54,0.754435,0.0,0.0,0.0,-39.2014,39.9558,0.279037
1771,2307.51,0.762363,0.0,0.0,0.0,-39.2255,39.9879,0.295231
1772,2308.47,0.782632,0.0,0.0,0.0,-39.2496,40.0322,0.316462
1773,2309.44,0.802492,0.0,0.0,0.0,-39.2737,40.0762,0.345372
1774,2310.4,0.775824,0.0,0.0,0.0,-39.2977,40.0736,0.351615
1775,2311.36,0.868969,0.0,0.0,0.0,-39.3218,40.1908,0.390086
1776,2312.33,0.820787,0.0,0.0,0.0,-39.3459,40.1667,0.381187
1777,2313.29,0.904595,0.0,0.0,0.0,-39.37,40.2746,0.416433
1778,2314.26,0.853796,0.0,0.0,0.0,-39.3941,40.2479,0.403259
1779,2315.22,0.977807,0.0,0.0,0.0,-39.4182,40.396,0.435994
1780,2316.19,0.918638,0.0,0.0,0.0,-39.4423,40.3609,0.437802
1781,2317.15,0.967239,0.0,0.0,0.0,-39.4664,40.4336,0.484383
1782,2318.11,0.97261,0.0,0.0,0.0,-39.4905,40.4631,0.498479
1783,2319.08,1.00432,0.0,0.0,0.0,-39.5145,40.5189,0.550281
1784,2320.04,1.06282,0.0,0.0,0.0,-39.5386,40.6014,0.573332
1785,2321.01,1.07609,0.0,0.0,0.0,-39.5627,40.6388,0.619448
1786,2321.97,1.14308,0.0,0.0,0.0,-39.5868,40.7299,0.635494
1787,2322.94,1.12449,0.0,0.0,0.0,-39.6109,40.7354,0.668927
1788,2323.9,1.22034,0.0,0.0,0.0,-39.635,40.8553,0.687933
1789,2324.86,1.31828,0.0,0.0,0.0,-39.6591,40.9773,0.711918
1790,2325.83,1.30887,0.0,0.0,0.0,-39.6831,40.992,0.722747
1791,2326.79,1.34014,0.0,0.0,0.0,-39.7072,41.0474,0.758511
1792,2327.76,1.36267,0.0,0.0,0.0,-39.7313,41.094,0.780871
1793,2328.72,1.39914,0.0,0.0,0.0,-39.7554,41.1546,0.806035
1794,2329.69,1.44667,0.0,0.0,0.0,-39.7795,41.2262,0.823031
1795,2330.65,1.47759,0.0,0.0,0.0,-39.8036,41.2812,0.836926
1796,2331.61,1.5455,0.0,0.0,0.0,-39.8277,41.3732,0.849119
1797,2332.58,1.59622,0.0,0.0,0.0,-39.8518,41.448,0.855314
1798,2333.54,1.66586,0.0,0.0,0.0,-39.8758,41.5417,0.860106
1799,2334.51,1.71022,0.0,0.0,0.0,-39.8999,41.6101,0.855809
1800,2335.47,1.79306,0.0,0.0,0.0,-39.924,41.7171,0.870634
1801,2336.44,1.89517,0.0,0.0,0.0,-39.9481,41.8433,0.914142
1802,2337.4,1.98399,0.0,0.0,0.0,-39.9722,41.9562,0.911023
1803,2338.36,2.07188,0.0,0.0,0.0,-39.9963,42.0682,0.900724
1804,2339.33,2.20393,0.0,0.0,0.0,-40.0204,42.2243,0.919802
1805,2340.29,2.28863,0.0,0.0,0.0,-40.0445,42.3331,0.945757
1806,2341.26,2.3937,0.0,0.0,0.0,-40.0685,42.4622,0.964425
1807,2342.22,2.47899,0.0,0.0,0.0,-40.0926,42.5716,0.96807
1808,2343.19,2.59527,0.0,0.0,0.0,-40.1167,42.712,0.959326
1809,2344.15,2.72834,0.0,0.0,0.0,-40.1408,42.8691,0.931146
1810,2345.11,2.81705,0.0,0.0,0.0,-40.1649,42.9819,0.892298
1811,2346.08,2.85337,0.0,0.0,0.0,-40.189,43.0423,0.819805
1812,2347.04,2.91387,0.0,0.0,0.0,-40.2131,43.1269,0.727342
1813,2348.01,2.95849,0.0,0.0,0.0,-40.2371,43.1956,0.601685
1814,2348.97,3.00349,0.0,0.0,0.0,-40.2612,43.2647,0.538326
1815,2349.94,3.15323,0.0,0.0,0.0,-40.2853,43.4386,0.621305
1816,2350.9,3.39665,0.0,0.0,0.0,-40.3094,43.7061,0.728629
1817,2351.86,3.65306,0.0,0.0,0.0,-40.3335,43.9866,0.830057
1818,2352.83,3.87776,0.0,0.0,0.0,-40.3576,44.2354,0.922364
1819,2353.79,4.08273,0.0,0.0,0.0,-40.3817,44.4644,0.994552
1820,2354.76,4.3185,0.0,0.0,0.0,-40.4058,44.7243,1.0497
1821,2355.72,4.53088,0.0,0.0,0.0,-40.4298,44.9607,1.13117
1822,2356.69,4.75748,0.0,0.0,0.0,-40.4539,45.2114,1.20164
1823,2357.65,4.97792,0.0,0.0,0.0,-40.478,45.4559,1.2427
1824,2358.61,5.19911,0.0,0.0,0.0,-40.5021,45.7012,1.25211
1825,2359.58,5.4114,0.0,0.0,0.0,-40.5262,45.9376,1.28283
1826,2360.54,5.65788,0.0,0.0,0.0,-40.5503,46.2082,1.28564
1827,2361.51,5.9837,0.0,0.0,0.0,-40.5744,46.5581,1.26646
1828,2362.47,6.36256,0.0,0.0,0.0,-40.5984,46.961,1.2521
1829,2363.44,6.8213,0.0,0.0,0.0,-40.6226,47.4439,1.23705
1830,2364.4,7.28193,0.0,0.0,0.0,-40.6466,47.9286,1.19805
1831,2365.36,7.77149,0.0,0.0,0.0,-40.6707,48.4422,1.16019
1832,2366.33,8.35455,0.0,0.0,0.0,-40.6948,49.0493,1.10753
1833,2367.29,8.85846,0.0,0.0,0.0,-40.7189,49.5774,1.05326
1834,2368.26,9.30479,0.0,0.0,0.0,-40.743,50.0478,0.994889
1835,2369.22,9.58463,0.0,0.0,0.0,-40.7671,50.3517,0.931974
1836,2370.19,9.73205,0.0,0.0,0.0,-40.7912,50.5232,0.866191
1837,2371.15,9.69303,0.0,0.0,0.0,-40.8152,50.5083,0.800515
1838,2372.11,9.49602,0.0,0.0,0.0,-40.8393,50.3353,0.733623
1839,2373.08,9.22551,0.0,0.0,0.0,-40.8634,50.0889,0.667365
1840,2374.04,8.88194,0.0,0.0,0.0,-40.8875,49.7694,0.602683
1841,2375.01,8.48306,0.0,0.0,0.0,-40.9116,49.3946,0.540623
1842,2375.97,8.06267,0.0,0.0,0.0,-40.9357,48.9983,0.481111
1843,2376.93,7.66499,0.0,0.0,0.0,-40.9597,48.6247,0.424566
1844,2377.9,7.20924,0.0,0.0,0.0,-40.9839,48.1931,0.371486
1845,2378.86,6.74631,0.0,0.0,0.0,-41.0079,47.7542,0.321591
1846,2379.83,6.34252,0.0,0.0,0.0,-41.032,47.3745,0.274819
1847,2380.79,5.93869,0.0,0.0,0.0,-41.0561,46.9948,0.230975
1848,2381.76,5.58015,0.0,0.0,0.0,-41.0802,46.6603,0.190679
1849,2382.72,5.20522,0.0,0.0,0.0,-41.1043,46.3095,0.154263
1850,2383.68,4.87974,0.0,0.0,0.0,-41.1284,46.0081,0.123295
1851,2384.65,4.58414,0.0,0.0,0.0,-41.1525,45.7366,0.0982048
1852,2385.61,4.30239,0.0,0.0,0.0,-41.1765,45.4789,0.079484
1853,2386.58,4.03359,0.0,0.0,0.0,-41.2006,45.2342,0.0659273
1854,2387.54,3.75018,0.0,0.0,0.0,-41.2247,44.9749,0.0568652
1855,2388.51,3.51175,0.0,0.0,0.0,-41.2488,44.7606,0.0509631
1856,2389.47,3.301,0.0,0.0,0.0,-41.2729,44.5739,0.0476283
1857,2390.43,3.09055,0.0,0.0,0.0,-41.297,44.3875,0.0457241
1858,2391.4,2.90603,0.0,0.0,0.0,-41.3211,44.2271,0.0448149
1859,2392.36,2.7162,0.0,0.0,0.0,-41.3452,44.0614,0.0440683
1860,2393.33,2.57223,0.0,0.0,0.0,-41.3692,43.9415,0.0437879
1861,2394.29,2.43018,0.0,0.0,0.0,-41.3933,43.8235,0.0436767
1862,2395.26,2.30819,0.0,0.0,0.0,-41.4174,43.7256,0.0438033
1863,2396.22,2.15502,0.0,0.0,0.0,-41.4415,43.5965,0.0436851
1864,2397.18,2.05038,0.0,0.0,0.0,-41.4656,43.516,0.0437279
1865,2398.15,1.95897,0.0,0.0,0.0,-41.4897,43.4486,0.0435905
1866,2399.11,1.86747,0.0,0.0,0.0,-41.5138,43.3812,0.043638
1867,2400.08,1.80619,0.0,0.0,0.0,-41.5378,43.344,0.043635
1868,2401.04,1.73565,0.0,0.0,0.0,-41.5619,43.2976,0.0438261
1869,2402.01,1.68786,0.0,0.0,0.0,-41.586,43.2739,0.0437914
1870,2402.97,1.63159,0.0,0.0,0.0,-41.6101,43.2417,0.0438183
1871,2403.93,1.58367,0.0,0.0,0.0,-41.6342,43.2179,0.0436975
1872,2404.9,1.56364,0.0,0.0,0.0,-41.6583,43.2219,0.0437676
1873,2405.86,1.53284,0.0,0.0,0.0,-41.6824,43.2152,0.0436787
1874,2406.83,1.52019,0.0,0.0,0.0,-41.7065,43.2266,0.0438232
1875,2407.79,1.47945,0.0,0.0,0.0,-41.7305,43.21,0.0437502
1876,2408.76,1.4514,0.0,0.0,0.0,-41.7546,43.206,0.0437599
1877,2409.72,1.43756,0.0,0.0,0.0,-41.7787,43.2163,0.0436936
1878,2410.68,1.44361,0.0,0.0,0.0,-41.8028,43.2464,0.0437909
1879,2411.65,1.42696,0.0,0.0,0.0,-41.8269,43.2538,0.0436857
1880,2412.61,1.43067,0.0,0.0,0.0,-41.851,43.2817,0.0438
1881,2413.58,1.42429,0.0,0.0,0.0,-41.8751,43.2994,0.0438035
1882,2414.54,1.38416,0.0,0.0,0.0,-41.8991,43.2833,0.0439218
1883,2415.51,1.38027,0.0,0.0,0.0,-41.9232,43.3035,0.0439188
1884,2416.47,1.39021,0.0,0.0,0.0,-41.9473,43.3375,0.0439477
1885,2417.43,1.39605,0.0,0.0,0.0,-41.9714,43.3675,0.0437675
1886,2418.4,1.40057,0.0,0.0,0.0,-41.9955,43.3961,0.0438104
1887,2419.36,1.39455,0.0,0.0,0.0,-42.0196,43.4142,0.0437149
1888,2420.33,1.4054,0.0,0.0,0.0,-42.0437,43.4491,0.0437192
1889,2421.29,1.39296,0.0,0.0,0.0,-42.0678,43.4607,0.0436731
1890,2422.26,1.37851,0.0,0.0,0.0,-42.0918,43.4703,0.0438387
1891,2423.22,1.33988,0.0,0.0,0.0,-42.1159,43.4558,0.0437972
1892,2424.18,1.33353,0.0,0.0,0.0,-42.14,43.4736,0.043764
1893,2425.15,1.36683,0.0,0.0,0.0,-42.1641,43.5309,0.0438717
1894,2426.11,1.37194,0.0,0.0,0.0,-42.1882,43.5601,0.0440849
1895,2427.08,1.35388,0.0,0.0,0.0,-42.2123,43.5662,0.0439157
1896,2428.04,1.35078,0.0,0.0,0.0,-42.2364,43.5871,0.0439279
1897,2429.01,1.35036,0.0,0.0,0.0,-42.2605,43.6108,0.0438535
1898,2429.97,1.34334,0.0,0.0,0.0,-42.2845,43.6279,0.0439024
1899,2430.93,1.34347,0.0,0.0,0.0,-42.3086,43.6521,0.0438053
1900,2431.9,1.3443,0.0,0.0,0.0,-42.3327,43.677,0.043964
1901,2432.86,1.34002,0.0,0.0,0.0,-42.3568,43.6968,0.0439342
1902,2433.83,1.33605,0.0,0.0,0.0,-42.3809,43.717,0.0439407
1903,2434.79,1.33007,0.0,0.0,0.0,-42.405,43.7351,0.0438541
1904,2435.76,1.32604,0.0,0.0,0.0,-42.4291,43.7551,0.0438766
1905,2436.72,1.3202,0.0,0.0,0.0,-42.4531,43.7733,0.0438073
1906,2437.68,1.33574,0.0,0.0,0.0,-42.4772,43.813,0.0439403
1907,2438.65,1.3322,0.0,0.0,0.0,-42.5013,43.8335,0.0439045
1908,2439.61,1.32101,0.0,0.0,0.0,-42.5254,43.8464,0.0440504
1909,2440.58,1.31673,0.0,0.0,0.0,-42.5495,43.8662,0.0439497
1910,2441.54,1.30959,0.0,0.0,0.0,-42.5736,43.8832,0.0439626
1911,2442.51,1.30656,0.0,0.0,0.0,-42.5977,43.9042,0.0439455
1912,2443.47,1.31831,0.0,0.0,0.0,-42.6218,43.9401,0.0440059
1913,2444.43,1.30419,0.0,0.0,0.0,-42.6459,43.9501,0.0439176
1914,2445.4,1.28758,0.0,0.0,0.0,-42.6699,43.9575,0.0439101
1915,2446.36,1.29282,0.0,0.0,0.0,-42.694,43.9868,0.0438924
1916,2447.33,1.29393,0.0,0.0,0.0,-42.7181,44.012,0.0440712
1917,2448.29,1.29843,0.0,0.0,0.0,-42.7422,44.0406,0.0439931
1918,2449.26,1.29669,0.0,0.0,0.0,-42.7663,44.063,0.0440165
1919,2450.22,1.28502,0.0,0.0,0.0,-42.7904,44.0754,0.043886
1920,2451.18,1.2844,0.0,0.0,0.0,-42.8145,44.0989,0.0439284
1921,2452.15,1.28992,0.0,0.0,0.0,-42.8386,44.1285,0.0438771
1922,2453.11,1.31058,0.0,0.0,0.0,-42.8626,44.1732,0.04391
1923,2454.08,1.28922,0.0,0.0,0.0,-42.8867,44.1759,0.0438445
1924,2455.04,1.27799,0.0,0.0,0.0,-42.9108,44.1888,0.0439674
1925,2456.01,1.27474,0.0,0.0,0.0,-42.9349,44.2096,0.0440056
1926,2456.97,1.27729,0.0,0.0,0.0,-42.959,44.2363,0.0440807
1927,2457.93,1.27662,0.0,0.0,0.0,-42.9831,44.2597,0.0439843
1928,2458.9,1.2873,0.0,0.0,0.0,-43.0072,44.2945,0.0440597
1929,2459.86,1.3066,0.0,0.0,0.0,-43.0312,44.3378,0.0439345
1930,2460.83,1.30825,0.0,0.0,0.0,-43.0553,44.3636,0.043994
1931,2461.79,1.28363,0.0,0.0,0.0,-43.0794,44.3631,0.0440473
1932,2462.76,1.26874,0.0,0.0,0.0,-43.1035,44.3722,0.0439703
1933,2463.72,1.27716,0.0,0.0,0.0,-43.1276,44.4048,0.0437485
1934,2464.68,1.2934,0.0,0.0,0.0,-43.1517,44.4451,0.0438297
1935,2465.65,1.28072,0.0,0.0,0.0,-43.1758,44.4565,0.0438342
1936,2466.61,1.28117,0.0,0.0,0.0,-43.1999,44.481,0.043871
1937,2467.58,1.29977,0.0,0.0,0.0,-43.2239,44.5237,0.0437651
1938,2468.54,1.29499,0.0,0.0,0.0,-43.248,44.543,0.0438149
1939,2469.51,1.28099,0.0,0.0,0.0,-43.2721,44.5531,0.0437646
1940,2470.47,1.30686,0.0,0.0,0.0,-43.2962,44.6031,0.0437953
1941,2471.43,1.30542,0.0,0.0,0.0,-43.3203,44.6257,0.0437148
1942,2472.4,1.29486,0.0,0.0,0.0,-43.3444,44.6392,0.0438186
1943,2473.36,1.29538,0.0,0.0,0.0,-43.3685,44.6638,0.0439123
1944,2474.33,1.30047,0.0,0.0,0.0,-43.3925,44.693,0.0440506
1945,2475.29,1.28898,0.0,0.0,0.0,-43.4166,44.7056,0.0439441
1946,2476.26,1.28924,0.0,0.0,0.0,-43.4407,44.73,0.0439573
1947,2477.22,1.31097,0.0,0.0,0.0,-43.4648,44.7758,0.0439371
1948,2478.18,1.32776,0.0,0.0,0.0,-43.4889,44.8167,0.0439999
1949,2479.15,1.32564,0.0,0.0,0.0,-43.513,44.8386,0.0438891
1950,2480.11,1.31523,0.0,0.0,0.0,-43.5371,44.8523,0.0439112
1951,2481.08,1.30622,0.0,0.0,0.0,-43.5612,44.8674,0.04387
1952,2482.04,1.31615,0.0,0.0,0.0,-43.5852,44.9014,0.043992
1953,2483.01,1.33115,0.0,0.0,0.0,-43.6093,44.9405,0.0439187
1954,2483.97,1.35548,0.0,0.0,0.0,-43.6334,44.9889,0.0439131
1955,2484.93,1.35613,0.0,0.0,0.0,-43.6575,45.0136,0.0437547
1956,2485.9,1.34221,0.0,0.0,0.0,-43.6816,45.0238,0.0437891
1957,2486.86,1.33412,0.0,0.0,0.0,-43.7057,45.0398,0.0437946
1958,2487.83,1.35082,0.0,0.0,0.0,-43.7298,45.0806,0.0438099
1959,2488.79,1.35962,0.0,0.0,0.0,-43.7538,45.1135,0.0438043
1960,2489.76,1.35398,0.0,0.0,0.0,-43.7779,45.1319,0.0438735
1961,2490.72,1.36817,0.0,0.0,0.0,-43.802,45.1702,0.0437612
1962,2491.68,1.3943,0.0,0.0,0.0,-43.8261,45.2204,0.0438027
1963,2492.65,1.38253,0.0,0.0,0.0,-43.8502,45.2327,0.0437349
1964,2493.61,1.36762,0.0,0.0,0.0,-43.8743,45.2419,0.0437903
1965,2494.58,1.37801,0.0,0.0,0.0,-43.8984,45.2764,0.0437652
1966,2495.54,1.40216,0.0,0.0,0.0,-43.9225,45.3246,0.0439153
1967,2496.51,1.3874,0.0,0.0,0.0,-43.9465,45.3339,0.0439634
1968,2497.47,1.3876,0.0,0.0,0.0,-43.9706,45.3582,0.0439507
1969,2498.43,1.41863,0.0,0.0,0.0,-43.9947,45.4134,0.0438185
1970,2499.4,1.42962,0.0,0.0,0.0,-44.0188,45.4484,0.04384
1971,2500.36,1.43589,0.0,0.0,0.0,-44.0429,45.4788,0.043715
1972,2501.33,1.43764,0.0,0.0,0.0,-44.067,45.5046,0.0436838
1973,2502.29,1.43248,0.0,0.0,0.0,-44.0911,45.5236,0.0436838
1974,2503.26,1.44175,0.0,0.0,0.0,-44.1152,45.5569,0.0437636
1975,2504.22,1.44322,0.0,0.0,0.0,-44.1392,45.5824,0.0437376
1976,2505.18,1.44989,0.0,0.0,0.0,-44.1633,45.6132,0.0439443
1977,2506.15,1.44541,0.0,0.0,0.0,-44.1874,45.6328,0.0440085
1978,2507.11,1.44595,0.0,0.0,0.0,-44.2115,45.6574,0.0440763
1979,2508.08,1.4546,0.0,0.0,0.0,-44.2356,45.6902,0.0440258
1980,2509.04,1.47516,0.0,0.0,0.0,-44.2597,45.7348,0.044018
1981,2510.01,1.46755,0.0,0.0,0.0,-44.2838,45.7513,0.043784
1982,2510.97,1.4531,0.0,0.0,0.0,-44.3078,45.7609,0.0438
1983,2511.93,1.45244,0.0,0.0,0.0,-44.3319,45.7844,0.0437089
1984,2512.9,1.46051,0.0,0.0,0.0,-44.356,45.8165,0.043768
1985,2513.86,1.45174,0.0,0.0,0.0,-44.3801,45.8318,0.0438031
1986,2514.83,1.44474,0.0,0.0,0.0,-44.4042,45.849,0.0439399
1987,2515.79,1.4549,0.0,0.0,0.0,-44.4283,45.8832,0.0438028
1988,2516.76,1.45262,0.0,0.0,0.0,-44.4524,45.905,0.0438435
1989,2517.72,1.45324,0.0,0.0,0.0,-44.4765,45.9297,0.0438592
1990,2518.68,1.46139,0.0,0.0,0.0,-44.5006,45.9619,0.0438691
1991,2519.65,1.44938,0.0,0.0,0.0,-44.5246,45.974,0.0436237
1992,2520.61,1.44772,0.0,0.0,0.0,-44.5487,45.9964,0.0434888
1993,2521.58,1.46757,0.0,0.0,0.0,-44.5728,46.0404,0.043524
1994,2522.54,1.46846,0.0,0.0,0.0,-44.5969,46.0654,0.043745
1995,2523.51,1.4673,0.0,0.0,0.0,-44.621,46.0883,0.0436846
1996,2524.47,1.48548,0.0,0.0,0.0,-44.6451,46.1305,0.0437455
1997,2525.43,1.48701,0.0,0.0,0.0,-44.6692,46.1562,0.0437156
1998,2526.4,1.4804,0.0,0.0,0.0,-44.6933,46.1737,0.0437645
1999,2527.36,1.49874,0.0,0.0,0.0,-44.7173,46.2161,0.0436388
2000,2528.33,1.51914,0.0,0.0,0.0,-44.7414,46.2606,0.0436781
2001,2529.29,1.52794,0.0,0.0,0.0,-44.7655,46.2935,0.0437012
2002,2530.26,1.53115,0.0,0.0,0.0,-44.7896,46.3207,0.0437807
2003,2531.22,1.54196,0.0,0.0,0.0,-44.8137,46.3556,0.0438082
2004,2532.18,1.55057,0.0,0.0,0.0,-44.8378,46.3884,0.0438819
2005,2533.15,1.53523,0.0,0.0,0.0,-44.8619,46.3971,0.0438699
2006,2534.11,1.55654,0.0,0.0,0.0,-44.8859,46.4425,0.0438384
2007,2535.08,1.56973,0.0,0.0,0.0,-44.91,46.4798,0.0436971
2008,2536.04,1.5738,0.0,0.0,0.0,-44.9341,46.5079,0.0435859
2009,2537.01,1.55073,0.0,0.0,0.0,-44.9582,46.5089,0.0434612
2010,2537.97,1.54864,0.0,0.0,0.0,-44.9823,46.5309,0.0436057
2011,2538.93,1.55222,0.0,0.0,0.0,-45.0064,46.5586,0.0436695
2012,2539.9,1.54258,0.0,0.0,0.0,-45.0305,46.5731,0.0438796
2013,2540.86,1.54135,0.0,0.0,0.0,-45.0546,46.5959,0.0438418
2014,2541.83,1.54771,0.0,0.0,0.0,-45.0786,46.6263,0.0437149
2015,2542.79,1.58122,0.0,0.0,0.0,-45.1027,46.684,0.0435517
2016,2543.76,1.58997,0.0,0.0,0.0,-45.1268,46.7168,0.0434874
2017,2544.72,1.56941,0.0,0.0,0.0,-45.1509,46.7203,0.0434926
2018,2545.68,1.57599,0.0,0.0,0.0,-45.175,46.751,0.0437174
2019,2546.65,1.60886,0.0,0.0,0.0,-45.1991,46.8079,0.0436569
2020,2547.61,1.63933,0.0,0.0,0.0,-45.2232,46.8625,0.0436685
2021,2548.58,1.6326,0.0,0.0,0.0,-45.2472,46.8798,0.0438419
2022,2549.54,1.61884,0.0,0.0,0.0,-45.2713,46.8902,0.0439528
2023,2550.51,1.5837,0.0,0.0,0.0,-45.2954,46.8791,0.043899
2024,2551.47,1.57375,0.0,0.0,0.0,-45.3195,46.8933,0.043848
2025,2552.43,1.59597,0.0,0.0,0.0,-45.3436,46.9396,0.0436912
2026,2553.4,1.6159,0.0,0.0,0.0,-45.3677,46.9836,0.0436444
2027,2554.36,1.61291,0.0,0.0,0.0,-45.3918,47.0047,0.043568
2028,2555.33,1.60115,0.0,0.0,0.0,-45.4159,47.017,0.0436982
2029,2556.29,1.63655,0.0,0.0,0.0,-45.4399,47.0765,0.0436772
2030,2557.26,1.63688,0.0,0.0,0.0,-45.464,47.1009,0.0437797
2031,2558.22,1.62713,0.0,0.0,0.0,-45.4881,47.1153,0.043891
2032,2559.18,1.64371,0.0,0.0,0.0,-45.5122,47.1559,0.0439347
2033,2560.15,1.64783,0.0,0.0,0.0,-45.5363,47.1841,0.0438553
2034,2561.11,1.66371,0.0,0.0,0.0,-45.5604,47.2241,0.043889
2035,2562.08,1.64864,0.0,0.0,0.0,-45.5845,47.2331,0.0437953
2036,2563.04,1.66906,0.0,0.0,0.0,-45.6085,47.2776,0.0438797
2037,2564.01,1.69203,0.0,0.0,0.0,-45.6327,47.3247,0.0439237
2038,2564.97,1.67647,0.0,0.0,0.0,-45.6567,47.3332,0.0438965
