Spectra_filename, Number_in_fun_name, Function_full_name, FunctionType, Area, Center, FWHM, shape, GaussianFWHM, LorentzianFWHM,  gwidth, height,  --- Created at Fri Jun  5 15:53:30 2020 ---
FN7112 vertical profile at 18750 through CO2 max 30 microns0001.CSV, 0001, Spec0001_Voigt3, Voigt3, 8.0676218245269, 2423.5870486177, 33.277250033268, 0, 33.277250033268, 0, 19.985025358874, 0.22775396369366, 
FN7112 vertical profile at 18750 through CO2 max 30 microns0002.CSV, 0002, Spec0002_Voigt3, Voigt3, 9.7870517821982, 2424.3720793215, 34.862533519058, 0, 34.862533519058, 0, 20.937085118405, 0.26373075794343, 
FN7112 vertical profile at 18750 through CO2 max 30 microns0003.CSV, 0003, Spec0003_Voigt3, Voigt3, 10.450244813373, 2426.4189129935, 38.384825674943, 0, 38.384825674943, 0, 23.052437137768, 0.25576124280665, 
FN7112 vertical profile at 18750 through CO2 max 30 microns0004.CSV, 0004, Spec0004_Voigt3, Voigt3, 10.92212503618, 2425.5934167481, 37.230458221329, 0, 37.230458221329, 0, 22.359168829513, 0.27559834433875, 
FN7112 vertical profile at 18750 through CO2 max 30 microns0005.CSV, 0005, Spec0005_Voigt3, Voigt3, 10.492646396775, 2425.6826046519, 36.288186589955, 0, 36.288186589955, 0, 21.793277043709, 0.27163617911789, 
FN7112 vertical profile at 18750 through CO2 max 30 microns0006.CSV, 0006, Spec0006_Voigt3, Voigt3, 11.347906792711, 2425.7672317289, 38.930576315773, 0, 38.930576315773, 0, 23.380193799923, 0.27383740380978, 
FN7112 vertical profile at 18750 through CO2 max 30 microns0007.CSV, 0007, Spec0007_Voigt3, Voigt3, 11.075467401126, 2425.3319298865, 37.283668491381, 0, 37.283668491381, 0, 22.391124853381, 0.27906878847997, 
FN7112 vertical profile at 18750 through CO2 max 30 microns0008.CSV, 0008, Spec0008_Voigt3, Voigt3, 11.491200530905, 2425.1158590719, 37.738115351725, 0, 37.738115351725, 0, 22.664048007162, 0.28605730153791, 
FN7112 vertical profile at 18750 through CO2 max 30 microns0009.CSV, 0009, Spec0009_Voigt3, Voigt3, 11.751149439804, 2424.7513234085, 37.02747066796, 0, 37.02747066796, 0, 22.237262379985, 0.29814267537541, 
FN7112 vertical profile at 18750 through CO2 max 30 microns0010.CSV, 0010, Spec0010_Voigt3, Voigt3, 10.753358334223, 2423.7081780074, 35.213741699028, 0, 35.213741699028, 0, 21.14800712596, 0.28687967842191, 
FN7112 vertical profile at 18750 through CO2 max 30 microns0011.CSV, 0011, Spec0011_Voigt3, Voigt3, 11.857854463995, 2425.5322875769, 37.962326724585, 0, 37.962326724585, 0, 22.798700659286, 0.29344123023982, 
FN7112 vertical profile at 18750 through CO2 max 30 microns0012.CSV, 0012, Spec0012_Voigt3, Voigt3, 11.778249902433, 2424.5247968057, 37.109806571897, 0, 37.109806571897, 0, 22.286710129618, 0.2981672333374, 
FN7112 vertical profile at 18750 through CO2 max 30 microns0013.CSV, 0013, Spec0013_Voigt3, Voigt3, 13.063116942177, 2425.3747856213, 39.875165217644, 0, 39.875165217644, 0, 23.947477248487, 0.30775999114852, 
FN7112 vertical profile at 18750 through CO2 max 30 microns0014.CSV, 0014, Spec0014_Voigt3, Voigt3, 11.538255984112, 2423.4261710492, 35.17223828786, 0, 35.17223828786, 0, 21.123081787363, 0.30818252185448, 
FN7112 vertical profile at 18750 through CO2 max 30 microns0015.CSV, 0015, Spec0015_Voigt3, Voigt3, 13.19397994947, 2424.7070030495, 39.00164680835, 0, 39.00164680835, 0, 23.422875980542, 0.31780499314412, 
FN7112 vertical profile at 18750 through CO2 max 30 microns0016.CSV, 0016, Spec0016_Voigt3, Voigt3, 12.286891517314, 2423.6064621304, 36.503584109629, 0, 36.503584109629, 0, 21.922636437548, 0.31620909530534, 
FN7112 vertical profile at 18750 through CO2 max 30 microns0017.CSV, 0017, Spec0017_Voigt3, Voigt3, 12.780327774028, 2423.2064112074, 36.133079704393, 0, 36.133079704393, 0, 21.700125865707, 0.33228049959792, 
