Spectra_filename, Number_in_fun_name, Function_full_name, FunctionType, Area, Center, FWHM, shape, GaussianFWHM, LorentzianFWHM,  gwidth, height,  --- Created at Sat Jun  6 20:56:36 2020 ---
FN7114 line across CO2 30 microns0001.CSV, 0001, Spec0001_Voigt1, Voigt1, 110.24751763189, 2369.496260415, 10.632941438555, 0, 10.632941438555, 0, 6.3857321165815, 9.7405445983672, 
FN7114 line across CO2 30 microns0002.CSV, 0002, Spec0002_Voigt1, Voigt1, 109.759086451, 2369.4136060659, 11.044446685315, 0, 11.044446685315, 0, 6.6328662031895, 9.3360756512206, 
FN7114 line across CO2 30 microns0003.CSV, 0003, Spec0003_Voigt1, Voigt1, 107.07738266921, 2369.3603221739, 10.789579472688, 0, 10.789579472688, 0, 6.4798028430142, 9.3231156257041, 
FN7114 line across CO2 30 microns0004.CSV, 0004, Spec0004_Voigt1, Voigt1, 109.4919966608, 2369.3054571916, 10.921210634337, 0, 10.921210634337, 0, 6.5588554119895, 9.4184499400625, 
FN7114 line across CO2 30 microns0005.CSV, 0005, Spec0005_Voigt1, Voigt1, 111.71618683341, 2369.307816916, 10.964001816609, 0, 10.964001816609, 0, 6.5845541359524, 9.5722679375651, 
FN7114 line across CO2 30 microns0006.CSV, 0006, Spec0006_Voigt1, Voigt1, 112.71655896262, 2369.283011863, 10.924599991941, 0, 10.924599991941, 0, 6.5608909286745, 9.6928171390657, 
FN7114 line across CO2 30 microns0007.CSV, 0007, Spec0007_Voigt1, Voigt1, 115.42382932435, 2369.2929093022, 10.966099491417, 0, 10.966099491417, 0, 6.5858139180612, 9.8880610310623, 
FN7114 line across CO2 30 microns0008.CSV, 0008, Spec0008_Voigt1, Voigt1, 119.87792892821, 2369.2631213938, 11.066716425728, 0, 11.066716425728, 0, 6.6462405453133, 10.176262264365, 
FN7114 line across CO2 30 microns0009.CSV, 0009, Spec0009_Voigt1, Voigt1, 117.3133149544, 2369.2029683984, 10.966752542997, 0, 10.966752542997, 0, 6.5862061155046, 10.049329923492, 
FN7114 line across CO2 30 microns0010.CSV, 0010, Spec0010_Voigt1, Voigt1, 115.1338377575, 2369.2058277062, 10.982879146216, 0, 10.982879146216, 0, 6.5958911277567, 9.8481491677178, 
FN7114 line across CO2 30 microns0011.CSV, 0011, Spec0011_Voigt1, Voigt1, 110.88219426367, 2369.2313028761, 10.994172640032, 0, 10.994172640032, 0, 6.6026735620045, 9.4747356316447, 
FN7114 line across CO2 30 microns0012.CSV, 0012, Spec0012_Voigt1, Voigt1, 102.68929508587, 2369.2694388726, 11.032702351616, 0, 11.032702351616, 0, 6.6258130119984, 8.7440194027409, 
FN7114 line across CO2 30 microns0013.CSV, 0013, Spec0013_Voigt1, Voigt1, 96.765443684324, 2369.3407319973, 11.093143159618, 0, 11.093143159618, 0, 6.6621114164465, 8.1947086245686, 
FN7114 line across CO2 30 microns0014.CSV, 0014, Spec0014_Voigt1, Voigt1, 92.711775144701, 2369.4291537139, 11.024679273338, 0, 11.024679273338, 0, 6.620994662445, 7.900176138343, 
FN7114 line across CO2 30 microns0015.CSV, 0015, Spec0015_Voigt1, Voigt1, 90.385364672161, 2369.4796956721, 11.006550273535, 0, 11.006550273535, 0, 6.6101070884887, 7.7146234772836, 
FN7114 line across CO2 30 microns0016.CSV, 0016, Spec0016_Voigt1, Voigt1, 89.15162637055, 2369.5627416475, 11.209843046887, 0, 11.209843046887, 0, 6.7321968412973, 7.4713241659987, 
FN7114 line across CO2 30 microns0017.CSV, 0017, Spec0017_Voigt1, Voigt1, 76.150161442975, 2369.6720540847, 11.298714389429, 0, 11.298714389429, 0, 6.7855695218103, 6.3315441474909, 
FN7114 line across CO2 30 microns0018.CSV, 0018, Spec0018_Voigt1, Voigt1, 67.384281029422, 2369.6634014762, 11.199627063397, 0, 11.199627063397, 0, 6.7260615179484, 5.6522697394672, 
