Spectra_filename, Number_in_fun_name, Function_full_name, FunctionType, Area, Center, FWHM, shape, GaussianFWHM, LorentzianFWHM,  gwidth, height,  --- Created at Sat Jun  6 20:56:36 2020 ---
FN7114 line across CO2 30 microns0041.CSV, 0041, Spec0041_Voigt3, Voigt3, 10.594210309665, 2410, 61.941833360711, 0, 61.941833360711, 0, 37.199862045433, 0.1606765048714, 
FN7114 line across CO2 30 microns0042.CSV, 0042, Spec0042_Voigt3, Voigt3, 8.244665867149, 2410, 60.26733397348, 0, 60.26733397348, 0, 36.194222676682, 0.12851650933734, 
FN7114 line across CO2 30 microns0043.CSV, 0043, Spec0043_Voigt3, Voigt3, 7.7453935121242, 2410, 63.704882917236, 0, 63.704882917236, 0, 38.258681210505, 0.11421906669768, 
FN7114 line across CO2 30 microns0044.CSV, 0044, Spec0044_Voigt3, Voigt3, 7.5321059906894, 2410, 66.604368892616, 0, 66.604368892616, 0, 40, 0.10623840621772, 
FN7114 line across CO2 30 microns0045.CSV, 0045, Spec0045_Voigt3, Voigt3, 7.2705142649586, 2410, 66.604368892616, 0, 66.604368892616, 0, 40, 0.10254872260788, 
FN7114 line across CO2 30 microns0046.CSV, 0046, Spec0046_Voigt3, Voigt3, 7.0190542895188, 2410, 66.604368892616, 0, 66.604368892616, 0, 40, 0.099001944714518, 
FN7114 line across CO2 30 microns0047.CSV, 0047, Spec0047_Voigt3, Voigt3, 7.3037506417443, 2410, 66.604368892616, 0, 66.604368892616, 0, 40, 0.1030175131032, 
FN7114 line across CO2 30 microns0048.CSV, 0048, Spec0048_Voigt3, Voigt3, 8.5211443109004, 2410, 66.604368892616, 0, 66.604368892616, 0, 40, 0.12018853583052, 
FN7114 line across CO2 30 microns0049.CSV, 0049, Spec0049_Voigt3, Voigt3, 7.8357417302878, 2410, 66.604368892616, 0, 66.604368892616, 0, 40, 0.11052110976511, 
FN7114 line across CO2 30 microns0050.CSV, 0050, Spec0050_Voigt3, Voigt3, 7.767781172834, 2410, 66.604368892616, 0, 66.604368892616, 0, 40, 0.10956254368565, 
FN7114 line across CO2 30 microns0051.CSV, 0051, Spec0051_Voigt3, Voigt3, 7.9818147636191, 2410, 66.604368892616, 0, 66.604368892616, 0, 40, 0.11258143210679, 
FN7114 line across CO2 30 microns0052.CSV, 0052, Spec0052_Voigt3, Voigt3, 6.5672624291184, 2410, 66.604368892616, 0, 66.604368892616, 0, 40, 0.092629537415629, 
FN7114 line across CO2 30 microns0053.CSV, 0053, Spec0053_Voigt3, Voigt3, 5.2337681430688, 2410, 66.604368892616, 0, 66.604368892616, 0, 40, 0.073820945525729, 
FN7114 line across CO2 30 microns0054.CSV, 0054, Spec0054_Voigt3, Voigt3, 2.6470572539299, 2410, 66.604368892616, 0, 66.604368892616, 0, 40, 0.037336057693849, 
FN7114 line across CO2 30 microns0055.CSV, 0055, Spec0055_Voigt3, Voigt3, 3.7159049292436, 2410, 66.604368892616, 0, 66.604368892616, 0, 40, 0.052411877611307, 
FN7114 line across CO2 30 microns0056.CSV, 0056, Spec0056_Voigt3, Voigt3, 1.8381579657068, 2410, 66.604368892616, 0, 66.604368892616, 0, 40, 0.025926742519887, 
