Spectra_filename, Number_in_fun_name, Function_full_name, FunctionType, Area, Center, FWHM, shape, GaussianFWHM, LorentzianFWHM,  gwidth, height,  --- Created at Sat Jun  6 20:56:36 2020 ---
FN7114 line across CO2 30 microns0001.CSV, 0001, Spec0001_Voigt3, Voigt3, 183.92528906793, 2415.0335362356, 54.633836533511, 0, 54.633836533511, 0, 32.810962669188, 3.1626242015379, 
FN7114 line across CO2 30 microns0002.CSV, 0002, Spec0002_Voigt3, Voigt3, 187.30514803333, 2413.8637900226, 56.300363655074, 0, 56.300363655074, 0, 33.811814204468, 3.1254053812004, 
FN7114 line across CO2 30 microns0003.CSV, 0003, Spec0003_Voigt3, Voigt3, 184.37477467619, 2413.9567692169, 55.819013444301, 0, 55.819013444301, 0, 33.522733942151, 3.1030386698532, 
FN7114 line across CO2 30 microns0004.CSV, 0004, Spec0004_Voigt3, Voigt3, 181.42776417983, 2414.2462190764, 55.638822151442, 0, 55.638822151442, 0, 33.41451804229, 3.0633291430178, 
FN7114 line across CO2 30 microns0005.CSV, 0005, Spec0005_Voigt3, Voigt3, 179.63494948626, 2414.2918834583, 55.783973264961, 0, 55.783973264961, 0, 33.501690169845, 3.0251661605462, 
FN7114 line across CO2 30 microns0006.CSV, 0006, Spec0006_Voigt3, Voigt3, 175.6610850003, 2414.5712753534, 55.432460655678, 0, 55.432460655678, 0, 33.290585333854, 2.977002813629, 
FN7114 line across CO2 30 microns0007.CSV, 0007, Spec0007_Voigt3, Voigt3, 171.16829147195, 2414.6669678315, 55.717749324711, 0, 55.717749324711, 0, 33.461918640528, 2.8860084094932, 
FN7114 line across CO2 30 microns0008.CSV, 0008, Spec0008_Voigt3, Voigt3, 166.91809166542, 2414.905954497, 55.545396896167, 0, 55.545396896167, 0, 33.358410458462, 2.8230799536122, 
FN7114 line across CO2 30 microns0009.CSV, 0009, Spec0009_Voigt3, Voigt3, 166.36614412252, 2414.7782902816, 55.406775054628, 0, 55.406775054628, 0, 33.275159558352, 2.820784573356, 
FN7114 line across CO2 30 microns0010.CSV, 0010, Spec0010_Voigt3, Voigt3, 164.41786548697, 2414.7497306133, 55.33871712357, 0, 55.33871712357, 0, 33.234286605307, 2.7911794592361, 
FN7114 line across CO2 30 microns0011.CSV, 0011, Spec0011_Voigt3, Voigt3, 166.80594135018, 2414.7421826852, 55.535576782079, 0, 55.535576782079, 0, 33.352512878918, 2.8216820167078, 
FN7114 line across CO2 30 microns0012.CSV, 0012, Spec0012_Voigt3, Voigt3, 170.07335182419, 2414.5652126723, 55.82739799609, 0, 55.82739799609, 0, 33.527769378672, 2.8619149664595, 
FN7114 line across CO2 30 microns0013.CSV, 0013, Spec0013_Voigt3, Voigt3, 171.12651009746, 2414.719119575, 56.185989673946, 0, 56.185989673946, 0, 33.74312562861, 2.8612585282674, 
FN7114 line across CO2 30 microns0014.CSV, 0014, Spec0014_Voigt3, Voigt3, 170.89486954569, 2414.9340826542, 55.920112615264, 0, 55.920112615264, 0, 33.583450182028, 2.8709711554545, 
FN7114 line across CO2 30 microns0015.CSV, 0015, Spec0015_Voigt3, Voigt3, 171.4677645948, 2414.7173377515, 56.850642466233, 0, 56.850642466233, 0, 34.142290310049, 2.8334460679832, 
FN7114 line across CO2 30 microns0016.CSV, 0016, Spec0016_Voigt3, Voigt3, 170.80843330816, 2414.8917085733, 56.659492839533, 0, 56.659492839533, 0, 34.027493260019, 2.8320731593768, 
FN7114 line across CO2 30 microns0017.CSV, 0017, Spec0017_Voigt3, Voigt3, 177.31793640043, 2414.6685794352, 57.097110558305, 0, 57.097110558305, 0, 34.290309484269, 2.9174698660859, 
FN7114 line across CO2 30 microns0018.CSV, 0018, Spec0018_Voigt3, Voigt3, 178.00428319137, 2414.5278633541, 56.944754133454, 0, 56.944754133454, 0, 34.198810126263, 2.9365984958144, 
FN7114 line across CO2 30 microns0019.CSV, 0019, Spec0019_Voigt3, Voigt3, 172.48515950216, 2414.8712549309, 56.416272542204, 0, 56.416272542204, 0, 33.881424585323, 2.8722033710065, 
FN7114 line across CO2 30 microns0020.CSV, 0020, Spec0020_Voigt3, Voigt3, 160.84194669599, 2415.6508196155, 55.712432566618, 0, 55.712432566618, 0, 33.458725601884, 2.7121583416195, 
FN7114 line across CO2 30 microns0021.CSV, 0021, Spec0021_Voigt3, Voigt3, 145.55843936534, 2416.4048969112, 54.583325484598, 0, 54.583325484598, 0, 32.780627692818, 2.5052163688482, 
FN7114 line across CO2 30 microns0022.CSV, 0022, Spec0022_Voigt3, Voigt3, 121.98975085033, 2417.6467410091, 52.648130281897, 0, 52.648130281897, 0, 31.618424531147, 2.1767483976364, 
FN7114 line across CO2 30 microns0023.CSV, 0023, Spec0023_Voigt3, Voigt3, 100.05235717947, 2418.8487288071, 50.43971103479, 0, 50.43971103479, 0, 30.292133608299, 1.8634707343222, 
FN7114 line across CO2 30 microns0024.CSV, 0024, Spec0024_Voigt3, Voigt3, 76.349343083608, 2419.5790563852, 48.065131737685, 0, 48.065131737685, 0, 28.866053405703, 1.4922548852825, 
FN7114 line across CO2 30 microns0025.CSV, 0025, Spec0025_Voigt3, Voigt3, 53.139413227741, 2420.446560603, 44.586273810155, 0, 44.586273810155, 0, 26.776786298833, 1.1196529209413, 
FN7114 line across CO2 30 microns0026.CSV, 0026, Spec0026_Voigt3, Voigt3, 38.215147163748, 2420.8743677533, 41.321240102081, 0, 41.321240102081, 0, 24.815933722727, 0.86882044313359, 
FN7114 line across CO2 30 microns0027.CSV, 0027, Spec0027_Voigt3, Voigt3, 27.979577758854, 2421.155221986, 38.663923195856, 0, 38.663923195856, 0, 23.220052281071, 0.67983430934353, 
FN7114 line across CO2 30 microns0028.CSV, 0028, Spec0028_Voigt3, Voigt3, 20.547233253235, 2421.3664392359, 38.438297555819, 0, 38.438297555819, 0, 23.084550274948, 0.502177266443, 
FN7114 line across CO2 30 microns0029.CSV, 0029, Spec0029_Voigt3, Voigt3, 16.355083034198, 2423.5164530967, 44.532408264937, 0, 44.532408264937, 0, 26.744436742121, 0.3450201129646, 
FN7114 line across CO2 30 microns0030.CSV, 0030, Spec0030_Voigt3, Voigt3, 18.862220795912, 2416.5843994179, 66.604368892616, 0, 66.604368892616, 0, 40, 0.26604674410603, 
FN7114 line across CO2 30 microns0031.CSV, 0031, Spec0031_Voigt3, Voigt3, 17.731527809324, 2410.7210314369, 66.604368892616, 0, 66.604368892616, 0, 40, 0.25009861207428, 
FN7114 line across CO2 30 microns0032.CSV, 0032, Spec0032_Voigt3, Voigt3, 17.656017980171, 2410, 66.604368892616, 0, 66.604368892616, 0, 40, 0.24903356547072, 
FN7114 line across CO2 30 microns0033.CSV, 0033, Spec0033_Voigt3, Voigt3, 16.033729138172, 2410, 66.604368892616, 0, 66.604368892616, 0, 40, 0.22615160108894, 
FN7114 line across CO2 30 microns0034.CSV, 0034, Spec0034_Voigt3, Voigt3, 15.93527330388, 2410, 66.604368892616, 0, 66.604368892616, 0, 40, 0.22476290701972, 
FN7114 line across CO2 30 microns0035.CSV, 0035, Spec0035_Voigt3, Voigt3, 15.385746791486, 2410, 66.604368892616, 0, 66.604368892616, 0, 40, 0.21701197774134, 
FN7114 line across CO2 30 microns0036.CSV, 0036, Spec0036_Voigt3, Voigt3, 13.19010589815, 2410, 63.193478582817, 0, 63.193478582817, 0, 37.951551607494, 0.19608476927938, 
FN7114 line across CO2 30 microns0037.CSV, 0037, Spec0037_Voigt3, Voigt3, 13.187831985889, 2410, 61.898513063179, 0, 61.898513063179, 0, 37.173845555372, 0.20015250539261, 
FN7114 line across CO2 30 microns0038.CSV, 0038, Spec0038_Voigt3, Voigt3, 12.788672326163, 2410, 58.506266685902, 0, 58.506266685902, 0, 35.136593985437, 0.20534820697021, 
FN7114 line across CO2 30 microns0039.CSV, 0039, Spec0039_Voigt3, Voigt3, 11.339887134911, 2410, 60.222122222104, 0, 60.222122222104, 0, 36.167070252823, 0.17689702035811, 
FN7114 line across CO2 30 microns0040.CSV, 0040, Spec0040_Voigt3, Voigt3, 10.686208522621, 2410, 59.971204850466, 0, 59.971204850466, 0, 36.016379013909, 0.16739740140096, 
