Spectra_filename, Number_in_fun_name, Function_full_name, FunctionType, height, --- Created at Thu Jun  4 10:20:07 2020 ---
FN7114 map truncated version0146.CSV, 0146, Spec0146_CO2GasV3, CO2GasV3, 0.28238367885622, 
FN7114 map truncated version0147.CSV, 0147, Spec0147_CO2GasV3, CO2GasV3, 0.19477387865704, 
FN7114 map truncated version0148.CSV, 0148, Spec0148_CO2GasV3, CO2GasV3, 0.10155995138217, 
FN7114 map truncated version0149.CSV, 0149, Spec0149_CO2GasV3, CO2GasV3, -0.3400538533006, 
FN7114 map truncated version0150.CSV, 0150, Spec0150_CO2GasV3, CO2GasV3, -0.46376196694124, 
FN7114 map truncated version0151.CSV, 0151, Spec0151_CO2GasV3, CO2GasV3, 0.41508876011058, 
FN7114 map truncated version0152.CSV, 0152, Spec0152_CO2GasV3, CO2GasV3, 0.43443436390111, 
FN7114 map truncated version0153.CSV, 0153, Spec0153_CO2GasV3, CO2GasV3, 0.37502254123159, 
FN7114 map truncated version0154.CSV, 0154, Spec0154_CO2GasV3, CO2GasV3, 0.28047765134198, 
FN7114 map truncated version0155.CSV, 0155, Spec0155_CO2GasV3, CO2GasV3, 0.11265764065692, 
FN7114 map truncated version0156.CSV, 0156, Spec0156_CO2GasV3, CO2GasV3, 0.012479137851786, 
FN7114 map truncated version0157.CSV, 0157, Spec0157_CO2GasV3, CO2GasV3, -0.032694202568511, 
FN7114 map truncated version0158.CSV, 0158, Spec0158_CO2GasV3, CO2GasV3, -0.13716722596034, 
FN7114 map truncated version0159.CSV, 0159, Spec0159_CO2GasV3, CO2GasV3, -0.17772039611021, 
FN7114 map truncated version0160.CSV, 0160, Spec0160_CO2GasV3, CO2GasV3, -0.17714401396384, 
FN7114 map truncated version0161.CSV, 0161, Spec0161_CO2GasV3, CO2GasV3, -0.26923134215923, 
FN7114 map truncated version0162.CSV, 0162, Spec0162_CO2GasV3, CO2GasV3, -0.4140593601458, 
FN7114 map truncated version0163.CSV, 0163, Spec0163_CO2GasV3, CO2GasV3, -0.60637407930148, 
FN7114 map truncated version0164.CSV, 0164, Spec0164_CO2GasV3, CO2GasV3, -0.8937358009821, 
FN7114 map truncated version0165.CSV, 0165, Spec0165_CO2GasV3, CO2GasV3, -0.56538054103661, 
FN7114 map truncated version0166.CSV, 0166, Spec0166_CO2GasV3, CO2GasV3, -0.2303062081798, 
FN7114 map truncated version0167.CSV, 0167, Spec0167_CO2GasV3, CO2GasV3, -0.22301238588809, 
FN7114 map truncated version0168.CSV, 0168, Spec0168_CO2GasV3, CO2GasV3, -0.22422786315827, 
FN7114 map truncated version0169.CSV, 0169, Spec0169_CO2GasV3, CO2GasV3, -0.20381389761496, 
FN7114 map truncated version0170.CSV, 0170, Spec0170_CO2GasV3, CO2GasV3, -0.27222741450601, 
FN7114 map truncated version0171.CSV, 0171, Spec0171_CO2GasV3, CO2GasV3, -0.32439417078637, 
FN7114 map truncated version0172.CSV, 0172, Spec0172_CO2GasV3, CO2GasV3, -0.35734630495693, 
FN7114 map truncated version0173.CSV, 0173, Spec0173_CO2GasV3, CO2GasV3, -0.40007776607468, 
FN7114 map truncated version0174.CSV, 0174, Spec0174_CO2GasV3, CO2GasV3, -0.471247412141, 
FN7114 map truncated version0175.CSV, 0175, Spec0175_CO2GasV3, CO2GasV3, -0.55691922359345, 
FN7114 map truncated version0176.CSV, 0176, Spec0176_CO2GasV3, CO2GasV3, -0.33942284357586, 
FN7114 map truncated version0177.CSV, 0177, Spec0177_CO2GasV3, CO2GasV3, -0.36875154106168, 
FN7114 map truncated version0178.CSV, 0178, Spec0178_CO2GasV3, CO2GasV3, -0.49459825319276, 
FN7114 map truncated version0179.CSV, 0179, Spec0179_CO2GasV3, CO2GasV3, -0.73877011734089, 
FN7114 map truncated version0180.CSV, 0180, Spec0180_CO2GasV3, CO2GasV3, -0.21834264743893, 
FN7114 map truncated version0181.CSV, 0181, Spec0181_CO2GasV3, CO2GasV3, -0.29899418014307, 
FN7114 map truncated version0182.CSV, 0182, Spec0182_CO2GasV3, CO2GasV3, -0.25133118589476, 
FN7114 map truncated version0183.CSV, 0183, Spec0183_CO2GasV3, CO2GasV3, -0.16988593213556, 
FN7114 map truncated version0184.CSV, 0184, Spec0184_CO2GasV3, CO2GasV3, -0.16155352764084, 
FN7114 map truncated version0185.CSV, 0185, Spec0185_CO2GasV3, CO2GasV3, -0.2817104334486, 
FN7114 map truncated version0186.CSV, 0186, Spec0186_CO2GasV3, CO2GasV3, -0.35411394103942, 
FN7114 map truncated version0187.CSV, 0187, Spec0187_CO2GasV3, CO2GasV3, -0.41536130610335, 
FN7114 map truncated version0188.CSV, 0188, Spec0188_CO2GasV3, CO2GasV3, -0.38441890570497, 
FN7114 map truncated version0189.CSV, 0189, Spec0189_CO2GasV3, CO2GasV3, -0.44766450371906, 
FN7114 map truncated version0190.CSV, 0190, Spec0190_CO2GasV3, CO2GasV3, -0.46034142647553, 
FN7114 map truncated version0191.CSV, 0191, Spec0191_CO2GasV3, CO2GasV3, -0.41870027146021, 
FN7114 map truncated version0192.CSV, 0192, Spec0192_CO2GasV3, CO2GasV3, -0.52029318219209, 
FN7114 map truncated version0193.CSV, 0193, Spec0193_CO2GasV3, CO2GasV3, -0.56530266815977, 
FN7114 map truncated version0194.CSV, 0194, Spec0194_CO2GasV3, CO2GasV3, -0.29949892015234, 
FN7114 map truncated version0195.CSV, 0195, Spec0195_CO2GasV3, CO2GasV3, -0.3002724474646, 
FN7114 map truncated version0196.CSV, 0196, Spec0196_CO2GasV3, CO2GasV3, -0.36559461457141, 
FN7114 map truncated version0197.CSV, 0197, Spec0197_CO2GasV3, CO2GasV3, -0.34894349606459, 
FN7114 map truncated version0198.CSV, 0198, Spec0198_CO2GasV3, CO2GasV3, -0.32103951777975, 
FN7114 map truncated version0199.CSV, 0199, Spec0199_CO2GasV3, CO2GasV3, -0.43815026078677, 
FN7114 map truncated version0200.CSV, 0200, Spec0200_CO2GasV3, CO2GasV3, -0.58423342104215, 
FN7114 map truncated version0201.CSV, 0201, Spec0201_CO2GasV3, CO2GasV3, -0.5866671282735, 
FN7114 map truncated version0202.CSV, 0202, Spec0202_CO2GasV3, CO2GasV3, -0.62970578941383, 
FN7114 map truncated version0203.CSV, 0203, Spec0203_CO2GasV3, CO2GasV3, -0.50319688372592, 
FN7114 map truncated version0204.CSV, 0204, Spec0204_CO2GasV3, CO2GasV3, -0.33712266028742, 
FN7114 map truncated version0205.CSV, 0205, Spec0205_CO2GasV3, CO2GasV3, -0.35010146445598, 
FN7114 map truncated version0206.CSV, 0206, Spec0206_CO2GasV3, CO2GasV3, -0.42917722267354, 
FN7114 map truncated version0207.CSV, 0207, Spec0207_CO2GasV3, CO2GasV3, -0.40644177563247, 
FN7114 map truncated version0208.CSV, 0208, Spec0208_CO2GasV3, CO2GasV3, -0.28901093158182, 
FN7114 map truncated version0209.CSV, 0209, Spec0209_CO2GasV3, CO2GasV3, -0.36563194042764, 
FN7114 map truncated version0210.CSV, 0210, Spec0210_CO2GasV3, CO2GasV3, -0.58904643930694, 
FN7114 map truncated version0211.CSV, 0211, Spec0211_CO2GasV3, CO2GasV3, -0.42136970472991, 
FN7114 map truncated version0212.CSV, 0212, Spec0212_CO2GasV3, CO2GasV3, -0.31321337672539, 
FN7114 map truncated version0213.CSV, 0213, Spec0213_CO2GasV3, CO2GasV3, -0.2922428338008, 
FN7114 map truncated version0214.CSV, 0214, Spec0214_CO2GasV3, CO2GasV3, -0.24103392174398, 
FN7114 map truncated version0215.CSV, 0215, Spec0215_CO2GasV3, CO2GasV3, -0.1661752691429, 
FN7114 map truncated version0216.CSV, 0216, Spec0216_CO2GasV3, CO2GasV3, -0.099255050700299, 
FN7114 map truncated version0217.CSV, 0217, Spec0217_CO2GasV3, CO2GasV3, -0.033704365435279, 
FN7114 map truncated version0218.CSV, 0218, Spec0218_CO2GasV3, CO2GasV3, -0.062685065052405, 
FN7114 map truncated version0219.CSV, 0219, Spec0219_CO2GasV3, CO2GasV3, -0.045133185130504, 
FN7114 map truncated version0220.CSV, 0220, Spec0220_CO2GasV3, CO2GasV3, -0.11076798237287, 
FN7114 map truncated version0221.CSV, 0221, Spec0221_CO2GasV3, CO2GasV3, -0.080546891088483, 
FN7114 map truncated version0222.CSV, 0222, Spec0222_CO2GasV3, CO2GasV3, 0.058966955110409, 
FN7114 map truncated version0223.CSV, 0223, Spec0223_CO2GasV3, CO2GasV3, 0.17028201577312, 
FN7114 map truncated version0224.CSV, 0224, Spec0224_CO2GasV3, CO2GasV3, 0.17103372306136, 
FN7114 map truncated version0225.CSV, 0225, Spec0225_CO2GasV3, CO2GasV3, 0.22246694756441, 
FN7114 map truncated version0226.CSV, 0226, Spec0226_CO2GasV3, CO2GasV3, 0.030766633845036, 
FN7114 map truncated version0227.CSV, 0227, Spec0227_CO2GasV3, CO2GasV3, 0.14160771774813, 
FN7114 map truncated version0228.CSV, 0228, Spec0228_CO2GasV3, CO2GasV3, 0.065001433683, 
FN7114 map truncated version0229.CSV, 0229, Spec0229_CO2GasV3, CO2GasV3, 0.23350577379923, 
FN7114 map truncated version0230.CSV, 0230, Spec0230_CO2GasV3, CO2GasV3, 0.22951219886248, 
FN7114 map truncated version0231.CSV, 0231, Spec0231_CO2GasV3, CO2GasV3, 0.20540623441564, 
FN7114 map truncated version0232.CSV, 0232, Spec0232_CO2GasV3, CO2GasV3, 0.24665407151447, 
FN7114 map truncated version0233.CSV, 0233, Spec0233_CO2GasV3, CO2GasV3, 0.3174949023559, 
FN7114 map truncated version0234.CSV, 0234, Spec0234_CO2GasV3, CO2GasV3, 0.43866762374217, 
FN7114 map truncated version0235.CSV, 0235, Spec0235_CO2GasV3, CO2GasV3, 0.42727636880332, 
FN7114 map truncated version0236.CSV, 0236, Spec0236_CO2GasV3, CO2GasV3, 0.59377287750238, 
FN7114 map truncated version0237.CSV, 0237, Spec0237_CO2GasV3, CO2GasV3, 0.68271850932577, 
FN7114 map truncated version0238.CSV, 0238, Spec0238_CO2GasV3, CO2GasV3, 0.58185944955488, 
FN7114 map truncated version0239.CSV, 0239, Spec0239_CO2GasV3, CO2GasV3, 0.23858010544686, 
FN7114 map truncated version0240.CSV, 0240, Spec0240_CO2GasV3, CO2GasV3, 0.59481983778228, 
FN7114 map truncated version0241.CSV, 0241, Spec0241_CO2GasV3, CO2GasV3, 0.086435902114304, 
FN7114 map truncated version0242.CSV, 0242, Spec0242_CO2GasV3, CO2GasV3, 0.47834206586503, 
FN7114 map truncated version0243.CSV, 0243, Spec0243_CO2GasV3, CO2GasV3, 0.3967983243014, 
FN7114 map truncated version0244.CSV, 0244, Spec0244_CO2GasV3, CO2GasV3, 0.46872379280158, 
FN7114 map truncated version0245.CSV, 0245, Spec0245_CO2GasV3, CO2GasV3, -0.15197445744621, 
FN7114 map truncated version0246.CSV, 0246, Spec0246_CO2GasV3, CO2GasV3, 0.11995547894219, 
FN7114 map truncated version0247.CSV, 0247, Spec0247_CO2GasV3, CO2GasV3, 0.099911338953064, 
FN7114 map truncated version0248.CSV, 0248, Spec0248_CO2GasV3, CO2GasV3, 0.14875857569303, 
FN7114 map truncated version0249.CSV, 0249, Spec0249_CO2GasV3, CO2GasV3, 0.067203897820402, 
FN7114 map truncated version0250.CSV, 0250, Spec0250_CO2GasV3, CO2GasV3, 0.028123221251549, 
FN7114 map truncated version0251.CSV, 0251, Spec0251_CO2GasV3, CO2GasV3, 0.101778551167, 
FN7114 map truncated version0252.CSV, 0252, Spec0252_CO2GasV3, CO2GasV3, 0.097440794498131, 
FN7114 map truncated version0253.CSV, 0253, Spec0253_CO2GasV3, CO2GasV3, -0.19064649067519, 
FN7114 map truncated version0254.CSV, 0254, Spec0254_CO2GasV3, CO2GasV3, -0.30151485805007, 
