Spectra_filename, Number_in_fun_name, Function_full_name, FunctionType, Area, Center, FWHM, shape, GaussianFWHM, LorentzianFWHM,  gwidth, height,  --- Created at Thu Jun  4 11:46:58 2020 ---
FN7112 map truncated version0001.CSV, 0001, Spec0001_VoigtK, VoigtK, 0.3196923824817, 866.61723706511, 4.9953276669462, 0, 4.9953276669462, 0, 3, 0.060122377879059, 
FN7112 map truncated version0002.CSV, 0002, Spec0002_VoigtK, VoigtK, 0.20718886854951, 870.53072263891, 4.0988799718618, 0, 4.0988799718618, 0, 2.4616282925646, 0.047486379544217, 
FN7112 map truncated version0003.CSV, 0003, Spec0003_VoigtK, VoigtK, 0.21458139398129, 869.89111505914, 2.3289184166803, 0, 2.3289184166803, 0, 1.3986580492551, 0.086557684205874, 
FN7112 map truncated version0004.CSV, 0004, Spec0004_VoigtK, VoigtK, 0.19163602453896, 870.03237660276, 2.1492466047849, 0, 2.1492466047849, 0, 1.2907541295077, 0.083764257881877, 
FN7112 map truncated version0005.CSV, 0005, Spec0005_VoigtK, VoigtK, 0.2629626192401, 869.94821965625, 2.2715230567268, 0, 2.2715230567268, 0, 1.3641886227548, 0.10875386720649, 
FN7112 map truncated version0006.CSV, 0006, Spec0006_VoigtK, VoigtK, 0.29638042648743, 869.97015664296, 2.1951259457991, 0, 2.1951259457991, 0, 1.318307481804, 0.12684049179208, 
FN7112 map truncated version0007.CSV, 0007, Spec0007_VoigtK, VoigtK, 0.24426741702346, 869.98129848192, 2.2558820549362, 0, 2.2558820549362, 0, 1.3547952438815, 0.10172249226276, 
FN7112 map truncated version0008.CSV, 0008, Spec0008_VoigtK, VoigtK, 0.2523296790555, 870.02348726169, 2.1731125289585, 0, 2.1731125289585, 0, 1.3050870776733, 0.10908221830509, 
FN7112 map truncated version0009.CSV, 0009, Spec0009_VoigtK, VoigtK, 0.23919464771749, 870.02316474246, 2.4531635327405, 0, 2.4531635327405, 0, 1.4732748457962, 0.091599435879243, 
FN7112 map truncated version0010.CSV, 0010, Spec0010_VoigtK, VoigtK, 0.23812808493381, 870.00112636025, 2.2611330218419, 0, 2.2611330218419, 0, 1.3579487708907, 0.098935544525296, 
FN7112 map truncated version0011.CSV, 0011, Spec0011_VoigtK, VoigtK, 0.18278560836516, 869.94511914705, 2.2572495872457, 0, 2.2572495872457, 0, 1.3556165307324, 0.076072949995595, 
FN7112 map truncated version0012.CSV, 0012, Spec0012_VoigtK, VoigtK, 0.17326906975903, 869.97309356173, 2.3743912661963, 0, 2.3743912661963, 0, 1.4259672785276, 0.068554599698453, 
FN7112 map truncated version0013.CSV, 0013, Spec0013_VoigtK, VoigtK, 0.14937379926699, 869.98394132745, 2.1242162362694, 0, 2.1242162362694, 0, 1.2757218612456, 0.066060756821621, 
FN7112 map truncated version0014.CSV, 0014, Spec0014_VoigtK, VoigtK, 0.13273586155065, 870.08983057885, 2.8467613938209, 0, 2.8467613938209, 0, 1.7096544512932, 0.043803120169012, 
FN7112 map truncated version0015.CSV, 0015, Spec0015_VoigtK, VoigtK, 0.19801949760323, 870.6361704492, 3.2363360354332, 0, 3.2363360354332, 0, 1.9436178672609, 0.057480718348546, 
FN7112 map truncated version0016.CSV, 0016, Spec0016_VoigtK, VoigtK, 0.16281208635362, 870.12977141446, 2.8017824735393, 0, 2.8017824735393, 0, 1.6826418567566, 0.054590876708394, 
FN7112 map truncated version0017.CSV, 0017, Spec0017_VoigtK, VoigtK, 0.19440166552623, 869.42647836748, 2.8723519162197, 0, 2.8723519162197, 0, 1.7250231262461, 0.063581412979497, 
FN7112 map truncated version0018.CSV, 0018, Spec0018_VoigtK, VoigtK, 0.14077088096292, 869.80631025101, 2.9186136146058, 0, 2.9186136146058, 0, 1.7528061075461, 0.045311043721251, 
FN7112 map truncated version0019.CSV, 0019, Spec0019_VoigtK, VoigtK, 0.17200773009658, 869.94141329543, 2.4094666397357, 0, 2.4094666397357, 0, 1.447032187105, 0.067064839361314, 
FN7112 map truncated version0020.CSV, 0020, Spec0020_VoigtK, VoigtK, 0.17193794026258, 869.91955840631, 2.0520260107281, 0, 2.0520260107281, 0, 1.2323672124491, 0.07871485503415, 
FN7112 map truncated version0021.CSV, 0021, Spec0021_VoigtK, VoigtK, 0.20696976280092, 869.92154217809, 2.1461489575515, 0, 2.1461489575515, 0, 1.2888938027544, 0.090597222170032, 
FN7112 map truncated version0022.CSV, 0022, Spec0022_VoigtK, VoigtK, 0.26919864921202, 870.02513846027, 2.3906960641375, 0, 2.3906960641375, 0, 1.4357593076166, 0.1057831149624, 
FN7112 map truncated version0023.CSV, 0023, Spec0023_VoigtK, VoigtK, 0.24602930213884, 869.96296322193, 2.3289548575579, 0, 2.3289548575579, 0, 1.3986799342324, 0.099241565324618, 
FN7112 map truncated version0024.CSV, 0024, Spec0024_VoigtK, VoigtK, 0.25201774128477, 869.94422336668, 2.370581853844, 0, 2.370581853844, 0, 1.4236794932573, 0.099872058370846, 
FN7112 map truncated version0025.CSV, 0025, Spec0025_VoigtK, VoigtK, 0.26827666076722, 870.04677561371, 2.461621364124, 0, 2.461621364124, 0, 1.4783542911984, 0.10238338432023, 
FN7112 map truncated version0026.CSV, 0026, Spec0026_VoigtK, VoigtK, 0.29256295221049, 870.06200087816, 2.4731713411003, 0, 2.4731713411003, 0, 1.485290759282, 0.11113042265592, 
FN7112 map truncated version0027.CSV, 0027, Spec0027_VoigtK, VoigtK, 0.20648168715793, 869.94242326628, 2.2300635790061, 0, 2.2300635790061, 0, 1.3392896688814, 0.086982550289093, 
FN7112 map truncated version0028.CSV, 0028, Spec0028_VoigtK, VoigtK, 0.21253943244641, 869.91635461862, 2.3209025587292, 0, 2.3209025587292, 0, 1.3938440359497, 0.086030104575076, 
FN7112 map truncated version0029.CSV, 0029, Spec0029_VoigtK, VoigtK, 0.15813008943451, 869.96595599166, 2.2932417151282, 0, 2.2932417151282, 0, 1.3772320064022, 0.064778744267486, 
FN7112 map truncated version0030.CSV, 0030, Spec0030_VoigtK, VoigtK, 0.1518204136559, 869.89626162647, 2.2909906612104, 0, 2.2909906612104, 0, 1.3758801107501, 0.062255065318736, 
FN7112 map truncated version0031.CSV, 0031, Spec0031_VoigtK, VoigtK, 0.1605102328801, 869.87886976547, 2.3510057932446, 0, 2.3510057932446, 0, 1.4119228707264, 0.064138214711802, 
FN7112 map truncated version0032.CSV, 0032, Spec0032_VoigtK, VoigtK, 0.093140381617102, 869.78085798777, 2.026921197293, 0, 2.026921197293, 0, 1.2172902354565, 0.043168701965835, 
FN7112 map truncated version0033.CSV, 0033, Spec0033_VoigtK, VoigtK, 0.077334273748166, 869.76954047253, 1.6651092223154, 0, 1.6651092223154, 0, 1, 0.04363119690119, 
FN7112 map truncated version0034.CSV, 0034, Spec0034_VoigtK, VoigtK, 0.17270018509678, 870.10087311835, 2.2172997121557, 0, 2.2172997121557, 0, 1.331624185633, 0.073170537284354, 
FN7112 map truncated version0035.CSV, 0035, Spec0035_VoigtK, VoigtK, 0.16794078852849, 869.91564262849, 2.0126182462582, 0, 2.0126182462582, 0, 1.2087004379566, 0.078390353689191, 
FN7112 map truncated version0036.CSV, 0036, Spec0036_VoigtK, VoigtK, 0.19237023462992, 870.01267199402, 2.0420829622458, 0, 2.0420829622458, 0, 1.2263958032772, 0.088497771446207, 
FN7112 map truncated version0037.CSV, 0037, Spec0037_VoigtK, VoigtK, 0.19890646419787, 870.0264444415, 2.0901852320207, 0, 2.0901852320207, 0, 1.2552841603473, 0.089398856548531, 
FN7112 map truncated version0038.CSV, 0038, Spec0038_VoigtK, VoigtK, 0.24117667321816, 869.94133828407, 2.2442023434556, 0, 2.2442023434556, 0, 1.3477808622878, 0.10095809107583, 
FN7112 map truncated version0039.CSV, 0039, Spec0039_VoigtK, VoigtK, 0.26083288896808, 870.03559330737, 2.2852336802923, 0, 2.2852336802923, 0, 1.3724226913563, 0.10722586960419, 
FN7112 map truncated version0040.CSV, 0040, Spec0040_VoigtK, VoigtK, 0.23222512287321, 870.04552045078, 2.1438047291615, 0, 2.1438047291615, 0, 1.2874859501291, 0.10176344912246, 
FN7112 map truncated version0041.CSV, 0041, Spec0041_VoigtK, VoigtK, 0.2538224184212, 869.99482371134, 2.1997514023476, 0, 2.1997514023476, 0, 1.3210853515595, 0.1083987355142, 
