Spectra_filename, Number_in_fun_name, Function_full_name, FunctionType, Area, Center, FWHM, shape, GaussianFWHM, LorentzianFWHM,  gwidth, height,  --- Created at Fri Jun  5 12:07:34 2020 ---
FN7114Profile#2-31-01-20200001.CSV, 0001, Spec0001_Voigt2, Voigt2, 306.34314039691, 2369.6186447631, 34.971101988908, 0, 34.971101988908, 0, 21.002287129417, 8.2293717985016, 
FN7114Profile#2-31-01-20200002.CSV, 0002, Spec0002_Voigt2, Voigt2, 302.83174556136, 2369.5195441714, 35.306763326375, 0, 35.306763326375, 0, 21.203872306514, 8.0577044754349, 
FN7114Profile#2-31-01-20200003.CSV, 0003, Spec0003_Voigt2, Voigt2, 296.86844899525, 2369.56651926, 35.031171414541, 0, 35.031171414541, 0, 21.038362496023, 7.9611759995644, 
FN7114Profile#2-31-01-20200004.CSV, 0004, Spec0004_Voigt2, Voigt2, 113.09358603274, 2369.6034673118, 11.426594973487, 0, 11.426594973487, 0, 6.8623696393908, 9.2979880369277, 
FN7114Profile#2-31-01-20200005.CSV, 0005, Spec0005_Voigt2, Voigt2, 259.2837599824, 2369.7302741716, 34.659053968881, 0, 34.659053968881, 0, 20.814883194681, 7.0279142398023, 
FN7114Profile#2-31-01-20200006.CSV, 0006, Spec0006_Voigt2, Voigt2, 230.36623205363, 2369.8529243575, 34.911983257329, 0, 34.911983257329, 0, 20.966782712778, 6.1988644514474, 
FN7114Profile#2-31-01-20200007.CSV, 0007, Spec0007_Voigt2, Voigt2, 210.99475218413, 2369.8386636579, 35.394307687174, 0, 35.394307687174, 0, 21.256448053274, 5.6002327038827, 
FN7114Profile#2-31-01-20200008.CSV, 0008, Spec0008_Voigt2, Voigt2, 210.48143991343, 2369.8725233505, 35.335644925577, 0, 35.335644925577, 0, 21.221217474516, 5.5958829990867, 
FN7114Profile#2-31-01-20200009.CSV, 0009, Spec0009_Voigt2, Voigt2, 233.06689448116, 2369.9281725449, 35.333427499863, 0, 35.333427499863, 0, 21.219885774659, 6.1967312740403, 
FN7114Profile#2-31-01-20200010.CSV, 0010, Spec0010_Voigt2, Voigt2, 279.32650108994, 2369.9256562529, 35.748214845612, 0, 35.748214845612, 0, 21.468990962588, 7.3404996715946, 
FN7114Profile#2-31-01-20200011.CSV, 0011, Spec0011_Voigt2, Voigt2, 350.97241563322, 2369.7493893597, 35.339860859604, 0, 35.339860859604, 0, 21.223749400933, 9.329878565631, 
FN7114Profile#2-31-01-20200012.CSV, 0012, Spec0012_Voigt2, Voigt2, 427.76840287141, 2369.9086671786, 34.71432669583, 0, 34.71432669583, 0, 20.848077850147, 11.576247344043, 
FN7114Profile#2-31-01-20200013.CSV, 0013, Spec0013_Voigt2, Voigt2, 488.386116374, 2370.51440169, 35.245084265787, 0, 35.245084265787, 0, 21.166830255602, 13.017650216278, 
FN7114Profile#2-31-01-20200014.CSV, 0014, Spec0014_Voigt2, Voigt2, 538.81324317088, 2371.2718167549, 36.33432130073, 0, 36.33432130073, 0, 21.820983761177, 13.931216797577, 
FN7114Profile#2-31-01-20200015.CSV, 0015, Spec0015_Voigt2, Voigt2, 574.6936377243, 2371.9451000008, 37.224258090556, 0, 37.224258090556, 0, 22.355445271509, 14.503679029843, 
FN7114Profile#2-31-01-20200016.CSV, 0016, Spec0016_Voigt2, Voigt2, 597.2862467075, 2372.5405411968, 37.997282982718, 0, 37.997282982718, 0, 22.819694031771, 14.76718831072, 
FN7114Profile#2-31-01-20200017.CSV, 0017, Spec0017_Voigt2, Voigt2, 609.49659914028, 2373.114034771, 38.717413977091, 0, 38.717413977091, 0, 23.252176769073, 14.788794909421, 
FN7114Profile#2-31-01-20200018.CSV, 0018, Spec0018_Voigt2, Voigt2, 619.73137515519, 2373.7270503413, 39.493487573165, 0, 39.493487573165, 0, 23.718256462629, 14.741641262386, 
FN7114Profile#2-31-01-20200019.CSV, 0019, Spec0019_Voigt2, Voigt2, 621.15432908926, 2374.1185052661, 40.004751157907, 0, 40.004751157907, 0, 24.025301536844, 14.586657465551, 
FN7114Profile#2-31-01-20200020.CSV, 0020, Spec0020_Voigt2, Voigt2, 615.36789291231, 2374.2821647155, 40.366826685378, 0, 40.366826685378, 0, 24.242750051703, 14.321155639438, 
FN7114Profile#2-31-01-20200021.CSV, 0021, Spec0021_Voigt2, Voigt2, 602.54075444142, 2374.4455110486, 40.703804274425, 0, 40.703804274425, 0, 24.445125718435, 13.90654569583, 
