Spectra_filename, Number_in_fun_name, Function_full_name, FunctionType, Area, Center, FWHM, shape, GaussianFWHM, LorentzianFWHM,  gwidth, height,  --- Created at Sat Jun  6 20:56:36 2020 ---
FN7114 line across CO2 30 microns0001.CSV, 0001, Spec0001_Voigt2, Voigt2, 262.62058083442, 2369.496260415, 34.371377190775, 0, 34.371377190775, 0, 20.642115682346, 7.1779373817647, 
FN7114 line across CO2 30 microns0002.CSV, 0002, Spec0002_Voigt2, Voigt2, 248.72634925027, 2369.4136060659, 34.003418960513, 0, 34.003418960513, 0, 20.421134244413, 6.8717452444031, 
FN7114 line across CO2 30 microns0003.CSV, 0003, Spec0003_Voigt2, Voigt2, 252.92408217797, 2369.3603221739, 33.75896082666, 0, 33.75896082666, 0, 20.274322173122, 7.0383191302536, 
FN7114 line across CO2 30 microns0004.CSV, 0004, Spec0004_Voigt2, Voigt2, 252.82200016323, 2369.3054571916, 34.197382732161, 0, 34.197382732161, 0, 20.537621360723, 6.945281222321, 
FN7114 line across CO2 30 microns0005.CSV, 0005, Spec0005_Voigt2, Voigt2, 250.04270564956, 2369.307816916, 34.061488949123, 0, 34.061488949123, 0, 20.456008826712, 6.8963358386117, 
FN7114 line across CO2 30 microns0006.CSV, 0006, Spec0006_Voigt2, Voigt2, 256.52165024231, 2369.283011863, 33.783447721291, 0, 33.783447721291, 0, 20.289028052054, 7.133257438585, 
FN7114 line across CO2 30 microns0007.CSV, 0007, Spec0007_Voigt2, Voigt2, 262.70383740112, 2369.2929093022, 33.724435437149, 0, 33.724435437149, 0, 20.253587563616, 7.3179522305751, 
FN7114 line across CO2 30 microns0008.CSV, 0008, Spec0008_Voigt2, Voigt2, 270.54143167834, 2369.2631213938, 34.153055107172, 0, 34.153055107172, 0, 20.510999908871, 7.4416984322987, 
FN7114 line across CO2 30 microns0009.CSV, 0009, Spec0009_Voigt2, Voigt2, 272.21976981684, 2369.2029683984, 33.983643122498, 0, 33.983643122498, 0, 20.409257643317, 7.5251917320621, 
FN7114 line across CO2 30 microns0010.CSV, 0010, Spec0010_Voigt2, Voigt2, 269.43676990776, 2369.2058277062, 34.076576207331, 0, 34.076576207331, 0, 20.465069648672, 7.4279462390194, 
FN7114 line across CO2 30 microns0011.CSV, 0011, Spec0011_Voigt2, Voigt2, 258.5117309366, 2369.2313028761, 34.257333837685, 0, 34.257333837685, 0, 20.573625668861, 7.0891560658028, 
FN7114 line across CO2 30 microns0012.CSV, 0012, Spec0012_Voigt2, Voigt2, 242.92058633306, 2369.2694388726, 34.056630886403, 0, 34.056630886403, 0, 20.453091262714, 6.7008590054209, 
FN7114 line across CO2 30 microns0013.CSV, 0013, Spec0013_Voigt2, Voigt2, 232.0765324604, 2369.3407319973, 34.445705074538, 0, 34.445705074538, 0, 20.686754125738, 6.3294210881455, 
FN7114 line across CO2 30 microns0014.CSV, 0014, Spec0014_Voigt2, Voigt2, 227.88519834178, 2369.4291537139, 34.622874681613, 0, 34.622874681613, 0, 20.793155318345, 6.1833073676175, 
FN7114 line across CO2 30 microns0015.CSV, 0015, Spec0015_Voigt2, Voigt2, 227.57577365391, 2369.4796956721, 34.390974258817, 0, 34.390974258817, 0, 20.653884921132, 6.2165494171982, 
FN7114 line across CO2 30 microns0016.CSV, 0016, Spec0016_Voigt2, Voigt2, 221.78236062096, 2369.5627416475, 34.783668689362, 0, 34.783668689362, 0, 20.889721961298, 5.9898984211055, 
FN7114 line across CO2 30 microns0017.CSV, 0017, Spec0017_Voigt2, Voigt2, 199.88280368301, 2369.6720540847, 35.288732053498, 0, 35.288732053498, 0, 21.193043423559, 5.3211710540053, 
FN7114 line across CO2 30 microns0018.CSV, 0018, Spec0018_Voigt2, Voigt2, 182.39421392032, 2369.6634014762, 35.377330504938, 0, 35.377330504938, 0, 21.246252216262, 4.8434390598865, 
FN7114 line across CO2 30 microns0019.CSV, 0019, Spec0019_Voigt2, Voigt2, 186.25591963246, 2369.6739220617, 35.299002167371, 0, 35.299002167371, 0, 21.199211255515, 4.9569609449668, 
FN7114 line across CO2 30 microns0020.CSV, 0020, Spec0020_Voigt2, Voigt2, 203.79489416908, 2369.7327505595, 35.672162451579, 0, 35.672162451579, 0, 21.423316845231, 5.3670013381971, 
FN7114 line across CO2 30 microns0021.CSV, 0021, Spec0021_Voigt2, Voigt2, 228.63431491732, 2369.7640560748, 35.602278632069, 0, 35.602278632069, 0, 21.381347334419, 6.0329740814536, 
