Spectra_filename, Number_in_fun_name, Function_full_name, FunctionType, Area, Center, FWHM, shape, GaussianFWHM, LorentzianFWHM,  gwidth, height,  --- Created at Sat Jun  6 20:56:36 2020 ---
FN7114 line across CO2 30 microns0001.CSV, 0001, Spec0001_Voigt4, Voigt4, 1.9328925868502, 2299.3334778122, 7.5196746268322, 0, 7.5196746268322, 0, 4.5160248505355, 0.2414774120404, 
FN7114 line across CO2 30 microns0002.CSV, 0002, Spec0002_Voigt4, Voigt4, 2.0253597759729, 2299.6802348838, 6.5055004168088, 0, 6.5055004168088, 0, 3.9069511654993, 0.29247537948517, 
FN7114 line across CO2 30 microns0003.CSV, 0003, Spec0003_Voigt4, Voigt4, 2.0948165714118, 2299.6189657301, 7.5260695337912, 0, 7.5260695337912, 0, 4.5198653835608, 0.26148429867462, 
FN7114 line across CO2 30 microns0004.CSV, 0004, Spec0004_Voigt4, Voigt4, 1.9717882114807, 2299.4702871336, 7.0413313138376, 0, 7.0413313138376, 0, 4.22875041437, 0.26307121335778, 
FN7114 line across CO2 30 microns0005.CSV, 0005, Spec0005_Voigt4, Voigt4, 2.0390253181306, 2299.3933651265, 7.4468792375458, 0, 7.4468792375458, 0, 4.4723067638714, 0.25722676080958, 
FN7114 line across CO2 30 microns0006.CSV, 0006, Spec0006_Voigt4, Voigt4, 2.056431612934, 2299.3214831462, 7.3387695542681, 0, 7.3387695542681, 0, 4.4073802822756, 0.26324423110713, 
FN7114 line across CO2 30 microns0007.CSV, 0007, Spec0007_Voigt4, Voigt4, 2.0965999974929, 2299.1736229804, 7.2857648774582, 0, 7.2857648774582, 0, 4.3755477297321, 0.27033873094888, 
FN7114 line across CO2 30 microns0008.CSV, 0008, Spec0008_Voigt4, Voigt4, 2.1137995377668, 2299.1185086844, 7.2706289724279, 0, 7.2706289724279, 0, 4.3664576923776, 0.27312386998848, 
FN7114 line across CO2 30 microns0009.CSV, 0009, Spec0009_Voigt4, Voigt4, 2.0182921886862, 2299.2694193495, 7.0743243993582, 0, 7.0743243993582, 0, 4.248564781547, 0.2680198193286, 
FN7114 line across CO2 30 microns0010.CSV, 0010, Spec0010_Voigt4, Voigt4, 2.1262715983914, 2299.2268167482, 7.5370191515586, 0, 7.5370191515586, 0, 4.5264412991948, 0.26502507186499, 
FN7114 line across CO2 30 microns0011.CSV, 0011, Spec0011_Voigt4, Voigt4, 1.9855895237602, 2299.2470785952, 7.0287376369395, 0, 7.0287376369395, 0, 4.2211871406044, 0.26538720571644, 
FN7114 line across CO2 30 microns0012.CSV, 0012, Spec0012_Voigt4, Voigt4, 1.7417042721121, 2299.2273020393, 6.6845401749644, 0, 6.6845401749644, 0, 4.0144754982915, 0.24477706377972, 
FN7114 line across CO2 30 microns0013.CSV, 0013, Spec0013_Voigt4, Voigt4, 1.8191884175219, 2299.1971455329, 7.3795644853717, 0, 7.3795644853717, 0, 4.4318801352323, 0.23158732788591, 
FN7114 line across CO2 30 microns0014.CSV, 0014, Spec0014_Voigt4, Voigt4, 1.635952630992, 2299.4782649753, 7.1671835215905, 0, 7.1671835215905, 0, 4.3043323678336, 0.21443221961887, 
FN7114 line across CO2 30 microns0015.CSV, 0015, Spec0015_Voigt4, Voigt4, 1.5531250578077, 2299.3230118184, 6.9067383650292, 0, 6.9067383650292, 0, 4.1479191109309, 0.21125221118968, 
FN7114 line across CO2 30 microns0016.CSV, 0016, Spec0016_Voigt4, Voigt4, 1.7302955472151, 2299.2968135096, 7.6369751804982, 0, 7.6369751804982, 0, 4.5864710123212, 0.21284661735551, 
FN7114 line across CO2 30 microns0017.CSV, 0017, Spec0017_Voigt4, Voigt4, 1.6902451157361, 2299.5718832352, 8.2591430062928, 0, 8.2591430062928, 0, 4.9601208711151, 0.19225717001663, 
FN7114 line across CO2 30 microns0018.CSV, 0018, Spec0018_Voigt4, Voigt4, 1.8234106947359, 2299.5891510825, 10.199772796454, 0, 10.199772796454, 0, 6.1255878351759, 0.16794297475069, 
FN7114 line across CO2 30 microns0019.CSV, 0019, Spec0019_Voigt4, Voigt4, 2.0309413281155, 2299.7705089336, 10.930330801861, 0, 10.930330801861, 0, 6.5643326307818, 0.17455484710519, 
FN7114 line across CO2 30 microns0020.CSV, 0020, Spec0020_Voigt4, Voigt4, 2.2633711948798, 2299.884942301, 10.961448769711, 0, 10.961448769711, 0, 6.5830208750323, 0.19397942499669, 
FN7114 line across CO2 30 microns0021.CSV, 0021, Spec0021_Voigt4, Voigt4, 2.3562042366637, 2299.6000119867, 10.464487493378, 0, 10.464487493378, 0, 6.2845652123812, 0.21152553925101, 
FN7114 line across CO2 30 microns0022.CSV, 0022, Spec0022_Voigt4, Voigt4, 2.7122788488438, 2299.1624493147, 9.6558035508717, 0, 9.6558035508717, 0, 5.7989010098959, 0.26388442465253, 
FN7114 line across CO2 30 microns0023.CSV, 0023, Spec0023_Voigt4, Voigt4, 3.3873153456108, 2299.0241938571, 10.708136201053, 0, 10.708136201053, 0, 6.4308911737108, 0.29717316160114, 
FN7114 line across CO2 30 microns0024.CSV, 0024, Spec0024_Voigt4, Voigt4, 3.1764570029793, 2298.7795325815, 8.8531743839241, 0, 8.8531743839241, 0, 5.3168730707127, 0.33706356038059, 
FN7114 line across CO2 30 microns0025.CSV, 0025, Spec0025_Voigt4, Voigt4, 3.6450273198829, 2298.6293330413, 8.8956143871087, 0, 8.8956143871087, 0, 5.3423608901397, 0.38493967986566, 
FN7114 line across CO2 30 microns0026.CSV, 0026, Spec0026_Voigt4, Voigt4, 3.2195387084009, 2298.8542199103, 7.8505808782629, 0, 7.8505808782629, 0, 4.714754307436, 0.38526512755482, 
FN7114 line across CO2 30 microns0027.CSV, 0027, Spec0027_Voigt4, Voigt4, 3.4427967379366, 2299.1290016848, 8.5783322168677, 0, 8.5783322168677, 0, 5.1518135278473, 0.37703039499929, 
FN7114 line across CO2 30 microns0028.CSV, 0028, Spec0028_Voigt4, Voigt4, 3.6811604871688, 2299.5248051294, 9.0413796749866, 0, 9.0413796749866, 0, 5.4299018669864, 0.38248806344697, 
FN7114 line across CO2 30 microns0029.CSV, 0029, Spec0029_Voigt4, Voigt4, 4.2461180784329, 2299.828113158, 10.68902495644, 0, 10.68902495644, 0, 6.4194137016289, 0.37318297079645, 
FN7114 line across CO2 30 microns0030.CSV, 0030, Spec0030_Voigt4, Voigt4, 4.944447875435, 2300.3741442805, 13.167880294706, 0, 13.167880294706, 0, 7.9081180490947, 0.35275223548055, 
FN7114 line across CO2 30 microns0031.CSV, 0031, Spec0031_Voigt4, Voigt4, 5.4249096175391, 2300.887467146, 15.362613898187, 0, 15.362613898187, 0, 9.2261899053235, 0.33173800823228, 
FN7114 line across CO2 30 microns0032.CSV, 0032, Spec0032_Voigt4, Voigt4, 6.19307216512, 2301.7722875024, 16.651092223154, 0, 16.651092223154, 0, 10, 0.34940672222455, 
FN7114 line across CO2 30 microns0033.CSV, 0033, Spec0033_Voigt4, Voigt4, 6.5798472116609, 2302.8593116758, 16.651092223154, 0, 16.651092223154, 0, 10, 0.37122817006932, 
FN7114 line across CO2 30 microns0034.CSV, 0034, Spec0034_Voigt4, Voigt4, 6.979363310361, 2303.8720687039, 16.651092223154, 0, 16.651092223154, 0, 10, 0.39376845489096, 
FN7114 line across CO2 30 microns0035.CSV, 0035, Spec0035_Voigt4, Voigt4, 7.079481459712, 2304.6436103771, 16.651092223154, 0, 16.651092223154, 0, 10, 0.39941701726311, 
FN7114 line across CO2 30 microns0036.CSV, 0036, Spec0036_Voigt4, Voigt4, 7.4986445481282, 2305.8514410343, 16.651092223154, 0, 16.651092223154, 0, 10, 0.42306576491148, 
