Spectra_filename, Number_in_fun_name, Function_full_name, FunctionType, height, --- Created at Thu Jun  4 09:52:19 2020 ---
FN7114 map truncated version0139.CSV, 0139, Spec0139_A, Acenter, 0.45267181393954, 
FN7114 map truncated version0140.CSV, 0140, Spec0140_A, Acenter, 0.25533377609789, 
FN7114 map truncated version0141.CSV, 0141, Spec0141_A, Acenter, 0.48035398662997, 
FN7114 map truncated version0142.CSV, 0142, Spec0142_A, Acenter, 0.13285605676743, 
FN7114 map truncated version0143.CSV, 0143, Spec0143_A, Acenter, 0.011715382627174, 
FN7114 map truncated version0144.CSV, 0144, Spec0144_A, Acenter, 0, 
FN7114 map truncated version0145.CSV, 0145, Spec0145_A, Acenter, 0.19964524047932, 
FN7114 map truncated version0146.CSV, 0146, Spec0146_A, Acenter, 0.38533167883268, 
FN7114 map truncated version0147.CSV, 0147, Spec0147_A, Acenter, 0.43961896834993, 
FN7114 map truncated version0148.CSV, 0148, Spec0148_A, Acenter, 1.2144601963025, 
FN7114 map truncated version0149.CSV, 0149, Spec0149_A, Acenter, 3.3426223751673, 
FN7114 map truncated version0150.CSV, 0150, Spec0150_A, Acenter, 2.1340684763347, 
FN7114 map truncated version0151.CSV, 0151, Spec0151_A, Acenter, 0.47244626578832, 
FN7114 map truncated version0152.CSV, 0152, Spec0152_A, Acenter, 0.10247027964654, 
FN7114 map truncated version0153.CSV, 0153, Spec0153_A, Acenter, 0, 
FN7114 map truncated version0154.CSV, 0154, Spec0154_A, Acenter, 0, 
FN7114 map truncated version0155.CSV, 0155, Spec0155_A, Acenter, 0, 
FN7114 map truncated version0156.CSV, 0156, Spec0156_A, Acenter, 0, 
FN7114 map truncated version0157.CSV, 0157, Spec0157_A, Acenter, 0.012545826447735, 
FN7114 map truncated version0158.CSV, 0158, Spec0158_A, Acenter, 0.20869397546989, 
FN7114 map truncated version0159.CSV, 0159, Spec0159_A, Acenter, 0.24085957645455, 
FN7114 map truncated version0160.CSV, 0160, Spec0160_A, Acenter, 0.39254259181158, 
FN7114 map truncated version0161.CSV, 0161, Spec0161_A, Acenter, 0.73481135098177, 
FN7114 map truncated version0162.CSV, 0162, Spec0162_A, Acenter, 1.042435027521, 
FN7114 map truncated version0163.CSV, 0163, Spec0163_A, Acenter, 2.3645221487819, 
FN7114 map truncated version0164.CSV, 0164, Spec0164_A, Acenter, 3.2709923709003, 
FN7114 map truncated version0165.CSV, 0165, Spec0165_A, Acenter, 3.0053694030626, 
FN7114 map truncated version0166.CSV, 0166, Spec0166_A, Acenter, 0.60725025318988, 
FN7114 map truncated version0167.CSV, 0167, Spec0167_A, Acenter, 0.47117925585499, 
FN7114 map truncated version0168.CSV, 0168, Spec0168_A, Acenter, 0.17111598719741, 
FN7114 map truncated version0169.CSV, 0169, Spec0169_A, Acenter, 0.064067988786134, 
FN7114 map truncated version0170.CSV, 0170, Spec0170_A, Acenter, 0.14503231890062, 
FN7114 map truncated version0171.CSV, 0171, Spec0171_A, Acenter, 0.3469451886984, 
FN7114 map truncated version0172.CSV, 0172, Spec0172_A, Acenter, 0.57104031525428, 
FN7114 map truncated version0173.CSV, 0173, Spec0173_A, Acenter, 0.81285277893247, 
FN7114 map truncated version0174.CSV, 0174, Spec0174_A, Acenter, 1.23952727838, 
FN7114 map truncated version0175.CSV, 0175, Spec0175_A, Acenter, 1.6314855609718, 
FN7114 map truncated version0176.CSV, 0176, Spec0176_A, Acenter, 1.6355404484477, 
FN7114 map truncated version0177.CSV, 0177, Spec0177_A, Acenter, 2.2590089393028, 
FN7114 map truncated version0178.CSV, 0178, Spec0178_A, Acenter, 4.0125567918725, 
FN7114 map truncated version0179.CSV, 0179, Spec0179_A, Acenter, 6.3335672868352, 
FN7114 map truncated version0180.CSV, 0180, Spec0180_A, Acenter, 2.972609783984, 
FN7114 map truncated version0181.CSV, 0181, Spec0181_A, Acenter, 0.91337382967714, 
FN7114 map truncated version0182.CSV, 0182, Spec0182_A, Acenter, 0.76404859875853, 
FN7114 map truncated version0183.CSV, 0183, Spec0183_A, Acenter, 0.59724253533469, 
FN7114 map truncated version0184.CSV, 0184, Spec0184_A, Acenter, 0.65681509350094, 
FN7114 map truncated version0185.CSV, 0185, Spec0185_A, Acenter, 0.95192459857861, 
FN7114 map truncated version0186.CSV, 0186, Spec0186_A, Acenter, 1.6059510667764, 
FN7114 map truncated version0187.CSV, 0187, Spec0187_A, Acenter, 1.9068932248035, 
FN7114 map truncated version0188.CSV, 0188, Spec0188_A, Acenter, 2.4045176015584, 
FN7114 map truncated version0189.CSV, 0189, Spec0189_A, Acenter, 3.0953349059135, 
FN7114 map truncated version0190.CSV, 0190, Spec0190_A, Acenter, 3.1067092282997, 
FN7114 map truncated version0191.CSV, 0191, Spec0191_A, Acenter, 3.0229485903648, 
FN7114 map truncated version0192.CSV, 0192, Spec0192_A, Acenter, 3.8644954821572, 
FN7114 map truncated version0193.CSV, 0193, Spec0193_A, Acenter, 7.3975074899716, 
FN7114 map truncated version0194.CSV, 0194, Spec0194_A, Acenter, 12.228822107386, 
