Spectra_filename, Number_in_fun_name, Function_full_name, FunctionType, Area, Center, FWHM, shape, GaussianFWHM, LorentzianFWHM,  gwidth, height,  --- Created at Thu Jun  4 10:20:07 2020 ---
FN7114 map truncated version0001.CSV, 0001, Spec0001_Voigt3, Voigt3, 196.17704676475, 2412.5504136051, 58.409211383085, 0, 58.409211383085, 0, 35.078306335884, 3.155256654932, 
FN7114 map truncated version0002.CSV, 0002, Spec0002_Voigt3, Voigt3, 189.47069489293, 2411.9865208949, 59.516912525974, 0, 59.516912525974, 0, 35.743548668365, 2.9906768961616, 
FN7114 map truncated version0003.CSV, 0003, Spec0003_Voigt3, Voigt3, 178.35650088284, 2412.1090322187, 58.840062207951, 0, 58.840062207951, 0, 35.337058626179, 2.8476306705741, 
FN7114 map truncated version0004.CSV, 0004, Spec0004_Voigt3, Voigt3, 166.099199049, 2412.3767291538, 57.30440978681, 0, 57.30440978681, 0, 34.414805358609, 2.7229980856742, 
FN7114 map truncated version0005.CSV, 0005, Spec0005_Voigt3, Voigt3, 166.02304032395, 2413.437534123, 56.143737971134, 0, 56.143737971134, 0, 33.717750895082, 2.7780168801091, 
FN7114 map truncated version0006.CSV, 0006, Spec0006_Voigt3, Voigt3, 177.0763133553, 2413.5336096076, 55.732494524537, 0, 55.732494524537, 0, 33.470774035495, 2.984831581478, 
FN7114 map truncated version0007.CSV, 0007, Spec0007_Voigt3, Voigt3, 183.51186455866, 2413.8065394202, 55.272324264407, 0, 55.272324264407, 0, 33.194413629845, 3.1190638261711, 
FN7114 map truncated version0008.CSV, 0008, Spec0008_Voigt3, Voigt3, 188.86022714306, 2413.5599122431, 55.960339487025, 0, 55.960339487025, 0, 33.607608880582, 3.1705018343107, 
FN7114 map truncated version0009.CSV, 0009, Spec0009_Voigt3, Voigt3, 190.29698481217, 2413.5487699405, 56.189194481149, 0, 56.189194481149, 0, 33.745050311484, 3.1816099967043, 
FN7114 map truncated version0010.CSV, 0010, Spec0010_Voigt3, Voigt3, 194.38410767202, 2413.3429119543, 56.378620878168, 0, 56.378620878168, 0, 33.858812456622, 3.2390238721428, 
FN7114 map truncated version0011.CSV, 0011, Spec0011_Voigt3, Voigt3, 200.33928886753, 2412.9925958432, 56.728266363043, 0, 56.728266363043, 0, 34.068795970129, 3.3176797186398, 
FN7114 map truncated version0012.CSV, 0012, Spec0012_Voigt3, Voigt3, 199.41832791347, 2413.1741705291, 56.081178165062, 0, 56.081178165062, 0, 33.6801799026, 3.3405331300148, 
FN7114 map truncated version0013.CSV, 0013, Spec0013_Voigt3, Voigt3, 194.31172539258, 2414.0280646236, 54.814921502816, 0, 54.814921502816, 0, 32.919715276451, 3.3301826451356, 
FN7114 map truncated version0014.CSV, 0014, Spec0014_Voigt3, Voigt3, 187.86660071513, 2415.1755569434, 53.094960173986, 0, 53.094960173986, 0, 31.886773229299, 3.3240237603561, 
FN7114 map truncated version0015.CSV, 0015, Spec0015_Voigt3, Voigt3, 243.10235437547, 2420.0954419851, 45.315493220309, 0, 45.315493220309, 0, 27.214727186061, 5.0397651053827, 
FN7114 map truncated version0016.CSV, 0016, Spec0016_Voigt3, Voigt3, 192.89017375087, 2412.3222916997, 59.609266281201, 0, 59.609266281201, 0, 35.799012750835, 3.0399341045953, 
FN7114 map truncated version0017.CSV, 0017, Spec0017_Voigt3, Voigt3, 181.61397812802, 2412.3625652918, 58.945891727136, 0, 58.945891727136, 0, 35.400615729681, 2.894433466459, 
FN7114 map truncated version0018.CSV, 0018, Spec0018_Voigt3, Voigt3, 165.73776830347, 2413.0188201557, 57.657022927712, 0, 57.657022927712, 0, 34.626571131195, 2.7004560535304, 
