Spectra_filename, Number_in_fun_name, Function_full_name, FunctionType, Area, Center, FWHM, shape, GaussianFWHM, LorentzianFWHM,  gwidth, height,  --- Created at Fri Jun  5 12:07:34 2020 ---
FN7114Profile#2-31-01-20200001.CSV, 0001, Spec0001_Voigt1, Voigt1, 128.09373678668, 2369.6186447631, 11.580265623254, 0, 11.580265623254, 0, 6.9546582698949, 10.391475443264, 
FN7114Profile#2-31-01-20200002.CSV, 0002, Spec0002_Voigt1, Voigt1, 121.10706912072, 2369.5195441714, 11.469272261561, 0, 11.469272261561, 0, 6.8879999629171, 9.919767044863, 
FN7114Profile#2-31-01-20200003.CSV, 0003, Spec0003_Voigt1, Voigt1, 120.37769383899, 2369.56651926, 11.473882005993, 0, 11.473882005993, 0, 6.8907683965851, 9.8560632345904, 
FN7114Profile#2-31-01-20200004.CSV, 0004, Spec0004_Voigt1, Voigt1, 281.72726334604, 2369.6034673118, 34.896503260984, 0, 34.896503260984, 0, 20.957486027529, 7.5842878349289, 
FN7114Profile#2-31-01-20200005.CSV, 0005, Spec0005_Voigt1, Voigt1, 104.88763831757, 2369.7302741716, 11.461407403523, 0, 11.461407403523, 0, 6.8832766343012, 8.5971439446727, 
FN7114Profile#2-31-01-20200006.CSV, 0006, Spec0006_Voigt1, Voigt1, 90.032729435542, 2369.8529243575, 11.539853930858, 0, 11.539853930858, 0, 6.9303885752378, 7.3293919424225, 
FN7114Profile#2-31-01-20200007.CSV, 0007, Spec0007_Voigt1, Voigt1, 78.342208464506, 2369.8386636579, 11.467146725024, 0, 11.467146725024, 0, 6.8867234481343, 6.41812664175, 
FN7114Profile#2-31-01-20200008.CSV, 0008, Spec0008_Voigt1, Voigt1, 76.525072246612, 2369.8725233505, 11.483610335169, 0, 11.483610335169, 0, 6.8966108536713, 6.2602711251445, 
FN7114Profile#2-31-01-20200009.CSV, 0009, Spec0009_Voigt1, Voigt1, 82.307054248435, 2369.9281725449, 11.646360488491, 0, 11.646360488491, 0, 6.9943522817661, 6.6391834904029, 
FN7114Profile#2-31-01-20200010.CSV, 0010, Spec0010_Voigt1, Voigt1, 92.96275002193, 2369.9256562529, 11.946008532549, 0, 11.946008532549, 0, 7.1743092719997, 7.3106161839704, 
FN7114Profile#2-31-01-20200011.CSV, 0011, Spec0011_Voigt1, Voigt1, 115.07780149825, 2369.7493893597, 11.924078392916, 0, 11.924078392916, 0, 7.1611388809291, 9.0663937290113, 
FN7114Profile#2-31-01-20200012.CSV, 0012, Spec0012_Voigt1, Voigt1, 138.7170842278, 2369.9086671786, 11.758976551375, 0, 11.758976551375, 0, 7.0619851201255, 11.082258314033, 
FN7114Profile#2-31-01-20200013.CSV, 0013, Spec0013_Voigt1, Voigt1, 144.6877876477, 2370.51440169, 12.025732160293, 0, 12.025732160293, 0, 7.222188189896, 11.302855899383, 
FN7114Profile#2-31-01-20200014.CSV, 0014, Spec0014_Voigt1, Voigt1, 134.08276788159, 2371.2718167549, 12.354088731992, 0, 12.354088731992, 0, 7.4193864080661, 10.196006223339, 
FN7114Profile#2-31-01-20200015.CSV, 0015, Spec0015_Voigt1, Voigt1, 119.0727499361, 2371.9451000008, 12.567109208981, 0, 12.567109208981, 0, 7.5473182422871, 8.9011236905796, 
FN7114Profile#2-31-01-20200016.CSV, 0016, Spec0016_Voigt1, Voigt1, 103.22005666368, 2372.5405411968, 12.489858493148, 0, 12.489858493148, 0, 7.500924459346, 7.7638013875119, 
FN7114Profile#2-31-01-20200017.CSV, 0017, Spec0017_Voigt1, Voigt1, 90.790300290213, 2373.114034771, 12.595193728424, 0, 12.595193728424, 0, 7.5641847151082, 6.771773792733, 
FN7114Profile#2-31-01-20200018.CSV, 0018, Spec0018_Voigt1, Voigt1, 80.630824869911, 2373.7270503413, 12.673117614856, 0, 12.673117614856, 0, 7.6109827781946, 5.9770305955437, 
FN7114Profile#2-31-01-20200019.CSV, 0019, Spec0019_Voigt1, Voigt1, 73.387118926306, 2374.1185052661, 12.738758242606, 0, 12.738758242606, 0, 7.6504039926533, 5.4120348468308, 
FN7114Profile#2-31-01-20200020.CSV, 0020, Spec0020_Voigt1, Voigt1, 66.786395497228, 2374.2821647155, 12.679178899711, 0, 12.679178899711, 0, 7.6146229507279, 4.9483990734516, 
FN7114Profile#2-31-01-20200021.CSV, 0021, Spec0021_Voigt1, Voigt1, 60.592142756127, 2374.4455110486, 12.672105111991, 0, 12.672105111991, 0, 7.6103747082549, 4.4919548870555, 
