Spectra_filename, Number_in_fun_name, Function_full_name, FunctionType, Area, Center, FWHM, shape, GaussianFWHM, LorentzianFWHM,  gwidth, height,  --- Created at Fri Jun  5 12:05:14 2020 ---
FN7114Profile#2-31-01-20200001.CSV, 0001, Spec0001_Voigt5, Voigt5, 47.992774848348, 660.44644139319, 8.627475252957, 0, 8.627475252957, 0, 5.1813269287886, 5.2258865836814, 
FN7114Profile#2-31-01-20200002.CSV, 0002, Spec0002_Voigt5, Voigt5, 45.63897512659, 660.44221364434, 8.5565295975617, 0, 8.5565295975617, 0, 5.1387197205379, 5.0107884531686, 
FN7114Profile#2-31-01-20200003.CSV, 0003, Spec0003_Voigt5, Voigt5, 45.642094026595, 660.43549076891, 8.5711640256786, 0, 8.5711640256786, 0, 5.1475085903134, 5.0025748649169, 
FN7114Profile#2-31-01-20200004.CSV, 0004, Spec0004_Voigt5, Voigt5, 43.613470957051, 660.43767078779, 8.5837082715375, 0, 8.5837082715375, 0, 5.1550421777146, 4.7732429922688, 
FN7114Profile#2-31-01-20200005.CSV, 0005, Spec0005_Voigt5, Voigt5, 40.930192862309, 660.415379251, 8.644927218422, 0, 8.644927218422, 0, 5.1918079021873, 4.4478516257534, 
FN7114Profile#2-31-01-20200006.CSV, 0006, Spec0006_Voigt5, Voigt5, 36.41591395483, 660.38408728588, 8.6466081859354, 0, 8.6466081859354, 0, 5.1928174260617, 3.956519186441, 
FN7114Profile#2-31-01-20200007.CSV, 0007, Spec0007_Voigt5, Voigt5, 31.776933982353, 660.36392063343, 8.5492663946648, 0, 8.5492663946648, 0, 5.1343577226584, 3.4918130476221, 
FN7114Profile#2-31-01-20200008.CSV, 0008, Spec0008_Voigt5, Voigt5, 31.99856426094, 660.38938917889, 8.6270130687624, 0, 8.6270130687624, 0, 5.181049358892, 3.4844792137789, 
FN7114Profile#2-31-01-20200009.CSV, 0009, Spec0009_Voigt5, Voigt5, 37.064420961574, 660.46796221946, 8.8078923374874, 0, 8.8078923374874, 0, 5.2896784303673, 3.9532389340585, 
FN7114Profile#2-31-01-20200010.CSV, 0010, Spec0010_Voigt5, Voigt5, 46.110987414224, 660.55813067622, 9.0335918488594, 0, 9.0335918488594, 0, 5.4252248007478, 4.7952560203387, 
FN7114Profile#2-31-01-20200011.CSV, 0011, Spec0011_Voigt5, Voigt5, 59.400572654638, 660.67056858328, 9.2584856267745, 0, 9.2584856267745, 0, 5.560287278873, 6.0272404397051, 
FN7114Profile#2-31-01-20200012.CSV, 0012, Spec0012_Voigt5, Voigt5, 72.234202343563, 660.75386532502, 9.6351600542222, 0, 9.6351600542222, 0, 5.7865033266852, 7.0429043405899, 
FN7114Profile#2-31-01-20200013.CSV, 0013, Spec0013_Voigt5, Voigt5, 81.039873241516, 660.80289377817, 10.461845896482, 0, 10.461845896482, 0, 6.2829787717676, 7.2770988803613, 
FN7114Profile#2-31-01-20200014.CSV, 0014, Spec0014_Voigt5, Voigt5, 87.908464100308, 660.83765599091, 11.612832059787, 0, 11.612832059787, 0, 6.974216408242, 7.1114864753682, 
FN7114Profile#2-31-01-20200015.CSV, 0015, Spec0015_Voigt5, Voigt5, 92.323134387407, 660.82430915487, 12.720874070692, 0, 12.720874070692, 0, 7.6396634528293, 6.8180695750292, 
FN7114Profile#2-31-01-20200016.CSV, 0016, Spec0016_Voigt5, Voigt5, 94.662475523936, 660.8075941135, 13.741066314938, 0, 13.741066314938, 0, 8.2523513357461, 6.4718026217313, 
FN7114Profile#2-31-01-20200017.CSV, 0017, Spec0017_Voigt5, Voigt5, 96.74065894981, 660.73992682172, 14.815453502328, 0, 14.815453502328, 0, 8.8975865989898, 6.1342565182425, 
FN7114Profile#2-31-01-20200018.CSV, 0018, Spec0018_Voigt5, Voigt5, 97.955332513426, 660.65131236702, 15.764307015405, 0, 15.764307015405, 0, 9.4674312075962, 5.8374213272166, 
FN7114Profile#2-31-01-20200019.CSV, 0019, Spec0019_Voigt5, Voigt5, 98.640333172702, 660.60010693651, 16.502990819264, 0, 16.502990819264, 0, 9.9110560425076, 5.6151286895412, 
FN7114Profile#2-31-01-20200020.CSV, 0020, Spec0020_Voigt5, Voigt5, 97.176411795944, 660.54740115006, 16.919964005321, 0, 16.919964005321, 0, 10.161473961326, 5.3954697956461, 
FN7114Profile#2-31-01-20200021.CSV, 0021, Spec0021_Voigt5, Voigt5, 94.946348866118, 660.47918854108, 17.244150409933, 0, 17.244150409933, 0, 10.356167738927, 5.1725453625644, 
